model_instance_id,sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes,worker3_compute_time_sec,worker3_request_bytes,worker3_response_bytes
model_0,14,1,0.2675483226776123,0,0,1,0,0.8149939179420471,789127,0.18501973152160645,0.08252859115600586,0.3084623754320835,worker1,worker1,worker1,0,0.18501973152160645,787821,1306,0.0,0,0,0.0,0,0
model_0,15,1,0.26592230796813965,7,7,1,0,0.9283629655838013,789127,0.18422436714172363,0.08169794082641602,0.30722484868100763,worker1,worker1,worker1,0,0.18422436714172363,787821,1306,0.0,0,0,0.0,0,0
model_0,16,1,0.46673107147216797,7,7,1,1,0.8025473952293396,2889178,0.28022336959838867,0.1865077018737793,0.39960421166196364,worker1->worker3,worker1,worker3,0,0.18553447723388672,787821,1050066,0.0,0,0,0.09468889236450195,1049985,1306
model_0,17,1,0.2682483196258545,0,9,0,0,0.6932339072227478,789127,0.18530917167663574,0.08293914794921875,0.3091879496762553,worker1,worker1,worker1,0,0.18530917167663574,787821,1306,0.0,0,0,0.0,0,0
model_0,18,1,0.2683565616607666,9,9,1,0,0.946884274482727,789126,0.18523597717285156,0.08312058448791504,0.309739340724558,worker1,worker1,worker1,0,0.18523597717285156,787821,1305,0.0,0,0,0.0,0,0
model_0,19,1,0.464993953704834,2,2,1,1,0.55959552526474,2889176,0.28063249588012695,0.18436145782470703,0.3964814087491014,worker1->worker3,worker1,worker3,0,0.18612027168273926,787821,1050066,0.0,0,0,0.0945122241973877,1049985,1304
model_0,20,1,0.26822447776794434,4,2,0,0,0.9775156378746033,789127,0.18478918075561523,0.0834352970123291,0.3110651857975227,worker1,worker1,worker1,0,0.18478918075561523,787821,1306,0.0,0,0,0.0,0,0
model_0,21,1,0.2682030200958252,0,0,1,0,0.9456015229225159,789127,0.18467116355895996,0.08353185653686523,0.3114500966731115,worker1,worker1,worker1,0,0.18467116355895996,787821,1306,0.0,0,0,0.0,0,0
model_0,22,1,0.466951847076416,2,2,1,1,0.9377996921539307,2889178,0.2834146022796631,0.18353724479675293,0.393053900409387,worker1->worker3,worker1,worker3,0,0.18862056732177734,787821,1050066,0.0,0,0,0.09479403495788574,1049985,1306
model_0,23,1,0.26730966567993164,8,8,1,0,0.8532401323318481,789127,0.18362975120544434,0.0836799144744873,0.3130448510406019,worker1,worker1,worker1,0,0.18362975120544434,787821,1306,0.0,0,0,0.0,0,0
model_0,24,1,0.6375162601470947,4,4,1,3,0.42077603936195374,2889179,0.45085716247558594,0.1866590976715088,0.2927911166194267,worker1->worker3->worker3,worker1,worker3,0,0.18309450149536133,787821,1050066,0.0,0,0,0.2677626609802246,1049985,1307
model_0,25,1,0.2673633098602295,9,9,1,0,0.9954273700714111,789127,0.18474340438842773,0.08261990547180176,0.30901736485456166,worker1,worker1,worker1,0,0.18474340438842773,787821,1306,0.0,0,0,0.0,0,0
model_0,26,1,0.31603550910949707,8,8,1,0,0.9989911913871765,789127,0.18370676040649414,0.13232874870300293,0.41871481174969766,worker1,worker1,worker1,0,0.18370676040649414,787821,1306,0.0,0,0,0.0,0,0
model_0,27,1,0.3276071548461914,9,9,1,0,0.9997338652610779,789127,0.18663382530212402,0.14097332954406738,0.4303121206563791,worker1,worker1,worker1,0,0.18663382530212402,787821,1306,0.0,0,0,0.0,0,0
model_0,28,1,0.34766387939453125,0,0,1,0,0.9925830364227295,789127,0.18699097633361816,0.16067290306091309,0.4621501185016129,worker1,worker1,worker1,0,0.18699097633361816,787821,1306,0.0,0,0,0.0,0,0
model_0,29,1,0.2682511806488037,1,1,1,0,0.9962202906608582,789127,0.185560941696167,0.08269023895263672,0.30825675679278874,worker1,worker1,worker1,0,0.185560941696167,787821,1306,0.0,0,0,0.0,0,0
model_0,30,1,0.27110910415649414,1,1,1,0,0.9992198944091797,789127,0.18667936325073242,0.08442974090576172,0.311423480847127,worker1,worker1,worker1,0,0.18667936325073242,787821,1306,0.0,0,0,0.0,0,0
model_0,31,1,0.3180520534515381,4,4,1,0,0.951233983039856,789126,0.18459773063659668,0.1334543228149414,0.41959899760645936,worker1,worker1,worker1,0,0.18459773063659668,787821,1305,0.0,0,0,0.0,0,0
model_0,32,1,0.2664670944213867,6,6,1,0,0.7213955521583557,789127,0.18463659286499023,0.08183050155639648,0.3070942088894138,worker1,worker1,worker1,0,0.18463659286499023,787821,1306,0.0,0,0,0.0,0,0
model_0,33,1,0.4777562618255615,9,9,1,1,0.9998791217803955,2889178,0.2806966304779053,0.19705963134765625,0.4124689660679041,worker1->worker3,worker1,worker3,0,0.18378329277038574,787821,1050066,0.0,0,0,0.09691333770751953,1049985,1306
model_0,34,1,0.2670905590057373,8,8,1,0,0.9870128035545349,789127,0.18478083610534668,0.08230972290039062,0.3081715924621003,worker1,worker1,worker1,0,0.18478083610534668,787821,1306,0.0,0,0,0.0,0,0
model_0,35,1,0.26651930809020996,8,8,1,0,0.999782383441925,789126,0.18480610847473145,0.08171319961547852,0.3065939207219489,worker1,worker1,worker1,0,0.18480610847473145,787821,1305,0.0,0,0,0.0,0,0
model_0,36,1,0.4650278091430664,7,7,1,1,0.990655243396759,2889177,0.28104257583618164,0.18398523330688477,0.39564350709675833,worker1->worker3,worker1,worker3,0,0.1847991943359375,787821,1050066,0.0,0,0,0.09624338150024414,1049985,1305
model_0,37,1,0.26978611946105957,7,7,1,0,0.9948577880859375,789127,0.18313193321228027,0.0866541862487793,0.32119586590253324,worker1,worker1,worker1,0,0.18313193321228027,787821,1306,0.0,0,0,0.0,0,0
model_0,38,1,0.34269261360168457,9,1,0,0,0.5276361107826233,789127,0.18578505516052246,0.1569075584411621,0.4578667651808145,worker1,worker1,worker1,0,0.18578505516052246,787821,1306,0.0,0,0,0.0,0,0
model_0,39,1,0.2713356018066406,1,1,1,0,0.6733139753341675,789127,0.18824410438537598,0.08309149742126465,0.3062314597421586,worker1,worker1,worker1,0,0.18824410438537598,787821,1306,0.0,0,0,0.0,0,0
model_0,40,1,0.26985955238342285,1,1,1,0,0.9977505803108215,789127,0.18744802474975586,0.08241152763366699,0.30538673508423647,worker1,worker1,worker1,0,0.18744802474975586,787821,1306,0.0,0,0,0.0,0,0
model_0,41,1,0.27108311653137207,9,9,1,0,0.9993823766708374,789127,0.1876227855682373,0.08346033096313477,0.3078772740665169,worker1,worker1,worker1,0,0.1876227855682373,787821,1306,0.0,0,0,0.0,0,0
model_0,42,1,0.2674219608306885,3,3,1,0,0.9875682592391968,789127,0.18475079536437988,0.0826711654663086,0.3091412732503662,worker1,worker1,worker1,0,0.18475079536437988,787821,1306,0.0,0,0,0.0,0,0
model_0,43,1,0.26833486557006836,7,5,0,0,0.7960726618766785,789127,0.18649649620056152,0.08183836936950684,0.30498597040546327,worker1,worker1,worker1,0,0.18649649620056152,787821,1306,0.0,0,0,0.0,0,0
model_0,44,1,0.27211499214172363,9,9,1,0,0.9992881417274475,789127,0.18480920791625977,0.08730578422546387,0.3208415072551131,worker1,worker1,worker1,0,0.18480920791625977,787821,1306,0.0,0,0,0.0,0,0
model_0,45,1,0.2670021057128906,7,7,1,0,0.9803488850593567,789127,0.1856696605682373,0.08133244514465332,0.3046134970639921,worker1,worker1,worker1,0,0.1856696605682373,787821,1306,0.0,0,0,0.0,0,0
model_0,46,1,0.2675201892852783,0,2,0,0,0.8402437567710876,789127,0.18610310554504395,0.08141708374023438,0.304339960126945,worker1,worker1,worker1,0,0.18610310554504395,787821,1306,0.0,0,0,0.0,0,0
model_0,47,1,0.6293206214904785,2,2,1,3,0.6511958837509155,2889178,0.44121360778808594,0.18810701370239258,0.2989048940695464,worker1->worker3->worker3,worker1,worker3,0,0.1860048770904541,787821,1050066,0.0,0,0,0.25520873069763184,1049985,1306
model_0,48,1,0.26928281784057617,3,3,1,0,0.7548253536224365,789127,0.186384916305542,0.08289790153503418,0.30784697738907474,worker1,worker1,worker1,0,0.186384916305542,787821,1306,0.0,0,0,0.0,0,0
model_0,49,1,0.26758265495300293,4,4,1,0,0.9370764493942261,789127,0.18527793884277344,0.08230471611022949,0.3075861405317364,worker1,worker1,worker1,0,0.18527793884277344,787821,1306,0.0,0,0,0.0,0,0
model_0,50,1,0.3227052688598633,0,0,1,0,0.9656439423561096,789127,0.18825578689575195,0.13444948196411133,0.41663243503624614,worker1,worker1,worker1,0,0.18825578689575195,787821,1306,0.0,0,0,0.0,0,0
model_0,51,1,0.2682769298553467,8,8,1,0,0.9692171216011047,789127,0.18680810928344727,0.08146882057189941,0.303674343581563,worker1,worker1,worker1,0,0.18680810928344727,787821,1306,0.0,0,0,0.0,0,0
model_0,52,1,0.27225685119628906,0,0,1,0,0.8229853510856628,789127,0.18942618370056152,0.08283066749572754,0.304237219859746,worker1,worker1,worker1,0,0.18942618370056152,787821,1306,0.0,0,0,0.0,0,0
model_0,53,1,0.269944429397583,7,7,1,0,0.9727768898010254,789127,0.18736553192138672,0.08257889747619629,0.30591073007315656,worker1,worker1,worker1,0,0.18736553192138672,787821,1306,0.0,0,0,0.0,0,0
model_0,54,1,0.2707204818725586,5,5,1,0,0.712074339389801,789126,0.18884921073913574,0.08187127113342285,0.30241993722500715,worker1,worker1,worker1,0,0.18884921073913574,787821,1305,0.0,0,0,0.0,0,0
model_0,55,1,0.26886844635009766,4,4,1,0,0.9083638191223145,789127,0.18728852272033691,0.08157992362976074,0.3034194779536692,worker1,worker1,worker1,0,0.18728852272033691,787821,1306,0.0,0,0,0.0,0,0
model_0,56,1,0.2715170383453369,8,8,1,0,0.9362679719924927,789127,0.189788818359375,0.08172821998596191,0.30100586130441465,worker1,worker1,worker1,0,0.189788818359375,787821,1306,0.0,0,0,0.0,0,0
model_0,57,1,0.26974034309387207,4,4,1,0,0.9644571542739868,789127,0.18883299827575684,0.08090734481811523,0.2999452877167831,worker1,worker1,worker1,0,0.18883299827575684,787821,1306,0.0,0,0,0.0,0,0
model_0,58,1,0.2696187496185303,4,4,1,0,0.7393811941146851,789127,0.18818879127502441,0.08142995834350586,0.3020189006095345,worker1,worker1,worker1,0,0.18818879127502441,787821,1306,0.0,0,0,0.0,0,0
model_0,59,1,0.27840185165405273,7,7,1,0,0.9600770473480225,789127,0.1968212127685547,0.08158063888549805,0.29303195507072866,worker1,worker1,worker1,0,0.1968212127685547,787821,1306,0.0,0,0,0.0,0,0
model_0,60,1,0.2692244052886963,4,4,1,0,0.8860868215560913,789127,0.1869654655456543,0.08225893974304199,0.3055404269714464,worker1,worker1,worker1,0,0.1869654655456543,787821,1306,0.0,0,0,0.0,0,0
model_0,61,1,0.26803016662597656,8,8,1,0,0.812691330909729,789126,0.18654799461364746,0.0814821720123291,0.3040037359900374,worker1,worker1,worker1,0,0.18654799461364746,787821,1305,0.0,0,0,0.0,0,0
model_0,62,1,0.646005392074585,6,2,0,3,0.3628808856010437,2889178,0.4581148624420166,0.18789052963256836,0.29084978536970996,worker1->worker3->worker3,worker1,worker3,0,0.1852126121520996,787821,1050066,0.0,0,0,0.272902250289917,1049985,1306
model_0,63,1,0.529400110244751,4,4,1,1,0.9850358963012695,2889178,0.27947139739990234,0.24992871284484863,0.4720979614630269,worker1->worker3,worker1,worker3,0,0.18216633796691895,787821,1050066,0.0,0,0,0.0973050594329834,1049985,1306
model_0,64,1,0.26480674743652344,7,7,1,0,0.6912711262702942,789127,0.18392586708068848,0.08088088035583496,0.3054336082399971,worker1,worker1,worker1,0,0.18392586708068848,787821,1306,0.0,0,0,0.0,0,0
model_0,65,1,0.5143215656280518,3,3,1,1,0.914364218711853,2889177,0.2782280445098877,0.23609352111816406,0.45903873548421786,worker1->worker3,worker1,worker3,0,0.1838836669921875,787821,1050066,0.0,0,0,0.0943443775177002,1049985,1305
model_0,66,1,0.268169641494751,5,3,0,0,0.5561355352401733,789127,0.18414092063903809,0.08402872085571289,0.3133416608507404,worker1,worker1,worker1,0,0.18414092063903809,787821,1306,0.0,0,0,0.0,0,0
model_0,67,1,0.5229260921478271,5,5,1,1,0.8094162344932556,2889178,0.28087615966796875,0.2420499324798584,0.46287598977071653,worker1->worker3,worker1,worker3,0,0.18567585945129395,787821,1050066,0.0,0,0,0.0952003002166748,1049985,1306
model_0,68,1,0.46517038345336914,2,2,1,1,0.8747035264968872,2889178,0.280001163482666,0.18516921997070312,0.39806751796197565,worker1->worker3,worker1,worker3,0,0.18406248092651367,787821,1050066,0.0,0,0,0.09593868255615234,1049985,1306
model_0,69,1,0.4637155532836914,6,6,1,1,0.6497592926025391,2889178,0.2778279781341553,0.18588757514953613,0.40086551730520464,worker1->worker3,worker1,worker3,0,0.18210911750793457,787821,1050066,0.0,0,0,0.0957188606262207,1049985,1306
model_0,70,1,0.46485328674316406,7,7,1,1,0.9996216297149658,2889178,0.27896833419799805,0.18588495254516602,0.39987875281576585,worker1->worker3,worker1,worker3,0,0.18239617347717285,787821,1050066,0.0,0,0,0.0965721607208252,1049985,1306
model_0,71,1,0.26609158515930176,9,9,1,0,0.8626412153244019,789127,0.18237090110778809,0.08372068405151367,0.31463108463724015,worker1,worker1,worker1,0,0.18237090110778809,787821,1306,0.0,0,0,0.0,0,0
model_0,72,1,0.4632437229156494,8,8,1,1,0.9088706374168396,2889178,0.27848124504089355,0.18476247787475586,0.39884507600418945,worker1->worker3,worker1,worker3,0,0.18465685844421387,787821,1050066,0.0,0,0,0.09382438659667969,1049985,1306
model_0,73,1,0.46465539932250977,5,3,0,1,0.9248701333999634,2889178,0.2790994644165039,0.18555593490600586,0.3993409635970129,worker1->worker3,worker1,worker3,0,0.1841123104095459,787821,1050066,0.0,0,0,0.09498715400695801,1049985,1306
model_0,74,1,0.5499882698059082,7,7,1,2,0.9246468544006348,2889178,0.3630237579345703,0.1869645118713379,0.33994272630090455,worker1->worker3->worker3,worker1,worker3,0,0.1836872100830078,787821,1050066,0.0,0,0,0.1793365478515625,1049985,1306
model_0,75,1,0.2675445079803467,7,7,1,0,0.9537670016288757,789127,0.18442296981811523,0.08312153816223145,0.31068302911430873,worker1,worker1,worker1,0,0.18442296981811523,787821,1306,0.0,0,0,0.0,0,0
model_0,76,1,0.47069716453552246,4,4,1,1,0.9628766179084778,2889178,0.279557466506958,0.19113969802856445,0.40607786158469533,worker1->worker3,worker1,worker3,0,0.1841113567352295,787821,1050066,0.0,0,0,0.09544610977172852,1049985,1306
model_0,77,1,0.2643404006958008,1,1,1,0,0.8887161016464233,789127,0.1827855110168457,0.08155488967895508,0.3085222291571212,worker1,worker1,worker1,0,0.1827855110168457,787821,1306,0.0,0,0,0.0,0,0
model_0,78,1,0.4689514636993408,7,7,1,1,0.8413849472999573,2889178,0.2835545539855957,0.18539690971374512,0.39534349301574795,worker1->worker3,worker1,worker3,0,0.18465709686279297,787821,1050066,0.0,0,0,0.09889745712280273,1049985,1306
model_0,79,1,0.2639167308807373,4,4,1,0,0.9659138321876526,789127,0.18179941177368164,0.08211731910705566,0.3111485915766518,worker1,worker1,worker1,0,0.18179941177368164,787821,1306,0.0,0,0,0.0,0,0
model_0,80,1,0.26923060417175293,1,1,1,0,0.9882251024246216,789127,0.18506598472595215,0.08416461944580078,0.31261163531063063,worker1,worker1,worker1,0,0.18506598472595215,787821,1306,0.0,0,0,0.0,0,0
model_0,81,1,0.31871724128723145,7,7,1,0,0.7033348083496094,789127,0.1846015453338623,0.13411569595336914,0.4207983710316525,worker1,worker1,worker1,0,0.1846015453338623,787821,1306,0.0,0,0,0.0,0,0
model_0,82,1,0.2702901363372803,8,8,1,0,0.997007429599762,789126,0.1864016056060791,0.08388853073120117,0.31036475051579854,worker1,worker1,worker1,0,0.1864016056060791,787821,1305,0.0,0,0,0.0,0,0
model_0,83,1,0.2725341320037842,1,1,1,0,0.9622657895088196,789127,0.18651103973388672,0.08602309226989746,0.315641536850522,worker1,worker1,worker1,0,0.18651103973388672,787821,1306,0.0,0,0,0.0,0,0
model_0,84,1,0.2694239616394043,7,2,0,0,0.9517096877098083,789127,0.18638825416564941,0.08303570747375488,0.30819718843303723,worker1,worker1,worker1,0,0.18638825416564941,787821,1306,0.0,0,0,0.0,0,0
model_0,85,1,0.2682785987854004,7,7,1,0,0.7669622898101807,789127,0.18595170974731445,0.08232688903808594,0.3068708775534507,worker1,worker1,worker1,0,0.18595170974731445,787821,1306,0.0,0,0,0.0,0,0
model_0,86,1,0.26711130142211914,6,6,1,0,0.6467438340187073,789127,0.18401598930358887,0.08309531211853027,0.3110887172355683,worker1,worker1,worker1,0,0.18401598930358887,787821,1306,0.0,0,0,0.0,0,0
model_0,87,1,0.2778747081756592,3,3,1,0,0.5545381903648376,789127,0.1868448257446289,0.09102988243103027,0.32759326326844224,worker1,worker1,worker1,0,0.1868448257446289,787821,1306,0.0,0,0,0.0,0,0
model_0,88,1,0.5074501037597656,3,5,0,1,0.6022933125495911,2889178,0.32167577743530273,0.1857743263244629,0.36609377936478105,worker1->worker3,worker1,worker3,0,0.18566489219665527,787821,1050066,0.0,0,0,0.13601088523864746,1049985,1306
model_0,89,1,0.46235060691833496,4,4,1,1,0.9161996841430664,2889178,0.27675890922546387,0.1855916976928711,0.40140900631639526,worker1->worker3,worker1,worker3,0,0.18298029899597168,787821,1050066,0.0,0,0,0.09377861022949219,1049985,1306
model_0,90,1,0.2659425735473633,4,4,1,0,0.962013304233551,789126,0.18342971801757812,0.08251285552978516,0.310265687923374,worker1,worker1,worker1,0,0.18342971801757812,787821,1305,0.0,0,0,0.0,0,0
model_0,91,1,0.5512557029724121,8,8,1,2,0.9450292587280273,2889178,0.36675572395324707,0.18449997901916504,0.33469037694182086,worker1->worker3->worker3,worker1,worker3,0,0.18616938591003418,787821,1050066,0.0,0,0,0.1805863380432129,1049985,1306
model_0,92,1,0.26670360565185547,8,8,1,0,0.7264719605445862,789127,0.18572115898132324,0.08098244667053223,0.30364211414615655,worker1,worker1,worker1,0,0.18572115898132324,787821,1306,0.0,0,0,0.0,0,0
model_0,93,1,0.3413245677947998,0,0,1,0,0.8244720101356506,789127,0.18438124656677246,0.15694332122802734,0.45980669437888155,worker1,worker1,worker1,0,0.18438124656677246,787821,1306,0.0,0,0,0.0,0,0
model_0,94,1,0.2695913314819336,9,9,1,0,0.9989163875579834,789127,0.18465256690979004,0.08493876457214355,0.31506489509598956,worker1,worker1,worker1,0,0.18465256690979004,787821,1306,0.0,0,0,0.0,0,0
model_0,95,1,0.4652085304260254,7,7,1,1,0.9954159259796143,2889178,0.28027820587158203,0.18493032455444336,0.39752135324150045,worker1->worker3,worker1,worker3,0,0.18505287170410156,787821,1050066,0.0,0,0,0.09522533416748047,1049985,1306
model_0,96,1,0.26816749572753906,7,7,1,0,0.9339830279350281,789127,0.18556690216064453,0.08260059356689453,0.3080186632716203,worker1,worker1,worker1,0,0.18556690216064453,787821,1306,0.0,0,0,0.0,0,0
model_0,97,1,0.5168497562408447,2,2,1,1,0.7422031760215759,2889178,0.277951717376709,0.23889803886413574,0.4622195057257851,worker1->worker3,worker1,worker3,0,0.1842033863067627,787821,1050066,0.0,0,0,0.09374833106994629,1049985,1306
model_0,98,1,0.26450681686401367,4,4,1,0,0.669140100479126,789126,0.18170475959777832,0.08280205726623535,0.31304318825478494,worker1,worker1,worker1,0,0.18170475959777832,787821,1305,0.0,0,0,0.0,0,0
model_0,99,1,0.26880574226379395,8,8,1,0,0.8084680438041687,789127,0.1855170726776123,0.08328866958618164,0.30984706236091436,worker1,worker1,worker1,0,0.1855170726776123,787821,1306,0.0,0,0,0.0,0,0
model_0,100,1,0.3224475383758545,1,9,0,0,0.6621469259262085,789133,0.18585848808288574,0.13658905029296875,0.42360084676396714,worker1,worker1,worker1,0,0.18585848808288574,787824,1309,0.0,0,0,0.0,0,0
model_0,101,1,0.32933807373046875,1,1,1,0,0.9994544386863708,789133,0.18477296829223633,0.14456510543823242,0.43895655245905435,worker1,worker1,worker1,0,0.18477296829223633,787824,1309,0.0,0,0,0.0,0,0
model_0,102,1,0.2973291873931885,3,3,1,0,0.8985781669616699,789133,0.1853184700012207,0.11201071739196777,0.37672291231820665,worker1,worker1,worker1,0,0.1853184700012207,787824,1309,0.0,0,0,0.0,0,0
model_0,103,1,0.26638031005859375,7,7,1,0,0.9970107078552246,789133,0.1833333969116211,0.08304691314697266,0.3117607045682371,worker1,worker1,worker1,0,0.1833333969116211,787824,1309,0.0,0,0,0.0,0,0
model_0,104,1,0.27197909355163574,5,5,1,0,0.9756978154182434,789133,0.1865706443786621,0.08540844917297363,0.31402578800329256,worker1,worker1,worker1,0,0.1865706443786621,787824,1309,0.0,0,0,0.0,0,0
model_0,105,1,0.26682567596435547,2,2,1,0,0.9658477306365967,789133,0.18326330184936523,0.08356237411499023,0.31317216310979423,worker1,worker1,worker1,0,0.18326330184936523,787824,1309,0.0,0,0,0.0,0,0
model_0,106,1,0.27015042304992676,3,3,1,0,0.9309608340263367,789133,0.1867356300354004,0.08341479301452637,0.3087716542243223,worker1,worker1,worker1,0,0.1867356300354004,787824,1309,0.0,0,0,0.0,0,0
model_0,107,1,0.2695932388305664,5,5,1,0,0.665682315826416,789132,0.18609905242919922,0.08349418640136719,0.30970430402314914,worker1,worker1,worker1,0,0.18609905242919922,787824,1308,0.0,0,0,0.0,0,0
model_0,108,1,0.2719995975494385,0,0,1,0,0.9872220158576965,789133,0.1861414909362793,0.08585810661315918,0.3156552707676476,worker1,worker1,worker1,0,0.1861414909362793,787824,1309,0.0,0,0,0.0,0,0
model_0,109,1,0.2670881748199463,3,6,0,0,0.7614277601242065,789133,0.18468999862670898,0.0823981761932373,0.308505519754983,worker1,worker1,worker1,0,0.18468999862670898,787824,1309,0.0,0,0,0.0,0,0
model_0,110,1,0.5539078712463379,2,2,1,2,0.9999752044677734,2889190,0.36734557151794434,0.18656229972839355,0.3368110644620615,worker1->worker3->worker3,worker1,worker3,0,0.18659019470214844,787824,1050069,0.0,0,0,0.1807553768157959,1049988,1309
model_0,111,1,0.4724080562591553,5,0,0,1,0.8309710621833801,2889190,0.2869093418121338,0.18549871444702148,0.3926662807487346,worker1->worker3,worker1,worker3,0,0.18746447563171387,787824,1050069,0.0,0,0,0.09944486618041992,1049988,1309
model_0,112,1,0.2704920768737793,6,6,1,0,0.7920019030570984,789133,0.18237590789794922,0.08811616897583008,0.3257624770168335,worker1,worker1,worker1,0,0.18237590789794922,787824,1309,0.0,0,0,0.0,0,0
model_0,113,1,0.2706151008605957,1,1,1,0,0.6230377554893494,789133,0.1839916706085205,0.0866234302520752,0.32009828711184257,worker1,worker1,worker1,0,0.1839916706085205,787824,1309,0.0,0,0,0.0,0,0
model_0,114,1,0.6749417781829834,1,1,1,3,0.9008103609085083,2889190,0.4393575191497803,0.23558425903320312,0.34904382370198145,worker1->worker3->worker3,worker1,worker3,0,0.18514490127563477,787824,1050069,0.0,0,0,0.2542126178741455,1049988,1309
model_0,115,1,0.26686811447143555,9,9,1,0,0.9989738464355469,789133,0.1838366985321045,0.08303141593933105,0.31113277097110226,worker1,worker1,worker1,0,0.1838366985321045,787824,1309,0.0,0,0,0.0,0,0
model_0,116,1,0.3174095153808594,1,1,1,0,0.9689018726348877,789133,0.18526935577392578,0.1321401596069336,0.41630812311464177,worker1,worker1,worker1,0,0.18526935577392578,787824,1309,0.0,0,0,0.0,0,0
model_0,117,1,0.5078997611999512,4,4,1,1,0.8321325778961182,2889190,0.2811145782470703,0.22678518295288086,0.4465156321733326,worker1->worker3,worker1,worker3,0,0.18657517433166504,787824,1050069,0.0,0,0,0.09453940391540527,1049988,1309
model_0,118,1,0.4634838104248047,4,4,1,1,0.8213126063346863,2889190,0.2789020538330078,0.18458175659179688,0.39824855246317886,worker1->worker3,worker1,worker3,0,0.18504834175109863,787824,1050069,0.0,0,0,0.09385371208190918,1049988,1309
model_0,119,1,0.4629802703857422,4,2,0,1,0.9653653502464294,2889190,0.27826714515686035,0.18471312522888184,0.39896543555729497,worker1->worker3,worker1,worker3,0,0.18466925621032715,787824,1050069,0.0,0,0,0.0935978889465332,1049988,1309
