sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
23,1,0.2887728214263916,9,9,1,0,0.9984456896781921,0.20799469947814941,0.08077812194824219,0.27972896323566443,worker1,0.20799469947814941,0.0,0.0
24,1,0.2916593551635742,8,8,1,0,0.9412341117858887,0.2095496654510498,0.08210968971252441,0.2815259934538154,worker1,0.2095496654510498,0.0,0.0
25,1,0.4438493251800537,4,5,0,1,0.9723126292228699,0.3619658946990967,0.08188343048095703,0.18448474704279402,worker1,0.3619658946990967,0.0,0.0
26,1,0.2956807613372803,9,9,1,0,0.8489115834236145,0.21323871612548828,0.08244204521179199,0.2788211341141371,worker1,0.21323871612548828,0.0,0.0
27,1,0.44480419158935547,3,3,1,1,0.9493184685707092,0.3627033233642578,0.08210086822509766,0.1845775507009912,worker1,0.3627033233642578,0.0,0.0
28,1,0.29726314544677734,5,5,1,0,0.8059812784194946,0.21548962593078613,0.08177351951599121,0.27508798439540205,worker1,0.21548962593078613,0.0,0.0
29,1,0.9725348949432373,0,0,1,3,0.5924296379089355,0.7836248874664307,0.18891000747680664,0.19424496587120663,worker1->worker2->worker3,0.3626983165740967,0.22212767601013184,0.19879889488220215
30,1,0.29925990104675293,2,2,1,0,0.8677976727485657,0.21715474128723145,0.08210515975952148,0.2743607127862223,worker1,0.21715474128723145,0.0,0.0
31,1,0.2928628921508789,1,9,0,0,0.7162829637527466,0.21086716651916504,0.08199572563171387,0.27997990810481654,worker1,0.21086716651916504,0.0,0.0
32,1,0.2914314270019531,0,8,0,0,0.6254404783248901,0.21000957489013672,0.0814218521118164,0.2793859706532979,worker1,0.21000957489013672,0.0,0.0
33,1,0.44168686866760254,0,0,1,1,0.9973147511482239,0.3614170551300049,0.08026981353759766,0.18173466143501268,worker1,0.3614170551300049,0.0,0.0
34,1,0.2952899932861328,8,8,1,0,0.6248054504394531,0.21331477165222168,0.08197522163391113,0.27760920958292695,worker1,0.21331477165222168,0.0,0.0
35,1,0.2916724681854248,9,9,1,0,0.9961835741996765,0.20957684516906738,0.08209562301635742,0.28146510888428045,worker1,0.20957684516906738,0.0,0.0
36,1,0.28830933570861816,3,3,1,0,0.8724737167358398,0.20843148231506348,0.07987785339355469,0.2770560765825627,worker1,0.20843148231506348,0.0,0.0
37,1,0.2901437282562256,4,4,1,0,0.9726088047027588,0.21019840240478516,0.07994532585144043,0.27553697724887855,worker1,0.21019840240478516,0.0,0.0
38,1,0.2898540496826172,1,1,1,0,0.9942851662635803,0.20786023139953613,0.08199381828308105,0.28287967124441493,worker1,0.20786023139953613,0.0,0.0
39,1,0.28919291496276855,0,0,1,0,0.981531023979187,0.20790958404541016,0.0812833309173584,0.2810695792039823,worker1,0.20790958404541016,0.0,0.0
40,1,0.29228901863098145,8,8,1,0,0.9973068237304688,0.21036195755004883,0.08192706108093262,0.2802946941512249,worker1,0.21036195755004883,0.0,0.0
41,1,0.29016804695129395,8,8,1,0,0.9921799898147583,0.20930814743041992,0.08085989952087402,0.27866576065298715,worker1,0.20930814743041992,0.0,0.0
42,1,0.2948122024536133,5,3,0,0,0.5331459641456604,0.21296048164367676,0.08185172080993652,0.2776402066424484,worker1,0.21296048164367676,0.0,0.0
43,1,0.29048776626586914,3,2,0,0,0.808059811592102,0.20849108695983887,0.08199667930603027,0.2822724012101176,worker1,0.20849108695983887,0.0,0.0
44,1,0.2899816036224365,8,8,1,0,0.9993190765380859,0.20849013328552246,0.08149147033691406,0.28102289703528244,worker1,0.20849013328552246,0.0,0.0
45,1,0.4430398941040039,4,4,1,1,0.9928609728813171,0.3620638847351074,0.08097600936889648,0.18277362929733662,worker1,0.3620638847351074,0.0,0.0
46,1,0.724839448928833,6,6,1,2,0.959837019443512,0.5839877128601074,0.14085173606872559,0.19432128904804524,worker1->worker2,0.3664979934692383,0.21748971939086914,0.0
47,1,0.2982289791107178,1,1,1,0,0.9991233944892883,0.21613335609436035,0.08209562301635742,0.2752771486565675,worker1,0.21613335609436035,0.0,0.0
48,1,0.2922649383544922,8,8,1,0,0.9381121397018433,0.210191011428833,0.08207392692565918,0.28082029745939135,worker1,0.210191011428833,0.0,0.0
49,1,0.2913694381713867,1,1,1,0,0.9957215785980225,0.2096250057220459,0.08174443244934082,0.28055252796025176,worker1,0.2096250057220459,0.0,0.0
50,1,0.29243040084838867,5,5,1,0,0.967527449131012,0.21048259735107422,0.08194780349731445,0.2802301103427359,worker1,0.21048259735107422,0.0,0.0
51,1,0.4435446262359619,3,3,1,1,0.889339804649353,0.3615696430206299,0.08197498321533203,0.18481789287132983,worker1,0.3615696430206299,0.0,0.0
52,1,0.2943432331085205,9,9,1,0,0.9793580174446106,0.2123093605041504,0.08203387260437012,0.27870140494830165,worker1,0.2123093605041504,0.0,0.0
53,1,0.2895069122314453,8,8,1,0,0.9768262505531311,0.2081446647644043,0.08136224746704102,0.2810373225285766,worker1,0.2081446647644043,0.0,0.0
54,1,0.2894167900085449,5,5,1,0,0.8575243949890137,0.20924782752990723,0.0801689624786377,0.2770017678527591,worker1,0.20924782752990723,0.0,0.0
55,1,0.29109907150268555,6,6,1,0,0.9944345355033875,0.20906877517700195,0.0820302963256836,0.2817951149834802,worker1,0.20906877517700195,0.0,0.0
56,1,0.29107069969177246,7,7,1,0,0.9957044720649719,0.20921564102172852,0.08185505867004395,0.28122053767941557,worker1,0.20921564102172852,0.0,0.0
57,1,0.2903616428375244,1,1,1,0,0.9054344296455383,0.20845603942871094,0.08190560340881348,0.2820813472757654,worker1,0.20845603942871094,0.0,0.0
58,1,0.2912716865539551,7,7,1,0,0.9629851579666138,0.2092578411102295,0.08201384544372559,0.2815716364815066,worker1,0.2092578411102295,0.0,0.0
59,1,0.2921159267425537,8,8,1,0,0.9973098039627075,0.21012020111083984,0.08199572563171387,0.28069584067553416,worker1,0.21012020111083984,0.0,0.0
60,1,0.9215977191925049,2,2,1,3,0.6897716522216797,0.7463531494140625,0.17524456977844238,0.1901529985686054,worker1->worker2->worker3,0.3613569736480713,0.20058369636535645,0.18441247940063477
61,1,0.3004739284515381,1,1,1,0,0.9948635697364807,0.21683788299560547,0.08363604545593262,0.27834709615886644,worker1,0.21683788299560547,0.0,0.0
62,1,0.2932591438293457,9,9,1,0,0.9891899824142456,0.21147918701171875,0.08177995681762695,0.27886583773570794,worker1,0.21147918701171875,0.0,0.0
63,1,0.29137372970581055,4,6,0,0,0.5621795058250427,0.20949578285217285,0.0818779468536377,0.2810066196987178,worker1,0.20949578285217285,0.0,0.0
64,1,0.4519805908203125,6,3,0,1,0.868883490562439,0.3709592819213867,0.08102130889892578,0.17925838087843085,worker1,0.3709592819213867,0.0,0.0
65,1,0.4504561424255371,0,0,1,1,0.9997496008872986,0.36817073822021484,0.08228540420532227,0.18267128906766877,worker1,0.36817073822021484,0.0,0.0
66,1,0.2984170913696289,0,0,1,0,0.9441791772842407,0.21643853187561035,0.08197855949401855,0.2747113414910854,worker1,0.21643853187561035,0.0,0.0
67,1,0.2933056354522705,1,1,1,0,0.9999932050704956,0.2112114429473877,0.08209419250488281,0.27989299414003915,worker1,0.2112114429473877,0.0,0.0
68,1,0.2933807373046875,7,7,1,0,0.9159501194953918,0.21159744262695312,0.08178329467773438,0.2787616372809071,worker1,0.21159744262695312,0.0,0.0
69,1,0.29485392570495605,8,8,1,0,0.9026286005973816,0.21311545372009277,0.08173847198486328,0.2772168347070082,worker1,0.21311545372009277,0.0,0.0
70,1,0.2924342155456543,8,8,1,0,0.9937787652015686,0.21043086051940918,0.08200335502624512,0.28041641732392597,worker1,0.21043086051940918,0.0,0.0
71,1,0.29613590240478516,1,1,1,0,0.9849389791488647,0.21412277221679688,0.08201313018798828,0.2769442324351654,worker1,0.21412277221679688,0.0,0.0
72,1,0.29281187057495117,2,2,1,0,0.9932803511619568,0.21114444732666016,0.08166742324829102,0.2789074878963507,worker1,0.21114444732666016,0.0,0.0
73,1,0.292144775390625,7,7,1,0,0.7378643155097961,0.21165966987609863,0.08048510551452637,0.2754973297294474,worker1,0.21165966987609863,0.0,0.0
74,1,0.29322099685668945,5,5,1,0,0.9101815223693848,0.21278882026672363,0.08043217658996582,0.27430565154676395,worker1,0.21278882026672363,0.0,0.0
75,1,0.29335880279541016,4,4,1,0,0.9558663964271545,0.2113196849822998,0.08203911781311035,0.27965452896371695,worker1,0.2113196849822998,0.0,0.0
76,1,0.2956860065460205,5,5,1,0,0.552516758441925,0.21355700492858887,0.08212900161743164,0.2777574853027382,worker1,0.21355700492858887,0.0,0.0
77,1,0.29368162155151367,9,9,1,0,0.9997531771659851,0.21158814430236816,0.08209347724914551,0.2795322254605087,worker1,0.21158814430236816,0.0,0.0
78,1,0.2945549488067627,2,2,1,0,0.8455557227134705,0.21195077896118164,0.08260416984558105,0.280437216146628,worker1,0.21195077896118164,0.0,0.0
79,1,0.2953763008117676,6,6,1,0,0.8395640850067139,0.2132279872894287,0.08214831352233887,0.2781140981743453,worker1,0.2132279872894287,0.0,0.0
80,1,0.2928335666656494,8,8,1,0,0.843533992767334,0.21077775955200195,0.08205580711364746,0.2802131191720138,worker1,0.21077775955200195,0.0,0.0
81,1,0.293820858001709,8,8,1,0,0.6512458324432373,0.21185779571533203,0.08196306228637695,0.27895590137409587,worker1,0.21185779571533203,0.0,0.0
82,1,0.29335784912109375,4,4,1,0,0.980292022228241,0.21132898330688477,0.08202886581420898,0.279620491014538,worker1,0.21132898330688477,0.0,0.0
83,1,0.7344436645507812,0,0,1,2,0.8342558741569519,0.5937047004699707,0.14073896408081055,0.19162662961616372,worker1->worker2,0.36329221725463867,0.23041248321533203,0.0
84,1,0.45255208015441895,4,4,1,1,0.879464328289032,0.3706953525543213,0.08185672760009766,0.18087802750164503,worker1,0.3706953525543213,0.0,0.0
85,1,0.2950925827026367,9,1,0,0,0.8778189420700073,0.21321988105773926,0.08187270164489746,0.27744750781282823,worker1,0.21321988105773926,0.0,0.0
86,1,0.2918093204498291,8,8,1,0,0.9999334812164307,0.20984506607055664,0.08196425437927246,0.28088292126147013,worker1,0.20984506607055664,0.0,0.0
87,1,0.2928464412689209,0,0,1,0,0.9526775479316711,0.21077990531921387,0.08206653594970703,0.2802374363646281,worker1,0.21077990531921387,0.0,0.0
88,1,0.29204344749450684,0,0,1,0,0.8572301864624023,0.2101118564605713,0.08193159103393555,0.2805458973205575,worker1,0.2101118564605713,0.0,0.0
89,1,0.29204344749450684,4,4,1,0,0.9183680415153503,0.21105003356933594,0.0809934139251709,0.2773334400070535,worker1,0.21105003356933594,0.0,0.0
90,1,0.2929661273956299,1,1,1,0,0.9890167713165283,0.21080875396728516,0.08215737342834473,0.28043301168874396,worker1,0.21080875396728516,0.0,0.0
91,1,0.6984193325042725,5,3,0,2,0.6851847171783447,0.5616781711578369,0.13674116134643555,0.19578662127826918,worker1->worker2,0.3611259460449219,0.20055222511291504,0.0
92,1,0.7091569900512695,3,3,1,2,0.8404191136360168,0.5727150440216064,0.13644194602966309,0.1924001990303992,worker1->worker2,0.37047743797302246,0.20223760604858398,0.0
93,1,0.30020785331726074,7,7,1,0,0.9290710687637329,0.21700453758239746,0.08320331573486328,0.2771523623232258,worker1,0.21700453758239746,0.0,0.0
94,1,0.2919912338256836,1,1,1,0,0.9786350131034851,0.21088910102844238,0.08110213279724121,0.2777553686617131,worker1,0.21088910102844238,0.0,0.0
95,1,0.4411580562591553,7,7,1,1,0.9552292227745056,0.35921478271484375,0.08194327354431152,0.18574583957314045,worker1,0.35921478271484375,0.0,0.0
96,1,0.2923009395599365,5,5,1,0,0.9973020553588867,0.2110147476196289,0.08128619194030762,0.27809076516375625,worker1,0.2110147476196289,0.0,0.0
97,1,0.2910122871398926,3,3,1,0,0.777935802936554,0.21080899238586426,0.08020329475402832,0.2756010598118621,worker1,0.21080899238586426,0.0,0.0
98,1,0.290130615234375,9,9,1,0,0.9998735189437866,0.20800042152404785,0.08213019371032715,0.28308006600399704,worker1,0.20800042152404785,0.0,0.0
99,1,0.2895641326904297,1,1,1,0,0.9992054104804993,0.20758771896362305,0.08197641372680664,0.2831027895794223,worker1,0.20758771896362305,0.0,0.0
100,1,0.2917978763580322,7,7,1,0,0.924005389213562,0.2096090316772461,0.08218884468078613,0.28166361491932684,worker1,0.2096090316772461,0.0,0.0
101,1,0.28882932662963867,8,8,1,0,0.9882755279541016,0.20781254768371582,0.08101677894592285,0.2805005291232403,worker1,0.20781254768371582,0.0,0.0
102,1,0.2900681495666504,7,7,1,0,0.7898809909820557,0.2091691493988037,0.08089900016784668,0.27889652927667646,worker1,0.2091691493988037,0.0,0.0
103,1,0.28996968269348145,6,6,1,0,0.9935414791107178,0.20772981643676758,0.08223986625671387,0.2836153955572219,worker1,0.20772981643676758,0.0,0.0
104,1,0.28933238983154297,7,7,1,0,0.5598781108856201,0.20739531517028809,0.08193707466125488,0.2831935778395251,worker1,0.20739531517028809,0.0,0.0
105,1,0.2890610694885254,4,4,1,0,0.948502242565155,0.20835351943969727,0.08070755004882812,0.27920587919928075,worker1,0.20835351943969727,0.0,0.0
106,1,0.2888782024383545,8,8,1,0,0.8591707348823547,0.20789313316345215,0.08098506927490234,0.2803433024413957,worker1,0.20789313316345215,0.0,0.0
107,1,0.29227685928344727,1,1,1,0,0.9989572763442993,0.21017885208129883,0.08209800720214844,0.28089123238638125,worker1,0.21017885208129883,0.0,0.0
108,1,0.2897794246673584,3,5,0,0,0.8448029160499573,0.2081904411315918,0.0815889835357666,0.2815554749251907,worker1,0.2081904411315918,0.0,0.0
109,1,0.2896256446838379,8,8,1,0,0.9370580315589905,0.2084352970123291,0.08119034767150879,0.2803285867870508,worker1,0.2084352970123291,0.0,0.0
110,1,0.2911653518676758,2,3,0,0,0.7791615128517151,0.20914673805236816,0.08201861381530762,0.28169084435768355,worker1,0.20914673805236816,0.0,0.0
111,1,0.28799986839294434,1,1,1,0,0.6718170046806335,0.20708847045898438,0.08091139793395996,0.28094248231935026,worker1,0.20708847045898438,0.0,0.0
112,1,0.439924955368042,4,2,0,1,0.867551326751709,0.3579216003417969,0.08200335502624512,0.18640305357908366,worker1,0.3579216003417969,0.0,0.0
113,1,0.7305054664611816,2,2,1,2,0.8065957427024841,0.5901820659637451,0.14032340049743652,0.1920908288027071,worker1->worker2,0.35829663276672363,0.23188543319702148,0.0
114,1,0.2966959476470947,9,9,1,0,0.9473986625671387,0.21449899673461914,0.08219695091247559,0.27704102993090024,worker1,0.21449899673461914,0.0,0.0
115,1,0.44062376022338867,5,5,1,1,0.8296263217926025,0.35854077339172363,0.08208298683166504,0.1862881538436565,worker1,0.35854077339172363,0.0,0.0
116,1,0.2941172122955322,3,3,1,0,0.8496932983398438,0.21222329139709473,0.0818939208984375,0.2784397426429759,worker1,0.21222329139709473,0.0,0.0
117,1,0.29277896881103516,9,8,0,0,0.7248464226722717,0.21001482009887695,0.0827641487121582,0.28268474695522167,worker1,0.21001482009887695,0.0,0.0
118,1,0.2943391799926758,7,7,1,0,0.9680004715919495,0.21237587928771973,0.08196330070495605,0.2784654788635193,worker1,0.21237587928771973,0.0,0.0
119,1,0.2916860580444336,4,4,1,0,0.999843955039978,0.20992136001586914,0.08176469802856445,0.2803174706968989,worker1,0.20992136001586914,0.0,0.0
120,1,0.43993163108825684,3,3,1,1,0.7494226694107056,0.3575570583343506,0.08237457275390625,0.18724403278331375,worker1,0.3575570583343506,0.0,0.0
121,1,0.2919125556945801,4,4,1,0,0.9966202974319458,0.2091376781463623,0.08277487754821777,0.2835605250046963,worker1,0.2091376781463623,0.0,0.0
122,1,0.6940133571624756,2,6,0,2,0.6893030405044556,0.5587995052337646,0.13521385192871094,0.1948288898668214,worker1->worker2,0.3572094440460205,0.20159006118774414,0.0
123,1,0.29631638526916504,8,8,1,0,0.9696176052093506,0.21404790878295898,0.08226847648620605,0.2776372842543817,worker1,0.21404790878295898,0.0,0.0
124,1,0.4395613670349121,8,8,1,1,0.8415342569351196,0.3586273193359375,0.08093404769897461,0.18412457001150975,worker1,0.3586273193359375,0.0,0.0
125,1,0.2907986640930176,9,0,0,0,0.8065853118896484,0.20885491371154785,0.08194375038146973,0.281788606687885,worker1,0.20885491371154785,0.0,0.0
126,1,0.43670177459716797,6,6,1,1,0.6247805953025818,0.3547184467315674,0.08198332786560059,0.18773298537938263,worker1,0.3547184467315674,0.0,0.0
127,1,0.2899200916290283,7,7,1,0,0.9914956092834473,0.2080860137939453,0.08183407783508301,0.28226425210914685,worker1,0.2080860137939453,0.0,0.0
128,1,0.4360027313232422,4,4,1,1,0.9473391771316528,0.3539466857910156,0.08205604553222656,0.18820076030989846,worker1,0.3539466857910156,0.0,0.0
129,1,0.2919280529022217,1,1,1,0,0.9982224106788635,0.21002197265625,0.08190608024597168,0.28056940548089526,worker1,0.21002197265625,0.0,0.0
130,1,0.29127025604248047,5,5,1,0,0.5412712097167969,0.20983529090881348,0.08143496513366699,0.27958558570357445,worker1,0.20983529090881348,0.0,0.0
131,1,0.2905759811401367,9,9,1,0,0.9888667464256287,0.21026301383972168,0.08031296730041504,0.27639231221138794,worker1,0.21026301383972168,0.0,0.0
132,1,0.29035329818725586,2,3,0,0,0.7172674536705017,0.2085115909576416,0.08184170722961426,0.2818693906374453,worker1,0.2085115909576416,0.0,0.0
133,1,0.44042396545410156,5,5,1,1,0.8493123650550842,0.35835695266723633,0.08206701278686523,0.18633639225842216,worker1,0.35835695266723633,0.0,0.0
134,1,0.4414398670196533,5,5,1,1,0.9945333003997803,0.35910820960998535,0.08233165740966797,0.1865070727877926,worker1,0.35910820960998535,0.0,0.0
135,1,0.2930927276611328,5,5,1,0,0.9646965861320496,0.21083664894104004,0.08225607872009277,0.2806486512868903,worker1,0.21083664894104004,0.0,0.0
136,1,0.28943800926208496,3,3,1,0,0.5403924584388733,0.20694422721862793,0.08249378204345703,0.2850136450764462,worker1,0.20694422721862793,0.0,0.0
137,1,0.29171013832092285,0,0,1,0,0.9851570129394531,0.20943021774291992,0.08227992057800293,0.2820605449354772,worker1,0.20943021774291992,0.0,0.0
138,1,0.4397258758544922,4,4,1,1,0.8732780814170837,0.3576948642730713,0.0820310115814209,0.1865503398498328,worker1,0.3576948642730713,0.0,0.0
139,1,0.2910299301147461,4,4,1,0,0.9981841444969177,0.20889782905578613,0.08213210105895996,0.28221187087725735,worker1,0.20889782905578613,0.0,0.0
140,1,0.2879352569580078,4,4,1,0,0.9680658578872681,0.20666956901550293,0.08126568794250488,0.2822359748544326,worker1,0.20666956901550293,0.0,0.0
141,1,0.28947877883911133,1,1,1,0,0.9999997615814209,0.20910930633544922,0.08036947250366211,0.27763510964764176,worker1,0.20910930633544922,0.0,0.0
142,1,0.28873610496520996,4,4,1,0,0.9984862208366394,0.20712041854858398,0.08161568641662598,0.28266533008215206,worker1,0.20712041854858398,0.0,0.0
143,1,0.2974834442138672,5,5,1,0,0.9984087347984314,0.2159724235534668,0.08151102066040039,0.27400187219091215,worker1,0.2159724235534668,0.0,0.0
144,1,0.2881622314453125,5,5,1,0,0.9157596826553345,0.20717382431030273,0.08098840713500977,0.28105142970611596,worker1,0.20717382431030273,0.0,0.0
145,1,0.28810834884643555,8,8,1,0,0.9279298186302185,0.20694446563720703,0.08116388320922852,0.28171305529396384,worker1,0.20694446563720703,0.0,0.0
146,1,0.2895646095275879,4,4,1,0,0.9738420248031616,0.20763468742370605,0.08192992210388184,0.28294176639039886,worker1,0.20763468742370605,0.0,0.0
147,1,0.2881777286529541,1,1,1,0,0.997730553150177,0.20612692832946777,0.08205080032348633,0.2847229059199722,worker1,0.20612692832946777,0.0,0.0
148,1,0.2905087471008301,3,3,1,0,0.944186270236969,0.20920801162719727,0.08130073547363281,0.2798564115021806,worker1,0.20920801162719727,0.0,0.0
149,1,0.28722047805786133,9,9,1,0,0.9481948614120483,0.20696234703063965,0.08025813102722168,0.2794303928811562,worker1,0.20696234703063965,0.0,0.0
150,1,0.28904247283935547,6,6,1,0,0.9869699478149414,0.20720982551574707,0.0818326473236084,0.2831163410682882,worker1,0.20720982551574707,0.0,0.0
151,1,0.2954235076904297,0,0,1,0,0.9429703950881958,0.21335959434509277,0.08206391334533691,0.2777839650842227,worker1,0.21335959434509277,0.0,0.0
152,1,0.4432413578033447,6,6,1,1,0.9440580606460571,0.36177539825439453,0.0814659595489502,0.1837959344603728,worker1,0.36177539825439453,0.0,0.0
153,1,0.2927110195159912,4,4,1,0,0.9986240863800049,0.2115647792816162,0.081146240234375,0.2772230453385506,worker1,0.2115647792816162,0.0,0.0
154,1,0.29253244400024414,8,8,1,0,0.9999568462371826,0.21048736572265625,0.08204507827758789,0.28046488504201406,worker1,0.21048736572265625,0.0,0.0
155,1,0.28931474685668945,7,7,1,0,0.9747923612594604,0.2075178623199463,0.08179688453674316,0.28272628832591384,worker1,0.2075178623199463,0.0,0.0
156,1,0.2922379970550537,8,0,0,0,0.6242186427116394,0.20990943908691406,0.08232855796813965,0.2817175001121776,worker1,0.20990943908691406,0.0,0.0
157,1,0.2932016849517822,5,3,0,0,0.8310588002204895,0.2111976146697998,0.08200407028198242,0.2796848534327768,worker1,0.2111976146697998,0.0,0.0
158,1,0.287311315536499,6,6,1,0,0.9759432673454285,0.2064216136932373,0.08088970184326172,0.2815402577939391,worker1,0.2064216136932373,0.0,0.0
159,1,0.2915341854095459,9,9,1,0,0.9890312552452087,0.2096388339996338,0.08189535140991211,0.2809116580783344,worker1,0.2096388339996338,0.0,0.0
160,1,0.29265761375427246,5,5,1,0,0.7028481960296631,0.21078872680664062,0.08186888694763184,0.27974289100973937,worker1,0.21078872680664062,0.0,0.0
161,1,0.29374074935913086,1,1,1,0,0.6810060143470764,0.21136856079101562,0.08237218856811523,0.2804247920924517,worker1,0.21136856079101562,0.0,0.0
162,1,0.29491138458251953,1,1,1,0,0.9999799728393555,0.2129201889038086,0.08199119567871094,0.27801977124341526,worker1,0.2129201889038086,0.0,0.0
163,1,0.44565773010253906,5,5,1,1,0.8794745206832886,0.36367368698120117,0.08198404312133789,0.18396190076737726,worker1,0.36367368698120117,0.0,0.0
164,1,0.2972755432128906,9,9,1,0,0.5375803709030151,0.21630024909973145,0.08097529411315918,0.2723913754828113,worker1,0.21630024909973145,0.0,0.0
165,1,0.29664158821105957,6,6,1,0,0.8974363803863525,0.21453309059143066,0.0821084976196289,0.2767936152000675,worker1,0.21453309059143066,0.0,0.0
166,1,0.4464418888092041,2,2,1,1,0.959337592124939,0.36493873596191406,0.08150315284729004,0.18256161639465254,worker1,0.36493873596191406,0.0,0.0
167,1,0.29671478271484375,0,0,1,0,0.8676514625549316,0.2148125171661377,0.08190226554870605,0.2760302833560464,worker1,0.2148125171661377,0.0,0.0
168,1,0.29740357398986816,7,7,1,0,0.9802449345588684,0.21506047248840332,0.08234310150146484,0.2768732749131995,worker1,0.21506047248840332,0.0,0.0
169,1,0.29718875885009766,6,6,1,0,0.6982098817825317,0.2149667739868164,0.08222198486328125,0.27666586442037705,worker1,0.2149667739868164,0.0,0.0
170,1,0.29326391220092773,9,9,1,0,0.5315890908241272,0.21101880073547363,0.0822451114654541,0.280447433331328,worker1,0.21101880073547363,0.0,0.0
171,1,0.2957003116607666,4,4,1,0,0.9946308135986328,0.2132740020751953,0.08242630958557129,0.2787494849857731,worker1,0.2132740020751953,0.0,0.0
172,1,0.4463157653808594,5,5,1,1,0.816558301448822,0.3638584613800049,0.08245730400085449,0.18475104488072547,worker1,0.3638584613800049,0.0,0.0
173,1,0.29825353622436523,1,1,1,0,0.9388031363487244,0.21625256538391113,0.0820009708404541,0.27493712858702796,worker1,0.21625256538391113,0.0,0.0
174,1,0.2984278202056885,2,2,1,0,0.8596476912498474,0.21679162979125977,0.08163619041442871,0.2735542227871442,worker1,0.21679162979125977,0.0,0.0
175,1,0.2982971668243408,9,9,1,0,0.998387336730957,0.21578335762023926,0.08251380920410156,0.2766161344492143,worker1,0.21578335762023926,0.0,0.0
