model_instance_id,sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes,worker3_compute_time_sec,worker3_request_bytes,worker3_response_bytes
model_0,10,1,0.8848791122436523,3,3,1,1,0.8748480081558228,2889178,0.27577781677246094,0.6091012954711914,0.6883440766578687,worker1->worker2,0.1837327480316162,787821,1050066,0.09204506874084473,1049985,1306,0.0,0,0
model_0,11,1,0.6711699962615967,6,6,1,0,0.8315123319625854,789127,0.1862964630126953,0.48487353324890137,0.7224302873335178,worker1,0.1862964630126953,787821,1306,0.0,0,0,0.0,0,0
model_0,12,1,0.5020110607147217,8,8,1,0,0.991872251033783,789126,0.18749046325683594,0.31452059745788574,0.626521250368662,worker1,0.18749046325683594,787821,1305,0.0,0,0,0.0,0,0
model_0,13,1,0.27751874923706055,5,5,1,0,0.9043663144111633,789127,0.1858217716217041,0.09169697761535645,0.33041723439387355,worker1,0.1858217716217041,787821,1306,0.0,0,0,0.0,0,0
model_0,14,1,0.7277259826660156,9,9,1,0,0.9882307052612305,789127,0.18307805061340332,0.5446479320526123,0.7484244688602446,worker1,0.18307805061340332,787821,1306,0.0,0,0,0.0,0,0
model_0,15,1,0.6797261238098145,8,8,1,0,0.9408893585205078,789127,0.1845073699951172,0.49521875381469727,0.7285563059413296,worker1,0.1845073699951172,787821,1306,0.0,0,0,0.0,0,0
model_0,16,1,1.3960177898406982,6,6,1,0,0.9772971868515015,789127,0.18380999565124512,1.2122077941894531,0.868332626569021,worker1,0.18380999565124512,787821,1306,0.0,0,0,0.0,0,0
model_0,17,1,0.7311360836029053,0,0,1,3,0.49201449751853943,3940645,0.4836862087249756,0.2474498748779297,0.338445715411202,worker1->worker2->worker3,0.18474650382995605,787821,1050066,0.09455370903015137,1049985,525774,0.20438599586486816,525692,1307
model_0,18,1,1.1684362888336182,4,2,0,1,0.954650342464447,2889177,0.27757883071899414,0.890857458114624,0.7624356301051853,worker1->worker2,0.18403196334838867,787821,1050066,0.09354686737060547,1049985,1305,0.0,0,0
model_0,19,1,0.6480441093444824,2,2,1,0,0.9645214676856995,789127,0.18399310111999512,0.4640510082244873,0.7160793556072748,worker1,0.18399310111999512,787821,1306,0.0,0,0,0.0,0,0
model_0,20,1,0.275799036026001,9,9,1,0,0.9988933205604553,789127,0.1906123161315918,0.08518671989440918,0.30887243524077507,worker1,0.1906123161315918,787821,1306,0.0,0,0,0.0,0,0
model_0,21,1,0.9187440872192383,7,4,0,3,0.7325248718261719,3940644,0.4557230472564697,0.46302103996276855,0.5039717222716434,worker1->worker2->worker3,0.1847538948059082,787821,1050066,0.09319090843200684,1049985,525774,0.1777782440185547,525692,1306
model_0,22,1,1.12680983543396,3,3,1,1,0.8013634085655212,2889178,0.2803928852081299,0.8464169502258301,0.7511621957930956,worker1->worker2,0.18688225746154785,787821,1050066,0.09351062774658203,1049985,1306,0.0,0,0
model_0,23,1,0.6394767761230469,3,4,0,0,0.8393014073371887,789127,0.18473315238952637,0.4547436237335205,0.7111182778059475,worker1,0.18473315238952637,787821,1306,0.0,0,0,0.0,0,0
model_0,24,1,0.7269906997680664,4,4,1,0,0.9542553424835205,789127,0.18455147743225098,0.5424392223358154,0.7461432759853339,worker1,0.18455147743225098,787821,1306,0.0,0,0,0.0,0,0
model_0,25,1,0.9340133666992188,6,6,1,0,0.8744000196456909,789127,0.18602728843688965,0.7479860782623291,0.8008301646749385,worker1,0.18602728843688965,787821,1306,0.0,0,0,0.0,0,0
model_0,26,1,0.2685067653656006,2,0,0,0,0.9349107146263123,789127,0.1841135025024414,0.08439326286315918,0.31430590863604035,worker1,0.1841135025024414,787821,1306,0.0,0,0,0.0,0,0
model_0,27,1,1.1861438751220703,4,4,1,0,0.8063758611679077,789127,0.18651199340820312,0.9996318817138672,0.84275769801618,worker1,0.18651199340820312,787821,1306,0.0,0,0,0.0,0,0
model_0,28,1,0.47383809089660645,6,6,1,1,0.9913442134857178,2889178,0.28322529792785645,0.19061279296875,0.4022741029706338,worker1->worker2,0.1839911937713623,787821,1050066,0.09923410415649414,1049985,1306,0.0,0,0
model_0,29,1,0.6922900676727295,7,7,1,0,0.8803929090499878,789127,0.18504667282104492,0.5072433948516846,0.7327035566996996,worker1,0.18504667282104492,787821,1306,0.0,0,0,0.0,0,0
model_0,30,1,1.1774678230285645,4,4,1,0,0.7393811941146851,789127,0.18553948402404785,0.9919283390045166,0.8424250069553307,worker1,0.18553948402404785,787821,1306,0.0,0,0,0.0,0,0
model_0,31,1,0.46655821800231934,2,2,1,1,0.8569691777229309,2889178,0.2787914276123047,0.18776679039001465,0.4024509335490501,worker1->worker2,0.18704557418823242,787821,1050066,0.09174585342407227,1049985,1306,0.0,0,0
model_0,32,1,1.3064959049224854,7,7,1,1,0.9921618103981018,2889178,0.2777669429779053,1.02872896194458,0.787395473700788,worker1->worker2,0.18549847602844238,787821,1050066,0.09226846694946289,1049985,1306,0.0,0,0
model_0,33,1,0.8375365734100342,3,5,0,1,0.9691125154495239,2889178,0.27740478515625,0.5601317882537842,0.6687848698633003,worker1->worker2,0.18553447723388672,787821,1050066,0.09187030792236328,1049985,1306,0.0,0,0
model_0,34,1,0.27121591567993164,8,8,1,0,0.9561144709587097,789127,0.18825769424438477,0.08295822143554688,0.3058751962530394,worker1,0.18825769424438477,787821,1306,0.0,0,0,0.0,0,0
model_0,35,1,0.8653304576873779,8,8,1,0,0.9924627542495728,789127,0.18680596351623535,0.6785244941711426,0.7841218209104993,worker1,0.18680596351623535,787821,1306,0.0,0,0,0.0,0,0
model_0,36,1,0.682619571685791,0,0,1,0,0.9956329464912415,789127,0.1882007122039795,0.4944188594818115,0.7242963430726126,worker1,0.1882007122039795,787821,1306,0.0,0,0,0.0,0,0
model_0,37,1,0.6906211376190186,0,0,1,0,0.9668909907341003,789127,0.1851334571838379,0.5054876804351807,0.7319319564673289,worker1,0.1851334571838379,787821,1306,0.0,0,0,0.0,0,0
model_0,38,1,0.45432615280151367,8,8,1,0,0.9997257590293884,789127,0.18541860580444336,0.2689075469970703,0.5918821651338017,worker1,0.18541860580444336,787821,1306,0.0,0,0,0.0,0,0
model_0,39,1,0.49549365043640137,4,3,0,1,0.6118801832199097,2889178,0.2911055088043213,0.20438814163208008,0.41249396728306637,worker1->worker2,0.18715238571166992,787821,1050066,0.10395312309265137,1049985,1306,0.0,0,0
model_0,40,1,0.2723429203033447,6,6,1,0,0.9638246297836304,789127,0.19021844863891602,0.08212447166442871,0.3015480320654405,worker1,0.19021844863891602,787821,1306,0.0,0,0,0.0,0,0
model_0,41,1,1.2529280185699463,1,1,1,1,0.984606921672821,2889177,0.2855854034423828,0.9673426151275635,0.7720655941844599,worker1->worker2,0.19324755668640137,787821,1050066,0.09233784675598145,1049985,1305,0.0,0,0
model_0,42,1,0.64937424659729,9,9,1,0,0.9828597903251648,789127,0.18623590469360352,0.4631383419036865,0.7132071287559116,worker1,0.18623590469360352,787821,1306,0.0,0,0,0.0,0,0
model_0,43,1,0.28597021102905273,5,5,1,0,0.8531189560890198,789127,0.18553614616394043,0.1004340648651123,0.3512046394752244,worker1,0.18553614616394043,787821,1306,0.0,0,0,0.0,0,0
model_0,44,1,0.5016536712646484,4,4,1,0,0.9820483326911926,789127,0.18644285202026367,0.31521081924438477,0.6283434913368643,worker1,0.18644285202026367,787821,1306,0.0,0,0,0.0,0,0
model_0,45,1,0.46994972229003906,7,7,1,1,0.9888366460800171,2889178,0.28160977363586426,0.1883399486541748,0.40076616650905683,worker1->worker2,0.1892702579498291,787821,1050066,0.09233951568603516,1049985,1306,0.0,0,0
model_0,46,1,0.6954536437988281,7,4,0,0,0.5862555503845215,789127,0.18420982360839844,0.5112438201904297,0.7351227860390874,worker1,0.18420982360839844,787821,1306,0.0,0,0,0.0,0,0
model_0,47,1,0.2729918956756592,0,0,1,0,0.9656439423561096,789127,0.1898033618927002,0.08318853378295898,0.3047289502022251,worker1,0.1898033618927002,787821,1306,0.0,0,0,0.0,0,0
model_0,48,1,0.6654412746429443,0,0,1,0,0.9075303673744202,789127,0.18653202056884766,0.4789092540740967,0.7196867286764935,worker1,0.18653202056884766,787821,1306,0.0,0,0,0.0,0,0
model_0,49,1,1.0632123947143555,3,5,0,1,0.7791578769683838,2889178,0.2757601737976074,0.787452220916748,0.7406349143703375,worker1->worker2,0.1832137107849121,787821,1050066,0.09254646301269531,1049985,1306,0.0,0,0
model_0,50,1,0.6358261108398438,8,8,1,0,0.9491366147994995,789127,0.18213558197021484,0.4536905288696289,0.713544978941432,worker1,0.18213558197021484,787821,1306,0.0,0,0,0.0,0,0
model_0,51,1,0.272019624710083,6,6,1,0,0.7541163563728333,789127,0.18848705291748047,0.08353257179260254,0.30708288742634315,worker1,0.18848705291748047,787821,1306,0.0,0,0,0.0,0,0
model_0,52,1,0.27500200271606445,5,5,1,0,0.9516693949699402,789127,0.19167423248291016,0.0833277702331543,0.3030078668888423,worker1,0.19167423248291016,787821,1306,0.0,0,0,0.0,0,0
model_0,53,1,0.2737586498260498,0,0,1,0,0.6884399652481079,789127,0.1899576187133789,0.0838010311126709,0.30611281567146564,worker1,0.1899576187133789,787821,1306,0.0,0,0,0.0,0,0
model_0,54,1,0.48940396308898926,6,6,1,0,0.9536877870559692,789127,0.1849384307861328,0.30446553230285645,0.6221149709968632,worker1,0.1849384307861328,787821,1306,0.0,0,0,0.0,0,0
model_0,55,1,0.6402745246887207,8,8,1,1,0.8810077905654907,2889178,0.2781200408935547,0.362154483795166,0.5656237595447562,worker1->worker2,0.18567132949829102,787821,1050066,0.09244871139526367,1049985,1306,0.0,0,0
model_0,56,1,0.27510881423950195,8,0,0,0,0.9718343615531921,789127,0.19162869453430176,0.0834801197052002,0.3034440024612398,worker1,0.19162869453430176,787821,1306,0.0,0,0,0.0,0,0
model_0,57,1,1.1232008934020996,2,2,1,0,0.7574313282966614,789127,0.18474984169006348,0.9384510517120361,0.8355148729178191,worker1,0.18474984169006348,787821,1306,0.0,0,0,0.0,0,0
model_0,58,1,0.26836371421813965,6,6,1,0,0.8020459413528442,789127,0.18437957763671875,0.0839841365814209,0.31294892763764004,worker1,0.18437957763671875,787821,1306,0.0,0,0,0.0,0,0
model_0,59,1,0.7330226898193359,5,5,1,0,0.9836314916610718,789127,0.1844041347503662,0.5486185550689697,0.7484332513693195,worker1,0.1844041347503662,787821,1306,0.0,0,0,0.0,0,0
model_0,60,1,0.9377086162567139,6,6,1,0,0.8871850371360779,789127,0.18436431884765625,0.7533442974090576,0.803388477346375,worker1,0.18436431884765625,787821,1306,0.0,0,0,0.0,0,0
model_0,61,1,0.26856517791748047,3,3,1,0,0.8815967440605164,789127,0.1843578815460205,0.08420729637145996,0.3135451029966869,worker1,0.1843578815460205,787821,1306,0.0,0,0,0.0,0,0
model_0,62,1,0.9644443988800049,4,4,1,3,0.7146388292312622,3940644,0.48886752128601074,0.47557687759399414,0.49310968900464824,worker1->worker2->worker3,0.1837303638458252,787821,1050066,0.09945344924926758,1049985,525774,0.20568370819091797,525692,1306
model_0,63,1,0.2742488384246826,8,8,1,0,0.8568614721298218,789127,0.19034194946289062,0.08390688896179199,0.3059516658074578,worker1,0.19034194946289062,787821,1306,0.0,0,0,0.0,0,0
model_0,64,1,1.1084270477294922,6,6,1,0,0.9980702996253967,789127,0.18813157081604004,0.9202954769134521,0.8302715806137989,worker1,0.18813157081604004,787821,1306,0.0,0,0,0.0,0,0
model_0,65,1,1.0657355785369873,6,6,1,1,0.989876925945282,2889177,0.2769813537597656,0.7887542247772217,0.7401031181299229,worker1->worker2,0.1857469081878662,787821,1050066,0.09123444557189941,1049985,1305,0.0,0,0
model_0,66,1,0.8279473781585693,5,3,0,1,0.7240985631942749,2889178,0.270521879196167,0.5574254989624023,0.6732619894300138,worker1->worker2,0.17934155464172363,787821,1050066,0.09118032455444336,1049985,1306,0.0,0,0
model_0,67,1,0.2751798629760742,7,7,1,0,0.9744029641151428,789127,0.1909642219543457,0.08421564102172852,0.30603853098455364,worker1,0.1909642219543457,787821,1306,0.0,0,0,0.0,0,0
model_0,68,1,0.6301681995391846,6,6,1,0,0.9866747260093689,789127,0.18111586570739746,0.4490523338317871,0.7125912322458673,worker1,0.18111586570739746,787821,1306,0.0,0,0,0.0,0,0
model_0,69,1,0.4605581760406494,0,0,1,1,0.9930381178855896,2889178,0.2720344066619873,0.1885237693786621,0.4093375803234525,worker1->worker2,0.17979884147644043,787821,1050066,0.09223556518554688,1049985,1306,0.0,0,0
model_0,70,1,1.100001335144043,2,2,1,2,0.7562159299850464,3940644,0.3734431266784668,0.7265582084655762,0.6605066605400391,worker1->worker2->worker3,0.18167734146118164,787821,1050066,0.09441900253295898,1049985,525774,0.09734678268432617,525692,1306
model_0,71,1,0.7769985198974609,2,2,1,0,0.8105154037475586,789127,0.18409347534179688,0.5929050445556641,0.7630710089819844,worker1,0.18409347534179688,787821,1306,0.0,0,0,0.0,0,0
model_0,72,1,0.4819600582122803,4,4,1,0,0.913818895816803,789126,0.18196821212768555,0.2999918460845947,0.6224413018733239,worker1,0.18196821212768555,787821,1305,0.0,0,0,0.0,0,0
model_0,73,1,0.26763153076171875,8,0,0,0,0.9326019287109375,789127,0.1844933032989502,0.08313822746276855,0.31064436700019954,worker1,0.1844933032989502,787821,1306,0.0,0,0,0.0,0,0
model_0,74,1,0.31015610694885254,8,8,1,0,0.9152551293373108,789127,0.17803168296813965,0.1321244239807129,0.42599330150381776,worker1,0.17803168296813965,787821,1306,0.0,0,0,0.0,0,0
model_0,75,1,0.7133982181549072,7,7,1,0,0.8294736742973328,789127,0.17890071868896484,0.5344974994659424,0.7492274102510887,worker1,0.17890071868896484,787821,1306,0.0,0,0,0.0,0,0
model_0,76,1,0.6414275169372559,6,6,1,1,0.992000937461853,2889177,0.27216267585754395,0.3692648410797119,0.5756922354109626,worker1->worker2,0.17905902862548828,787821,1050066,0.09310364723205566,1049985,1305,0.0,0,0
model_0,77,1,0.2705388069152832,8,3,0,0,0.8698599338531494,789127,0.18718504905700684,0.08335375785827637,0.3081027775966272,worker1,0.18718504905700684,787821,1306,0.0,0,0,0.0,0,0
model_0,78,1,1.0093793869018555,0,3,0,2,0.8120799660682678,3940644,0.3536548614501953,0.6557245254516602,0.6496313813820906,worker1->worker2->worker3,0.18188047409057617,787821,1050066,0.09125375747680664,1049985,525774,0.0805206298828125,525692,1306
model_0,79,1,0.2746543884277344,3,3,1,0,0.5584475994110107,789127,0.19063019752502441,0.08402419090270996,0.30592699204155616,worker1,0.19063019752502441,787821,1306,0.0,0,0,0.0,0,0
model_0,80,1,1.052860975265503,3,5,0,1,0.8528441786766052,2889178,0.2754976749420166,0.7773633003234863,0.7383342327105024,worker1->worker2,0.18319296836853027,787821,1050066,0.09230470657348633,1049985,1306,0.0,0,0
model_0,81,1,1.107729196548462,5,5,1,0,0.7014251351356506,789127,0.179243803024292,0.9284853935241699,0.8381880665574294,worker1,0.179243803024292,787821,1306,0.0,0,0,0.0,0,0
model_0,82,1,0.2633402347564697,9,9,1,0,0.9541391134262085,789127,0.1788005828857422,0.08453965187072754,0.3210282391861146,worker1,0.1788005828857422,787821,1306,0.0,0,0,0.0,0,0
model_0,83,1,0.26947975158691406,1,1,1,0,0.9992285966873169,789127,0.18487024307250977,0.0846095085144043,0.31397352868315814,worker1,0.18487024307250977,787821,1306,0.0,0,0,0.0,0,0
model_0,84,1,0.8188316822052002,5,5,1,2,0.7486380934715271,3940644,0.35494494438171387,0.46388673782348633,0.5665227029005404,worker1->worker2->worker3,0.18088197708129883,787821,1050066,0.09226441383361816,1049985,525774,0.08179855346679688,525692,1306
model_0,85,1,1.6965022087097168,2,2,1,2,0.8612480759620667,3940644,0.3612184524536133,1.3352837562561035,0.787080470276346,worker1->worker2->worker3,0.18784666061401367,787821,1050066,0.09287309646606445,1049985,525774,0.08049869537353516,525692,1306
model_0,86,1,1.1417162418365479,8,8,1,2,0.9904086589813232,3940644,0.3855469226837158,0.756169319152832,0.6623093299754318,worker1->worker2->worker3,0.1832437515258789,787821,1050066,0.09319806098937988,1049985,525774,0.10910511016845703,525692,1306
model_0,87,1,0.27520084381103516,3,3,1,0,0.8861529231071472,789127,0.18938422203063965,0.08581662178039551,0.31183269859201784,worker1,0.18938422203063965,787821,1306,0.0,0,0,0.0,0,0
model_0,88,1,0.9892723560333252,1,1,1,0,0.9701188802719116,789127,0.1797468662261963,0.8095254898071289,0.8183039633828186,worker1,0.1797468662261963,787821,1306,0.0,0,0,0.0,0,0
model_0,89,1,0.6394877433776855,3,4,0,1,0.7167271971702576,2889178,0.2712101936340332,0.36827754974365234,0.575894618086754,worker1->worker2,0.17870593070983887,787821,1050066,0.09250426292419434,1049985,1306,0.0,0,0
model_0,90,1,0.2716536521911621,3,5,0,0,0.7077493071556091,789127,0.18662643432617188,0.08502721786499023,0.312998618568753,worker1,0.18662643432617188,787821,1306,0.0,0,0,0.0,0,0
model_0,91,1,0.2720017433166504,7,7,1,0,0.9659956693649292,789127,0.18897223472595215,0.08302950859069824,0.30525358984203116,worker1,0.18897223472595215,787821,1306,0.0,0,0,0.0,0,0
model_0,92,1,1.050492763519287,6,6,1,1,0.9832097291946411,2889178,0.2776463031768799,0.7728464603424072,0.7356989854487633,worker1->worker2,0.18492341041564941,787821,1050066,0.09272289276123047,1049985,1306,0.0,0,0
model_0,93,1,1.248560905456543,3,3,1,1,0.9948947429656982,2889178,0.27547144889831543,0.9730894565582275,0.7793688335951959,worker1->worker2,0.18320488929748535,787821,1050066,0.09226655960083008,1049985,1306,0.0,0,0
model_0,94,1,1.314188003540039,9,9,1,0,0.9817490577697754,789127,0.18465566635131836,1.1295323371887207,0.8594906772441159,worker1,0.18465566635131836,787821,1306,0.0,0,0,0.0,0,0
model_0,95,1,0.4652249813079834,4,4,1,1,0.8252612948417664,2889178,0.27567362785339355,0.18955135345458984,0.4074401871577593,worker1->worker2,0.18328523635864258,787821,1050066,0.09238839149475098,1049985,1306,0.0,0,0
model_0,96,1,0.27112364768981934,9,9,1,0,0.9906039834022522,789127,0.18470478057861328,0.08641886711120605,0.31874337722865875,worker1,0.18470478057861328,787821,1306,0.0,0,0,0.0,0,0
model_0,97,1,0.8490145206451416,7,7,1,0,0.9968642592430115,789127,0.18031930923461914,0.6686952114105225,0.7876133978278725,worker1,0.18031930923461914,787821,1306,0.0,0,0,0.0,0,0
model_0,98,1,0.668720006942749,8,8,1,0,0.9845447540283203,789127,0.18575358390808105,0.48296642303466797,0.7222251734962912,worker1,0.18575358390808105,787821,1306,0.0,0,0,0.0,0,0
model_0,99,1,0.9109375476837158,1,1,1,0,0.999789297580719,789126,0.1846470832824707,0.7262904644012451,0.7972999534907946,worker1,0.1846470832824707,787821,1305,0.0,0,0,0.0,0,0
model_0,100,1,0.2623164653778076,8,8,1,0,0.8160320520401001,789133,0.17898821830749512,0.0833282470703125,0.3176630447131749,worker1,0.17898821830749512,787824,1309,0.0,0,0,0.0,0,0
model_0,101,1,1.6059176921844482,0,0,1,3,0.9081792235374451,3940662,0.46007871627807617,1.145838975906372,0.7135104006157037,worker1->worker2->worker3,0.1848621368408203,787824,1050069,0.09220671653747559,1049988,525777,0.18300986289978027,525695,1309
model_0,102,1,1.4836106300354004,6,6,1,1,0.9585797190666199,2889190,0.27460789680480957,1.2090027332305908,0.8149056826330119,worker1->worker2,0.18326687812805176,787824,1050069,0.09134101867675781,1049988,1309,0.0,0,0
model_0,103,1,0.6933987140655518,0,0,1,0,0.8863461017608643,789133,0.18138456344604492,0.5120141506195068,0.7384123163676687,worker1,0.18138456344604492,787824,1309,0.0,0,0,0.0,0,0
model_0,104,1,0.660914421081543,5,5,1,0,0.833115816116333,789132,0.1783132553100586,0.4826011657714844,0.7302022022484232,worker1,0.1783132553100586,787824,1308,0.0,0,0,0.0,0,0
model_0,105,1,1.0613069534301758,3,3,1,1,0.8863996267318726,2889190,0.27715420722961426,0.7841527462005615,0.7388557510776278,worker1->worker2,0.185194730758667,787824,1050069,0.09195947647094727,1049988,1309,0.0,0,0
model_0,106,1,0.6748096942901611,9,9,1,0,0.9974204301834106,789133,0.1828901767730713,0.49191951751708984,0.7289751787495359,worker1,0.1828901767730713,787824,1309,0.0,0,0,0.0,0,0
model_0,107,1,0.5070431232452393,0,0,1,0,0.9335770606994629,789133,0.18032026290893555,0.3267228603363037,0.6443689803840987,worker1,0.18032026290893555,787824,1309,0.0,0,0,0.0,0,0
model_0,108,1,0.6550695896148682,6,6,1,0,0.4951508939266205,789133,0.1791541576385498,0.47591543197631836,0.7265112585307478,worker1,0.1791541576385498,787824,1309,0.0,0,0,0.0,0,0
model_0,109,1,1.1343514919281006,9,9,1,0,0.9832965135574341,789133,0.18366217613220215,0.9506893157958984,0.8380905941067486,worker1,0.18366217613220215,787824,1309,0.0,0,0,0.0,0,0
model_0,110,1,0.4778459072113037,1,1,1,1,0.7896068096160889,2889190,0.2842578887939453,0.1935880184173584,0.40512645498448036,worker1->worker2,0.17800021171569824,787824,1050069,0.10625767707824707,1049988,1309,0.0,0,0
model_0,111,1,0.4756922721862793,1,8,0,1,0.5654259324073792,2889190,0.2789180278778076,0.19677424430847168,0.41365869452555587,worker1->worker2,0.18644428253173828,787824,1050069,0.09247374534606934,1049988,1309,0.0,0,0
model_0,112,1,1.172487497329712,2,2,1,0,0.9769484400749207,789133,0.17978954315185547,0.9926979541778564,0.8466597353393378,worker1,0.17978954315185547,787824,1309,0.0,0,0,0.0,0,0
model_0,113,1,0.266371488571167,7,7,1,0,0.7033348083496094,789133,0.18238449096679688,0.08398699760437012,0.3153002524965473,worker1,0.18238449096679688,787824,1309,0.0,0,0,0.0,0,0
model_0,114,1,0.477203369140625,0,0,1,0,0.9889166355133057,789133,0.18035221099853516,0.29685115814208984,0.622064254652427,worker1,0.18035221099853516,787824,1309,0.0,0,0,0.0,0,0
model_0,115,1,0.5181231498718262,3,3,1,0,0.7982581853866577,789133,0.18610119819641113,0.33202195167541504,0.6408166702405614,worker1,0.18610119819641113,787824,1309,0.0,0,0,0.0,0,0
model_0,116,1,0.9071862697601318,0,0,1,0,0.9412462711334229,789133,0.18265366554260254,0.7245326042175293,0.7986591380060263,worker1,0.18265366554260254,787824,1309,0.0,0,0,0.0,0,0
model_0,117,1,0.26265668869018555,5,5,1,0,0.5970722436904907,789133,0.17923498153686523,0.08342170715332031,0.31760739682407124,worker1,0.17923498153686523,787824,1309,0.0,0,0,0.0,0,0
model_0,118,1,0.48102450370788574,4,4,1,0,0.9223085045814514,789133,0.1822037696838379,0.29882073402404785,0.6212172804517133,worker1,0.1822037696838379,787824,1309,0.0,0,0,0.0,0,0
model_0,119,1,0.6868505477905273,4,5,0,1,0.9272729158401489,2889190,0.2739839553833008,0.41286659240722656,0.601101060100109,worker1->worker2,0.18164706230163574,787824,1050069,0.09233689308166504,1049988,1309,0.0,0,0
model_0,120,1,0.4688143730163574,4,4,1,1,0.9933350086212158,2889190,0.2792694568634033,0.1895449161529541,0.40430696468075367,worker1->worker2,0.18650603294372559,787824,1050069,0.09276342391967773,1049988,1309,0.0,0,0
model_0,121,1,0.26899123191833496,9,9,1,0,0.9997859597206116,789133,0.18571209907531738,0.08327913284301758,0.3095979458107427,worker1,0.18571209907531738,787824,1309,0.0,0,0,0.0,0,0
model_0,122,1,1.2443828582763672,9,9,1,1,0.9041168689727783,2889190,0.27655625343322754,0.9678266048431396,0.7777562977552631,worker1->worker2,0.18433380126953125,787824,1050069,0.09222245216369629,1049988,1309,0.0,0,0
model_0,123,1,1.4787492752075195,1,1,1,0,0.8665392994880676,789133,0.1837160587310791,1.2950332164764404,0.8757625367523528,worker1,0.1837160587310791,787824,1309,0.0,0,0,0.0,0,0
model_0,124,1,0.6289792060852051,2,3,0,2,0.9085081219673157,3940662,0.3803136348724365,0.24866557121276855,0.39534784108440446,worker1->worker2->worker3,0.17702174186706543,787824,1050069,0.09268856048583984,1049988,525777,0.11060333251953125,525695,1309
model_0,125,1,1.4510717391967773,2,4,0,1,0.7226902842521667,2889190,0.29013729095458984,1.1609344482421875,0.8000531034287859,worker1->worker2,0.18292617797851562,787824,1050069,0.10721111297607422,1049988,1309,0.0,0,0
model_0,126,1,0.652806282043457,9,9,1,0,0.9310384392738342,789133,0.182297945022583,0.470508337020874,0.7207472568248853,worker1,0.182297945022583,787824,1309,0.0,0,0,0.0,0,0
model_0,127,1,1.1725780963897705,5,5,1,0,0.8992376923561096,789133,0.1831202507019043,0.9894578456878662,0.8438310836048277,worker1,0.1831202507019043,787824,1309,0.0,0,0,0.0,0,0
model_0,128,1,0.4593186378479004,6,6,1,1,0.9993225336074829,2889190,0.2697896957397461,0.1895289421081543,0.41263063697170344,worker1->worker2,0.17845678329467773,787824,1050069,0.09133291244506836,1049988,1309,0.0,0,0
model_0,129,1,0.7529261112213135,2,2,1,0,0.7897558808326721,789133,0.18263649940490723,0.5702896118164062,0.7574310457786428,worker1,0.18263649940490723,787824,1309,0.0,0,0,0.0,0,0
