model_instance_id,sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
model_0,15,1,0.6300077438354492,3,2,0,3,0.46417224407196045,0.43834948539733887,0.19165825843811035,0.3042157184788022,worker1->worker3->worker2,worker1,worker2,0,0.2670156955718994,0.09314227104187012,0.07819151878356934
model_0,16,1,0.2697575092315674,6,6,1,0,0.8747805953025818,0.1836249828338623,0.08613252639770508,0.3192961213315716,worker1,worker1,worker1,0,0.1836249828338623,0.0,0.0
model_0,17,1,0.2682960033416748,8,8,1,0,0.9924821257591248,0.1840040683746338,0.08429193496704102,0.3141751420713311,worker1,worker1,worker1,0,0.1840040683746338,0.0,0.0
model_0,18,1,0.5370371341705322,2,2,1,2,0.907489538192749,0.3874359130859375,0.14960122108459473,0.2785677406007644,worker1->worker3,worker1,worker3,0,0.27741384506225586,0.0,0.11002206802368164
model_0,19,1,0.2798044681549072,3,3,1,0,0.9396432638168335,0.19178485870361328,0.08801960945129395,0.31457542487335816,worker1,worker1,worker1,0,0.19178485870361328,0.0,0.0
model_0,20,1,0.3384881019592285,3,3,1,0,0.9190186858177185,0.1816260814666748,0.1568620204925537,0.46341959904826435,worker1,worker1,worker1,0,0.1816260814666748,0.0,0.0
model_0,21,1,0.44861483573913574,0,0,1,1,0.8941956162452698,0.28231263160705566,0.16630220413208008,0.37070152586033256,worker1,worker1,worker1,0,0.28231263160705566,0.0,0.0
model_0,22,1,0.3958253860473633,9,9,1,1,0.5688800811767578,0.27384471893310547,0.12198066711425781,0.30816787253676037,worker1,worker1,worker1,0,0.27384471893310547,0.0,0.0
model_0,23,1,0.36307406425476074,8,8,1,0,0.9971152544021606,0.2103877067565918,0.15268635749816895,0.42053777047272767,worker1,worker1,worker1,0,0.2103877067565918,0.0,0.0
model_0,24,1,0.5721182823181152,6,6,1,2,0.9863215088844299,0.35272836685180664,0.2193899154663086,0.3834695066505865,worker1->worker3,worker1,worker3,0,0.2710757255554199,0.0,0.08165264129638672
model_0,25,1,0.3423881530761719,2,5,0,0,0.7633412480354309,0.18297982215881348,0.1594083309173584,0.46557782296250905,worker1,worker1,worker1,0,0.18297982215881348,0.0,0.0
model_0,26,1,0.36339282989501953,3,3,1,1,0.9359797239303589,0.27767252922058105,0.08572030067443848,0.23588880578409374,worker1,worker1,worker1,0,0.27767252922058105,0.0,0.0
model_0,27,1,0.422640323638916,1,1,1,1,0.9080682992935181,0.26848864555358887,0.15415167808532715,0.36473490451192037,worker1,worker1,worker1,0,0.26848864555358887,0.0,0.0
model_0,28,1,0.28118133544921875,5,5,1,0,0.9461036324501038,0.17967867851257324,0.10150265693664551,0.3609864672364672,worker1,worker1,worker1,0,0.17967867851257324,0.0,0.0
model_0,29,1,0.35272789001464844,7,7,1,1,0.8310999274253845,0.26895570755004883,0.08377218246459961,0.23749803980944245,worker1,worker1,worker1,0,0.26895570755004883,0.0,0.0
model_0,30,1,0.2660703659057617,3,3,1,0,0.8359655737876892,0.1812143325805664,0.08485603332519531,0.31892327819494976,worker1,worker1,worker1,0,0.1812143325805664,0.0,0.0
model_0,31,1,0.2630147933959961,8,8,1,0,0.9852295517921448,0.17798781394958496,0.08502697944641113,0.3232783158261147,worker1,worker1,worker1,0,0.17798781394958496,0.0,0.0
model_0,32,1,0.26781463623046875,0,0,1,0,0.9930550456047058,0.18323183059692383,0.08458280563354492,0.31582592655898356,worker1,worker1,worker1,0,0.18323183059692383,0.0,0.0
model_0,33,1,0.525629997253418,8,8,1,2,0.5512314438819885,0.37380528450012207,0.1518247127532959,0.288843318582706,worker1->worker3,worker1,worker3,0,0.2732820510864258,0.0,0.10052323341369629
model_0,34,1,0.27454185485839844,9,9,1,0,0.9607568383216858,0.18663811683654785,0.08790373802185059,0.32018337629134563,worker1,worker1,worker1,0,0.18663811683654785,0.0,0.0
model_0,35,1,0.27354001998901367,9,9,1,0,0.9967693090438843,0.18860244750976562,0.08493757247924805,0.31051241599916324,worker1,worker1,worker1,0,0.18860244750976562,0.0,0.0
model_0,36,1,0.2716865539550781,6,6,1,0,0.9264715909957886,0.1828751564025879,0.08881139755249023,0.3268891899860996,worker1,worker1,worker1,0,0.1828751564025879,0.0,0.0
model_0,37,1,0.3590826988220215,4,4,1,1,0.8471298813819885,0.275148868560791,0.08393383026123047,0.23374512483218268,worker1,worker1,worker1,0,0.275148868560791,0.0,0.0
model_0,38,1,0.2704594135284424,5,5,1,0,0.8069315552711487,0.1838839054107666,0.08657550811767578,0.3201053606831519,worker1,worker1,worker1,0,0.1838839054107666,0.0,0.0
model_0,39,1,0.2683076858520508,8,8,1,0,0.9888613820075989,0.18238329887390137,0.08592438697814941,0.3202457160527616,worker1,worker1,worker1,0,0.18238329887390137,0.0,0.0
model_0,40,1,0.36391329765319824,3,5,0,1,0.569166362285614,0.2778358459472656,0.08607745170593262,0.23653285620786144,worker1,worker1,worker1,0,0.2778358459472656,0.0,0.0
model_0,41,1,0.2709975242614746,9,9,1,0,0.995202898979187,0.1832869052886963,0.08771061897277832,0.323658377366392,worker1,worker1,worker1,0,0.1832869052886963,0.0,0.0
model_0,42,1,0.36590075492858887,9,2,0,1,0.815803587436676,0.2767930030822754,0.08910775184631348,0.24352983875013928,worker1,worker1,worker1,0,0.2767930030822754,0.0,0.0
model_0,43,1,0.4467916488647461,1,1,1,1,0.9799195528030396,0.2929229736328125,0.1538686752319336,0.3443857458457401,worker1,worker1,worker1,0,0.2929229736328125,0.0,0.0
model_0,44,1,0.3645930290222168,0,0,1,1,0.8023911118507385,0.27950239181518555,0.08509063720703125,0.23338525543187547,worker1,worker1,worker1,0,0.27950239181518555,0.0,0.0
model_0,45,1,0.3423192501068115,7,3,0,0,0.8207148909568787,0.18558812141418457,0.15673112869262695,0.457850759616128,worker1,worker1,worker1,0,0.18558812141418457,0.0,0.0
model_0,46,1,0.27435874938964844,6,5,0,0,0.754905104637146,0.18668246269226074,0.0876762866973877,0.31956803598367667,worker1,worker1,worker1,0,0.18668246269226074,0.0,0.0
model_0,47,1,0.42821598052978516,3,6,0,1,0.7348257303237915,0.27459001541137695,0.1536259651184082,0.35875813165203096,worker1,worker1,worker1,0,0.27459001541137695,0.0,0.0
model_0,48,1,0.39441370964050293,3,2,0,0,0.7285758256912231,0.22833847999572754,0.1660752296447754,0.4210686028032553,worker1,worker1,worker1,0,0.22833847999572754,0.0,0.0
model_0,49,1,0.39070653915405273,6,6,1,1,0.9904948472976685,0.28199076652526855,0.10871577262878418,0.2782542950629202,worker1,worker1,worker1,0,0.28199076652526855,0.0,0.0
model_0,50,1,0.27072787284851074,6,6,1,0,0.9183809161186218,0.18496251106262207,0.08576536178588867,0.3167954628516576,worker1,worker1,worker1,0,0.18496251106262207,0.0,0.0
model_0,51,1,0.27192091941833496,7,7,1,0,0.9987502098083496,0.1827542781829834,0.08916664123535156,0.3279138707904033,worker1,worker1,worker1,0,0.1827542781829834,0.0,0.0
model_0,52,1,0.2702333927154541,3,5,0,0,0.6259307265281677,0.18564987182617188,0.08458352088928223,0.31300173542337006,worker1,worker1,worker1,0,0.18564987182617188,0.0,0.0
model_0,53,1,0.5093591213226318,3,4,0,2,0.9906754493713379,0.35577940940856934,0.1535797119140625,0.30151558200286743,worker1->worker3,worker1,worker3,0,0.2730062007904053,0.0,0.08277320861816406
model_0,54,1,0.2846674919128418,6,6,1,0,0.9830332398414612,0.19440913200378418,0.09025835990905762,0.3170659189167006,worker1,worker1,worker1,0,0.19440913200378418,0.0,0.0
model_0,55,1,0.49648475646972656,0,0,1,2,0.7716735601425171,0.3516874313354492,0.14479732513427734,0.29164505706854754,worker1->worker3,worker1,worker3,0,0.273298978805542,0.0,0.07838845252990723
model_0,56,1,0.33278965950012207,2,2,1,0,0.8297075629234314,0.23432087898254395,0.09846878051757812,0.29588894277991235,worker1,worker1,worker1,0,0.23432087898254395,0.0,0.0
model_0,57,1,0.4997117519378662,2,2,1,2,0.9589126110076904,0.35724353790283203,0.14246821403503418,0.2851007875691276,worker1->worker3,worker1,worker3,0,0.2753734588623047,0.0,0.08187007904052734
model_0,58,1,0.35439300537109375,3,3,1,0,0.7348867058753967,0.23410582542419434,0.12028717994689941,0.33941747755699553,worker1,worker1,worker1,0,0.23410582542419434,0.0,0.0
model_0,59,1,0.3640015125274658,0,0,1,1,0.7390989661216736,0.27389001846313477,0.09011149406433105,0.24755802095061807,worker1,worker1,worker1,0,0.27389001846313477,0.0,0.0
model_0,60,1,0.36264634132385254,3,3,1,1,0.7163835763931274,0.2766842842102051,0.08596205711364746,0.23704101577266742,worker1,worker1,worker1,0,0.2766842842102051,0.0,0.0
model_0,61,1,0.2701103687286377,9,9,1,0,0.9870331287384033,0.18490004539489746,0.08521032333374023,0.3154648365955381,worker1,worker1,worker1,0,0.18490004539489746,0.0,0.0
model_0,62,1,0.4994087219238281,2,2,1,2,0.5345557332038879,0.3561742305755615,0.1432344913482666,0.28680814943819366,worker1->worker3,worker1,worker3,0,0.27573466300964355,0.0,0.08043956756591797
model_0,63,1,0.3647615909576416,8,8,1,0,0.904219388961792,0.23775386810302734,0.12700772285461426,0.3481937956273559,worker1,worker1,worker1,0,0.23775386810302734,0.0,0.0
model_0,64,1,0.3652641773223877,9,9,1,1,0.7362514734268188,0.2762141227722168,0.0890500545501709,0.24379629889512536,worker1,worker1,worker1,0,0.2762141227722168,0.0,0.0
model_0,65,1,0.636772632598877,0,0,1,3,0.5678153038024902,0.45669007301330566,0.1800825595855713,0.2828051181323475,worker1->worker3->worker2,worker1,worker2,0,0.2755126953125,0.09994006156921387,0.0812373161315918
model_0,66,1,0.30180859565734863,1,1,1,0,0.9827102422714233,0.19010281562805176,0.11170578002929688,0.37012126770610415,worker1,worker1,worker1,0,0.19010281562805176,0.0,0.0
model_0,67,1,0.27155113220214844,9,1,0,0,0.6945714950561523,0.18238425254821777,0.08916687965393066,0.3283612884646452,worker1,worker1,worker1,0,0.18238425254821777,0.0,0.0
model_0,68,1,0.35562658309936523,5,5,1,1,0.7130683660507202,0.2728087902069092,0.08281779289245605,0.23287852153987046,worker1,worker1,worker1,0,0.2728087902069092,0.0,0.0
model_0,69,1,0.2767047882080078,5,5,1,0,0.9124339818954468,0.18634295463562012,0.0903618335723877,0.3265640401728785,worker1,worker1,worker1,0,0.18634295463562012,0.0,0.0
model_0,70,1,0.35792016983032227,0,1,0,1,0.9133583307266235,0.2726321220397949,0.08528804779052734,0.23828790601814784,worker1,worker1,worker1,0,0.2726321220397949,0.0,0.0
model_0,71,1,0.2653319835662842,4,4,1,0,0.9418591260910034,0.18215012550354004,0.08318185806274414,0.3135010598598415,worker1,worker1,worker1,0,0.18215012550354004,0.0,0.0
model_0,72,1,0.265153169631958,6,6,1,0,0.7936818599700928,0.18279552459716797,0.08235764503479004,0.3106040374667418,worker1,worker1,worker1,0,0.18279552459716797,0.0,0.0
model_0,73,1,0.5041029453277588,7,7,1,2,0.9941891431808472,0.3576977252960205,0.14640522003173828,0.2904272260035065,worker1->worker3,worker1,worker3,0,0.2734198570251465,0.0,0.08427786827087402
model_0,74,1,0.38495659828186035,0,0,1,0,0.6996145248413086,0.2669498920440674,0.11800670623779297,0.3065454826972207,worker1,worker1,worker1,0,0.2669498920440674,0.0,0.0
model_0,75,1,0.3800933361053467,2,2,1,1,0.8881168961524963,0.28693294525146484,0.09316039085388184,0.24509872182568732,worker1,worker1,worker1,0,0.28693294525146484,0.0,0.0
model_0,76,1,0.3630359172821045,6,1,0,1,0.9096251726150513,0.2784569263458252,0.0845789909362793,0.23297692297083503,worker1,worker1,worker1,0,0.2784569263458252,0.0,0.0
model_0,77,1,0.36054039001464844,1,1,1,1,0.988720715045929,0.27661752700805664,0.0839228630065918,0.23276965724473223,worker1,worker1,worker1,0,0.27661752700805664,0.0,0.0
model_0,78,1,0.5019567012786865,2,2,1,2,0.8577776551246643,0.36005234718322754,0.14190435409545898,0.28270237997415165,worker1->worker3,worker1,worker3,0,0.276949405670166,0.0,0.08310294151306152
model_0,79,1,0.40141963958740234,2,2,1,0,0.9059289693832397,0.2720823287963867,0.12933731079101562,0.3221997581482423,worker1,worker1,worker1,0,0.2720823287963867,0.0,0.0
model_0,80,1,0.5420935153961182,5,7,0,2,0.8100273013114929,0.39196252822875977,0.1501309871673584,0.27694665754792286,worker1->worker3,worker1,worker3,0,0.2783067226409912,0.0,0.11365580558776855
model_0,81,1,0.472611665725708,3,3,1,1,0.976478099822998,0.3873097896575928,0.08530187606811523,0.18049041581978703,worker1,worker1,worker1,0,0.3873097896575928,0.0,0.0
model_0,82,1,0.2715427875518799,3,3,1,0,0.7804386615753174,0.18329524993896484,0.08824753761291504,0.32498575421030035,worker1,worker1,worker1,0,0.18329524993896484,0.0,0.0
model_0,83,1,0.27726268768310547,1,1,1,0,0.7939394116401672,0.18169021606445312,0.09557247161865234,0.3447000835824181,worker1,worker1,worker1,0,0.18169021606445312,0.0,0.0
model_0,84,1,0.2670896053314209,4,4,1,0,0.9187469482421875,0.18287014961242676,0.08421945571899414,0.31532285060097925,worker1,worker1,worker1,0,0.18287014961242676,0.0,0.0
model_0,85,1,0.2705354690551758,4,4,1,0,0.957038164138794,0.1822812557220459,0.08825421333312988,0.32622049020540966,worker1,worker1,worker1,0,0.1822812557220459,0.0,0.0
model_0,86,1,0.37160396575927734,4,7,0,1,0.5412805080413818,0.2756330966949463,0.09597086906433105,0.25826115409785577,worker1,worker1,worker1,0,0.2756330966949463,0.0,0.0
model_0,87,1,0.26659250259399414,7,7,1,0,0.6543970108032227,0.18304181098937988,0.08355069160461426,0.31340225547099276,worker1,worker1,worker1,0,0.18304181098937988,0.0,0.0
model_0,88,1,0.26907873153686523,6,6,1,0,0.9666780829429626,0.1816082000732422,0.08747053146362305,0.32507411850809587,worker1,worker1,worker1,0,0.1816082000732422,0.0,0.0
model_0,89,1,0.27335405349731445,9,1,0,0,0.9181298613548279,0.18372297286987305,0.0896310806274414,0.3278937315203265,worker1,worker1,worker1,0,0.18372297286987305,0.0,0.0
model_0,90,1,0.27025437355041504,0,9,0,0,0.8387606739997864,0.1819140911102295,0.08834028244018555,0.3268782713102179,worker1,worker1,worker1,0,0.1819140911102295,0.0,0.0
model_0,91,1,0.3575429916381836,2,2,1,1,0.8341140151023865,0.27155280113220215,0.08599019050598145,0.24050307939751034,worker1,worker1,worker1,0,0.27155280113220215,0.0,0.0
model_0,92,1,0.27036523818969727,4,8,0,0,0.7451170086860657,0.18567919731140137,0.0846860408782959,0.3132282886858308,worker1,worker1,worker1,0,0.18567919731140137,0.0,0.0
model_0,93,1,0.359128475189209,0,0,1,1,0.9962627291679382,0.2723958492279053,0.08673262596130371,0.24150862978940366,worker1,worker1,worker1,0,0.2723958492279053,0.0,0.0
model_0,94,1,0.26616907119750977,8,8,1,0,0.8438474535942078,0.18297576904296875,0.08319330215454102,0.31255811120446725,worker1,worker1,worker1,0,0.18297576904296875,0.0,0.0
model_0,95,1,0.26967763900756836,3,3,1,0,0.9838665723800659,0.18142294883728027,0.08825469017028809,0.3272599481924835,worker1,worker1,worker1,0,0.18142294883728027,0.0,0.0
model_0,96,1,0.5589978694915771,3,3,1,2,0.8937127590179443,0.41330409049987793,0.14569377899169922,0.2606338716893705,worker1->worker3,worker1,worker3,0,0.27270054817199707,0.0,0.14060354232788086
model_0,97,1,0.3359501361846924,7,7,1,0,0.7245311141014099,0.23383092880249023,0.10211920738220215,0.30397132307176966,worker1,worker1,worker1,0,0.23383092880249023,0.0,0.0
model_0,98,1,0.35985875129699707,4,4,1,1,0.9024940133094788,0.2747650146484375,0.08509373664855957,0.23646426922192695,worker1,worker1,worker1,0,0.2747650146484375,0.0,0.0
model_0,99,1,0.3607161045074463,0,0,1,1,0.9939223527908325,0.27640223503112793,0.08431386947631836,0.23374024176560673,worker1,worker1,worker1,0,0.27640223503112793,0.0,0.0
model_0,100,1,0.2662544250488281,1,1,1,0,0.7888223528862,0.18291664123535156,0.08333778381347656,0.31300055876327065,worker1,worker1,worker1,0,0.18291664123535156,0.0,0.0
model_0,101,1,0.36156320571899414,9,1,0,1,0.6067662835121155,0.27912092208862305,0.0824422836303711,0.22801624259976552,worker1,worker1,worker1,0,0.27912092208862305,0.0,0.0
model_0,102,1,0.3586087226867676,3,5,0,1,0.8083117008209229,0.2739388942718506,0.08466982841491699,0.23610643874068055,worker1,worker1,worker1,0,0.2739388942718506,0.0,0.0
model_0,103,1,0.35836195945739746,9,0,0,1,0.5668742656707764,0.27322888374328613,0.08513307571411133,0.23756169835384566,worker1,worker1,worker1,0,0.27322888374328613,0.0,0.0
model_0,104,1,0.357943058013916,4,4,1,1,0.9716349244117737,0.27469635009765625,0.08324670791625977,0.23256969524192678,worker1,worker1,worker1,0,0.27469635009765625,0.0,0.0
model_0,105,1,0.2691688537597656,0,0,1,0,0.985191285610199,0.18553638458251953,0.0836324691772461,0.3107063391958731,worker1,worker1,worker1,0,0.18553638458251953,0.0,0.0
model_0,106,1,0.2657806873321533,7,7,1,0,0.9164149761199951,0.1829547882080078,0.08282589912414551,0.3116324965351442,worker1,worker1,worker1,0,0.1829547882080078,0.0,0.0
model_0,107,1,0.6385252475738525,7,7,1,3,0.4800994098186493,0.4591803550720215,0.17934489250183105,0.2808736117847679,worker1->worker3->worker2,worker1,worker2,0,0.27968311309814453,0.10025191307067871,0.07924532890319824
model_0,108,1,0.37665867805480957,9,1,0,1,0.9753615856170654,0.2807762622833252,0.09588241577148438,0.2545604850169734,worker1,worker1,worker1,0,0.2807762622833252,0.0,0.0
model_0,109,1,0.6345100402832031,6,0,0,3,0.598260760307312,0.44884300231933594,0.1856670379638672,0.2926148148593484,worker1->worker3->worker2,worker1,worker2,0,0.27618408203125,0.0910794734954834,0.08157944679260254
model_0,110,1,0.2742452621459961,9,9,1,0,0.88752281665802,0.18921875953674316,0.08502650260925293,0.3100381824061871,worker1,worker1,worker1,0,0.18921875953674316,0.0,0.0
model_0,111,1,0.26879096031188965,4,4,1,0,0.9336035251617432,0.18102312088012695,0.0877678394317627,0.32652824086763155,worker1,worker1,worker1,0,0.18102312088012695,0.0,0.0
model_0,112,1,0.5100610256195068,5,3,0,2,0.989531397819519,0.36136293411254883,0.148698091506958,0.2915300013882715,worker1->worker3,worker1,worker3,0,0.2735104560852051,0.0,0.08785247802734375
model_0,113,1,0.7646791934967041,8,1,0,3,0.9255660772323608,0.5399684906005859,0.22471070289611816,0.29386271368070993,worker1->worker3->worker2,worker1,worker2,0,0.33602213859558105,0.11922383308410645,0.08472251892089844
model_0,114,1,0.2967672348022461,4,4,1,0,0.6924506425857544,0.20212578773498535,0.09464144706726074,0.31890800590006524,worker1,worker1,worker1,0,0.20212578773498535,0.0,0.0
model_0,115,1,0.2752087116241455,9,9,1,0,0.9913133978843689,0.18313169479370117,0.09207701683044434,0.3345715921819894,worker1,worker1,worker1,0,0.18313169479370117,0.0,0.0
model_0,116,1,0.33188652992248535,3,3,1,0,0.7642244100570679,0.18582701683044434,0.14605951309204102,0.4400887047936364,worker1,worker1,worker1,0,0.18582701683044434,0.0,0.0
model_0,117,1,0.3647019863128662,4,4,1,1,0.9994981288909912,0.27909016609191895,0.08561182022094727,0.23474459540646322,worker1,worker1,worker1,0,0.27909016609191895,0.0,0.0
model_0,118,1,0.6873760223388672,7,0,0,3,0.7059827446937561,0.5006203651428223,0.18675565719604492,0.27169358710039043,worker1->worker3->worker2,worker1,worker2,0,0.2765367031097412,0.14268016815185547,0.08140349388122559
model_0,119,1,0.32178330421447754,4,4,1,0,0.9919629096984863,0.22600960731506348,0.09577369689941406,0.2976341396369596,worker1,worker1,worker1,0,0.22600960731506348,0.0,0.0
model_0,120,1,0.49973225593566895,3,3,1,2,0.928432047367096,0.3566768169403076,0.14305543899536133,0.28626416905491286,worker1->worker3,worker1,worker3,0,0.27572035789489746,0.0,0.08095645904541016
model_0,121,1,0.6635055541992188,5,5,1,2,0.9174639582633972,0.522939920425415,0.1405656337738037,0.21185298734002553,worker1->worker3,worker1,worker3,0,0.40385890007019043,0.0,0.11908102035522461
model_0,122,1,0.4880969524383545,0,0,1,1,0.9928672313690186,0.40256476402282715,0.08553218841552734,0.1752360632211279,worker1,worker1,worker1,0,0.40256476402282715,0.0,0.0
model_0,123,1,0.35977768898010254,9,1,0,1,0.49256885051727295,0.27466702461242676,0.08511066436767578,0.23656459801314367,worker1,worker1,worker1,0,0.27466702461242676,0.0,0.0
model_0,124,1,0.267535924911499,9,1,0,0,0.5954744219779968,0.18294739723205566,0.08458852767944336,0.3161763329819174,worker1,worker1,worker1,0,0.18294739723205566,0.0,0.0
model_0,125,1,0.4110445976257324,0,0,1,1,0.9778253436088562,0.279543399810791,0.1315011978149414,0.31991953810977203,worker1,worker1,worker1,0,0.279543399810791,0.0,0.0
model_0,126,1,0.2672102451324463,7,5,0,0,0.7950559258460999,0.1825733184814453,0.08463692665100098,0.31674282028014894,worker1,worker1,worker1,0,0.1825733184814453,0.0,0.0
model_0,127,1,0.26752161979675293,4,4,1,0,0.931409478187561,0.18167328834533691,0.08584833145141602,0.32090240600605846,worker1,worker1,worker1,0,0.18167328834533691,0.0,0.0
model_0,128,1,0.2746138572692871,8,8,1,0,0.9386671185493469,0.18665027618408203,0.08796358108520508,0.3203173429043231,worker1,worker1,worker1,0,0.18665027618408203,0.0,0.0
model_0,129,1,0.4979109764099121,5,5,1,2,0.6421955823898315,0.3557891845703125,0.1421217918395996,0.28543614937822914,worker1->worker3,worker1,worker3,0,0.272815465927124,0.0,0.08297371864318848
model_0,130,1,0.6134746074676514,3,5,0,2,0.8582600355148315,0.4661977291107178,0.1472768783569336,0.240070047829485,worker1->worker3,worker1,worker3,0,0.37972235679626465,0.0,0.08647537231445312
model_0,131,1,0.48781657218933105,9,9,1,1,0.8308514952659607,0.3884434700012207,0.09937310218811035,0.20370997594879112,worker1,worker1,worker1,0,0.3884434700012207,0.0,0.0
model_0,132,1,0.358536958694458,5,2,0,1,0.6738492250442505,0.27364420890808105,0.08489274978637695,0.2367754501390798,worker1,worker1,worker1,0,0.27364420890808105,0.0,0.0
model_0,133,1,0.267528772354126,7,5,0,0,0.887203574180603,0.18364906311035156,0.08387970924377441,0.3135352826003456,worker1,worker1,worker1,0,0.18364906311035156,0.0,0.0
model_0,134,1,0.36554718017578125,6,2,0,1,0.8116304278373718,0.27735400199890137,0.08819317817687988,0.2412634618996932,worker1,worker1,worker1,0,0.27735400199890137,0.0,0.0
model_0,135,1,0.3562774658203125,3,3,1,1,0.9878002405166626,0.27296924591064453,0.08330821990966797,0.23382960726369437,worker1,worker1,worker1,0,0.27296924591064453,0.0,0.0
model_0,136,1,0.2689037322998047,6,6,1,0,0.9388352036476135,0.18364810943603516,0.08525562286376953,0.3170488640474383,worker1,worker1,worker1,0,0.18364810943603516,0.0,0.0
model_0,137,1,0.2695653438568115,8,8,1,0,0.7659785747528076,0.18631315231323242,0.0832521915435791,0.30883863019053825,worker1,worker1,worker1,0,0.18631315231323242,0.0,0.0
model_0,138,1,0.3605937957763672,9,1,0,1,0.5194798707962036,0.2732694149017334,0.08732438087463379,0.2421682843616937,worker1,worker1,worker1,0,0.2732694149017334,0.0,0.0
model_0,139,1,0.358060359954834,6,8,0,1,0.9025586247444153,0.27480483055114746,0.08325552940368652,0.23251814139434043,worker1,worker1,worker1,0,0.27480483055114746,0.0,0.0
model_0,140,1,0.35865235328674316,5,5,1,1,0.982573926448822,0.2749021053314209,0.08375024795532227,0.23351372767478762,worker1,worker1,worker1,0,0.2749021053314209,0.0,0.0
model_0,141,1,0.2673935890197754,1,1,1,0,0.8583043813705444,0.18284869194030762,0.08454489707946777,0.3161814663896641,worker1,worker1,worker1,0,0.18284869194030762,0.0,0.0
model_0,142,1,0.36197900772094727,2,2,1,1,0.9686550498008728,0.27874255180358887,0.0832364559173584,0.22994829573522146,worker1,worker1,worker1,0,0.27874255180358887,0.0,0.0
model_0,143,1,0.35779285430908203,4,4,1,1,0.9225872755050659,0.27265405654907227,0.08513879776000977,0.2379555565032665,worker1,worker1,worker1,0,0.27265405654907227,0.0,0.0
model_0,144,1,0.26988697052001953,5,4,0,0,0.8111891746520996,0.1830432415008545,0.08684372901916504,0.3217781460580854,worker1,worker1,worker1,0,0.1830432415008545,0.0,0.0
model_0,145,1,0.276256799697876,0,0,1,0,0.6918227672576904,0.18853402137756348,0.0877227783203125,0.3175407027673135,worker1,worker1,worker1,0,0.18853402137756348,0.0,0.0
