sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes,jetson_compute_time_sec,jetson_request_bytes,jetson_response_bytes
29,1,0.2573397159576416,9,9,1,0,0.9908434152603149,789097,0.17532849311828613,worker1,0.17532849311828613,787791,1306,0.0,0,0,0.0,0,0
30,1,0.2607722282409668,0,0,1,0,0.9311255812644958,789097,0.17907285690307617,worker1,0.17907285690307617,787791,1306,0.0,0,0,0.0,0,0
31,1,0.25778675079345703,5,5,1,0,0.9068790078163147,789097,0.1760540008544922,worker1,0.1760540008544922,787791,1306,0.0,0,0,0.0,0,0
32,1,0.26047658920288086,9,9,1,0,0.9938458800315857,789097,0.1788485050201416,worker1,0.1788485050201416,787791,1306,0.0,0,0,0.0,0,0
33,1,0.25754618644714355,2,2,1,0,0.9381480813026428,789097,0.1761925220489502,worker1,0.1761925220489502,787791,1306,0.0,0,0,0.0,0,0
34,1,0.4594259262084961,3,3,1,1,0.9826166033744812,2889086,0.2714409828186035,worker1->worker2,0.17833662033081055,787791,1050035,0.09310436248779297,1049954,1306,0.0,0,0
35,1,0.26024961471557617,8,8,1,0,0.9983202815055847,789097,0.17850089073181152,worker1,0.17850089073181152,787791,1306,0.0,0,0,0.0,0,0
36,1,0.44755053520202637,5,5,1,1,0.7248381972312927,2889086,0.2641911506652832,worker1->worker2,0.17575669288635254,787791,1050035,0.08843445777893066,1049954,1306,0.0,0,0
37,1,0.256061315536499,5,5,1,0,0.7319077253341675,789097,0.1757192611694336,worker1,0.1757192611694336,787791,1306,0.0,0,0,0.0,0,0
38,1,0.2580835819244385,5,5,1,0,0.8264662027359009,789097,0.1773076057434082,worker1,0.1773076057434082,787791,1306,0.0,0,0,0.0,0,0
39,1,0.44840264320373535,2,5,0,1,0.8431748747825623,2889086,0.2642097473144531,worker1->worker2,0.17587494850158691,787791,1050035,0.08833479881286621,1049954,1306,0.0,0,0
40,1,0.2570054531097412,9,9,1,0,0.9984689354896545,789097,0.17539501190185547,worker1,0.17539501190185547,787791,1306,0.0,0,0,0.0,0,0
41,1,0.25979042053222656,9,9,1,0,0.8419914245605469,789097,0.1783454418182373,worker1,0.1783454418182373,787791,1306,0.0,0,0,0.0,0,0
42,1,0.2579936981201172,9,9,1,0,0.5621721744537354,789097,0.1768040657043457,worker1,0.1768040657043457,787791,1306,0.0,0,0,0.0,0,0
43,1,0.25754308700561523,2,2,1,0,0.9449102282524109,789097,0.17663025856018066,worker1,0.17663025856018066,787791,1306,0.0,0,0,0.0,0,0
44,1,0.25772571563720703,8,0,0,0,0.8943309783935547,789097,0.17623519897460938,worker1,0.17623519897460938,787791,1306,0.0,0,0,0.0,0,0
45,1,0.44855260848999023,6,6,1,1,0.958198070526123,2889085,0.2649345397949219,worker1->worker2,0.17698073387145996,787791,1050035,0.08795380592346191,1049954,1305,0.0,0,0
46,1,0.2588949203491211,1,1,1,0,0.9748356342315674,789097,0.17705178260803223,worker1,0.17705178260803223,787791,1306,0.0,0,0,0.0,0,0
47,1,0.44709348678588867,3,3,1,1,0.9927327036857605,2889086,0.26352524757385254,worker1->worker2,0.17589044570922852,787791,1050035,0.08763480186462402,1049954,1306,0.0,0,0
48,1,0.2572786808013916,0,0,1,0,0.972353458404541,789096,0.17566275596618652,worker1,0.17566275596618652,787791,1305,0.0,0,0,0.0,0,0
49,1,0.6415262222290039,5,5,1,2,0.8902378678321838,3940491,0.37937259674072266,worker1->worker2->jetson,0.17586708068847656,787791,1050035,0.13241028785705566,1049954,525744,0.07109522819519043,525662,1305
50,1,0.25678586959838867,1,1,1,0,0.9989089965820312,789097,0.17468047142028809,worker1,0.17468047142028809,787791,1306,0.0,0,0,0.0,0,0
51,1,0.4506843090057373,6,6,1,1,0.9963334798812866,2889086,0.26564908027648926,worker1->worker2,0.17448711395263672,787791,1050035,0.09116196632385254,1049954,1306,0.0,0,0
52,1,0.2591426372528076,7,7,1,0,0.9133589267730713,789097,0.17810988426208496,worker1,0.17810988426208496,787791,1306,0.0,0,0,0.0,0,0
53,1,0.4492006301879883,1,1,1,1,0.873596727848053,2889085,0.26549673080444336,worker1->worker2,0.17572522163391113,787791,1050035,0.08977150917053223,1049954,1305,0.0,0,0
54,1,0.44805431365966797,0,0,1,1,0.8503085970878601,2889086,0.2641780376434326,worker1->worker2,0.17574691772460938,787791,1050035,0.08843111991882324,1049954,1306,0.0,0,0
55,1,0.2555534839630127,9,9,1,0,0.9662622809410095,789097,0.17400503158569336,worker1,0.17400503158569336,787791,1306,0.0,0,0,0.0,0,0
56,1,0.44660210609436035,9,9,1,1,0.9992066025733948,2889086,0.26294994354248047,worker1->worker2,0.1740703582763672,787791,1050035,0.08887958526611328,1049954,1306,0.0,0,0
57,1,0.25582337379455566,9,9,1,0,0.9970148801803589,789097,0.17441415786743164,worker1,0.17441415786743164,787791,1306,0.0,0,0,0.0,0,0
58,1,0.25582146644592285,9,9,1,0,0.5316807627677917,789097,0.1751244068145752,worker1,0.1751244068145752,787791,1306,0.0,0,0,0.0,0,0
59,1,0.4477357864379883,0,0,1,1,0.9391481280326843,2889086,0.26442718505859375,worker1->worker2,0.17574691772460938,787791,1050035,0.08868026733398438,1049954,1306,0.0,0,0
60,1,0.2564420700073242,4,4,1,0,0.7938524484634399,789097,0.1752152442932129,worker1,0.1752152442932129,787791,1306,0.0,0,0,0.0,0,0
61,1,0.25645995140075684,8,8,1,0,0.9880950450897217,789097,0.1757199764251709,worker1,0.1757199764251709,787791,1306,0.0,0,0,0.0,0,0
62,1,0.44877123832702637,5,5,1,1,0.8722740411758423,2889086,0.2652254104614258,worker1->worker2,0.17636966705322266,787791,1050035,0.08885574340820312,1049954,1306,0.0,0,0
63,1,0.6074533462524414,5,5,1,2,0.7710131406784058,3940491,0.3505666255950928,worker1->worker2->jetson,0.17507719993591309,787791,1050035,0.10476970672607422,1049954,525744,0.07071971893310547,525662,1305
64,1,0.2574474811553955,0,0,1,0,0.7253981828689575,789097,0.1766490936279297,worker1,0.1766490936279297,787791,1306,0.0,0,0,0.0,0,0
65,1,0.2567286491394043,0,0,1,0,0.7079341411590576,789097,0.17586922645568848,worker1,0.17586922645568848,787791,1306,0.0,0,0,0.0,0,0
66,1,0.45702695846557617,3,5,0,1,0.7435206770896912,2889086,0.27199244499206543,worker1->worker2,0.1817951202392578,787791,1050035,0.09019732475280762,1049954,1306,0.0,0,0
67,1,0.2567312717437744,9,9,1,0,0.9545508623123169,789097,0.17488574981689453,worker1,0.17488574981689453,787791,1306,0.0,0,0,0.0,0,0
68,1,0.45252180099487305,9,1,0,1,0.7874904274940491,2889086,0.26337647438049316,worker1->worker2,0.17492222785949707,787791,1050035,0.0884542465209961,1049954,1306,0.0,0,0
69,1,0.446727991104126,3,5,0,1,0.5042638182640076,2889086,0.26291465759277344,worker1->worker2,0.17524957656860352,787791,1050035,0.08766508102416992,1049954,1306,0.0,0,0
70,1,0.2568395137786865,9,9,1,0,0.9988933205604553,789097,0.17536020278930664,worker1,0.17536020278930664,787791,1306,0.0,0,0,0.0,0,0
71,1,0.25766777992248535,4,4,1,0,0.8518194556236267,789097,0.17607712745666504,worker1,0.17607712745666504,787791,1306,0.0,0,0,0.0,0,0
72,1,0.4493401050567627,4,4,1,1,0.9986476302146912,2889086,0.2654392719268799,worker1->worker2,0.1779189109802246,787791,1050035,0.08752036094665527,1049954,1306,0.0,0,0
73,1,0.25551533699035645,4,4,1,0,0.8037588000297546,789097,0.17391729354858398,worker1,0.17391729354858398,787791,1306,0.0,0,0,0.0,0,0
74,1,0.4456479549407959,4,2,0,1,0.7421783804893494,2889086,0.26192498207092285,worker1->worker2,0.17442798614501953,787791,1050035,0.08749699592590332,1049954,1306,0.0,0,0
75,1,0.2566952705383301,2,2,1,0,0.9550084471702576,789097,0.17495417594909668,worker1,0.17495417594909668,787791,1306,0.0,0,0,0.0,0,0
76,1,0.44769954681396484,1,1,1,1,0.9961819648742676,2889086,0.26392078399658203,worker1->worker2,0.17652487754821777,787791,1050035,0.08739590644836426,1049954,1306,0.0,0,0
77,1,0.2602205276489258,3,3,1,0,0.6316795945167542,789097,0.17868518829345703,worker1,0.17868518829345703,787791,1306,0.0,0,0,0.0,0,0
78,1,0.25675272941589355,7,7,1,0,0.9940582513809204,789097,0.17499637603759766,worker1,0.17499637603759766,787791,1306,0.0,0,0,0.0,0,0
79,1,0.448305606842041,3,3,1,1,0.9919747710227966,2889086,0.2633528709411621,worker1->worker2,0.17597341537475586,787791,1050035,0.08737945556640625,1049954,1306,0.0,0,0
80,1,0.25815916061401367,0,0,1,0,0.9370529651641846,789097,0.17659330368041992,worker1,0.17659330368041992,787791,1306,0.0,0,0,0.0,0,0
81,1,0.25610852241516113,1,1,1,0,0.9790249466896057,789097,0.17447352409362793,worker1,0.17447352409362793,787791,1306,0.0,0,0,0.0,0,0
82,1,0.257488489151001,6,6,1,0,0.9845591187477112,789097,0.17566728591918945,worker1,0.17566728591918945,787791,1306,0.0,0,0,0.0,0,0
83,1,0.2591571807861328,3,3,1,0,0.5457106232643127,789097,0.17768263816833496,worker1,0.17768263816833496,787791,1306,0.0,0,0,0.0,0,0
84,1,0.25887203216552734,2,2,1,0,0.8665900230407715,789097,0.17721915245056152,worker1,0.17721915245056152,787791,1306,0.0,0,0,0.0,0,0
85,1,0.2594106197357178,5,6,0,0,0.851811945438385,789096,0.17782306671142578,worker1,0.17782306671142578,787791,1305,0.0,0,0,0.0,0,0
86,1,0.257274866104126,7,7,1,0,0.9872860312461853,789097,0.17553138732910156,worker1,0.17553138732910156,787791,1306,0.0,0,0,0.0,0,0
87,1,0.5747218132019043,0,2,0,2,0.9273052215576172,3940491,0.3178427219390869,worker1->worker2->jetson,0.1834242343902588,787791,1050035,0.0881047248840332,1049954,525744,0.04631376266479492,525662,1305
88,1,0.4529290199279785,4,4,1,1,0.8124669194221497,2889086,0.2678256034851074,worker1->worker2,0.17633914947509766,787791,1050035,0.09148645401000977,1049954,1306,0.0,0,0
89,1,0.25836730003356934,7,4,0,0,0.5141457915306091,789097,0.17727422714233398,worker1,0.17727422714233398,787791,1306,0.0,0,0,0.0,0,0
90,1,0.25662755966186523,9,9,1,0,0.9753684997558594,789097,0.17589831352233887,worker1,0.17589831352233887,787791,1306,0.0,0,0,0.0,0,0
91,1,0.25881457328796387,8,8,1,0,0.9957560896873474,789097,0.17727375030517578,worker1,0.17727375030517578,787791,1306,0.0,0,0,0.0,0,0
92,1,0.2583281993865967,9,9,1,0,0.8588131070137024,789097,0.17684388160705566,worker1,0.17684388160705566,787791,1306,0.0,0,0,0.0,0,0
93,1,0.26071834564208984,8,8,1,0,0.9948086142539978,789097,0.17924189567565918,worker1,0.17924189567565918,787791,1306,0.0,0,0,0.0,0,0
94,1,0.2581660747528076,2,2,1,0,0.7563768029212952,789097,0.1767120361328125,worker1,0.1767120361328125,787791,1306,0.0,0,0,0.0,0,0
95,1,0.25785398483276367,4,4,1,0,0.8941937685012817,789097,0.17623400688171387,worker1,0.17623400688171387,787791,1306,0.0,0,0,0.0,0,0
96,1,0.2597315311431885,0,0,1,0,0.9445880651473999,789097,0.17812061309814453,worker1,0.17812061309814453,787791,1306,0.0,0,0,0.0,0,0
97,1,0.25898051261901855,0,0,1,0,0.9662508368492126,789097,0.17722463607788086,worker1,0.17722463607788086,787791,1306,0.0,0,0,0.0,0,0
98,1,0.25864338874816895,3,3,1,0,0.9332177042961121,789097,0.1771237850189209,worker1,0.1771237850189209,787791,1306,0.0,0,0,0.0,0,0
99,1,0.2591238021850586,1,1,1,0,0.9223015308380127,789097,0.177870512008667,worker1,0.177870512008667,787791,1306,0.0,0,0,0.0,0,0
100,1,0.2603733539581299,8,8,1,0,0.672734797000885,789102,0.17859768867492676,worker1,0.17859768867492676,787794,1308,0.0,0,0,0.0,0,0
101,1,0.2580997943878174,3,3,1,0,0.7014395594596863,789103,0.1762218475341797,worker1,0.1762218475341797,787794,1309,0.0,0,0,0.0,0,0
102,1,0.46886444091796875,2,2,1,1,0.9445139169692993,2889098,0.28237152099609375,worker1->worker2,0.17748045921325684,787794,1050038,0.10489106178283691,1049957,1309,0.0,0,0
103,1,0.45116138458251953,3,2,0,1,0.7444760799407959,2889098,0.2681400775909424,worker1->worker2,0.178330659866333,787794,1050038,0.08980941772460938,1049957,1309,0.0,0,0
104,1,0.25903916358947754,4,4,1,0,0.7834140658378601,789103,0.17723822593688965,worker1,0.17723822593688965,787794,1309,0.0,0,0,0.0,0,0
105,1,0.2568697929382324,8,0,0,0,0.5181133151054382,789103,0.1756279468536377,worker1,0.1756279468536377,787794,1309,0.0,0,0,0.0,0,0
106,1,0.25837230682373047,7,3,0,0,0.6599606275558472,789103,0.17775940895080566,worker1,0.17775940895080566,787794,1309,0.0,0,0,0.0,0,0
107,1,0.25809264183044434,1,1,1,0,0.991955578327179,789102,0.1769251823425293,worker1,0.1769251823425293,787794,1308,0.0,0,0,0.0,0,0
108,1,0.2586658000946045,3,3,1,0,0.842523992061615,789102,0.17826056480407715,worker1,0.17826056480407715,787794,1308,0.0,0,0,0.0,0,0
109,1,0.44908738136291504,3,3,1,1,0.8826091885566711,2889098,0.2656593322753906,worker1->worker2,0.17656254768371582,787794,1050038,0.0890967845916748,1049957,1309,0.0,0,0
110,1,0.2556147575378418,9,9,1,0,0.9956049919128418,789103,0.17420029640197754,worker1,0.17420029640197754,787794,1309,0.0,0,0,0.0,0,0
111,1,0.2579798698425293,3,3,1,0,0.5607069730758667,789103,0.1769254207611084,worker1,0.1769254207611084,787794,1309,0.0,0,0,0.0,0,0
112,1,0.25652480125427246,1,1,1,0,0.9991286396980286,789103,0.17622160911560059,worker1,0.17622160911560059,787794,1309,0.0,0,0,0.0,0,0
113,1,0.2584662437438965,9,9,1,0,0.989467442035675,789102,0.17743253707885742,worker1,0.17743253707885742,787794,1308,0.0,0,0,0.0,0,0
114,1,0.4493217468261719,2,2,1,1,0.7422031760215759,2889098,0.26558375358581543,worker1->worker2,0.1766221523284912,787794,1050038,0.08896160125732422,1049957,1309,0.0,0,0
115,1,0.2552495002746582,9,9,1,0,0.9962735176086426,789103,0.17476987838745117,worker1,0.17476987838745117,787794,1309,0.0,0,0,0.0,0,0
116,1,0.5788793563842773,2,2,1,2,0.9393973350524902,3940509,0.3170297145843506,worker1->worker2->jetson,0.17604494094848633,787794,1050038,0.08904528617858887,1049957,525747,0.05193948745727539,525665,1308
117,1,0.2565340995788574,1,1,1,0,0.9429910778999329,789103,0.1748182773590088,worker1,0.1748182773590088,787794,1309,0.0,0,0,0.0,0,0
118,1,0.2577214241027832,6,6,1,0,0.9966069459915161,789103,0.1761457920074463,worker1,0.1761457920074463,787794,1309,0.0,0,0,0.0,0,0
119,1,0.6174144744873047,6,6,1,2,0.9876275062561035,3940509,0.34746623039245605,worker1->worker2->jetson,0.17701220512390137,787794,1050038,0.09305095672607422,1049957,525747,0.07740306854248047,525665,1308
120,1,0.25800418853759766,0,2,0,0,0.6317288875579834,789103,0.17647719383239746,worker1,0.17647719383239746,787794,1309,0.0,0,0,0.0,0,0
121,1,0.45220136642456055,2,2,1,1,0.9816023707389832,2889098,0.26757240295410156,worker1->worker2,0.17717766761779785,787794,1050038,0.09039473533630371,1049957,1309,0.0,0,0
122,1,0.2581179141998291,2,2,1,0,0.7423500418663025,789103,0.17647123336791992,worker1,0.17647123336791992,787794,1309,0.0,0,0,0.0,0,0
123,1,0.25711846351623535,9,9,1,0,0.8833431601524353,789103,0.17540550231933594,worker1,0.17540550231933594,787794,1309,0.0,0,0,0.0,0,0
124,1,0.2577030658721924,2,2,1,0,0.7477583289146423,789103,0.17656946182250977,worker1,0.17656946182250977,787794,1309,0.0,0,0,0.0,0,0
125,1,0.2623417377471924,8,8,1,0,0.9998223185539246,789103,0.18163442611694336,worker1,0.18163442611694336,787794,1309,0.0,0,0,0.0,0,0
126,1,0.25745487213134766,5,5,1,0,0.9447616934776306,789103,0.1761305332183838,worker1,0.1761305332183838,787794,1309,0.0,0,0,0.0,0,0
127,1,0.2578597068786621,7,4,0,0,0.7605425715446472,789103,0.17716455459594727,worker1,0.17716455459594727,787794,1309,0.0,0,0,0.0,0,0
128,1,0.25768113136291504,4,4,1,0,0.9537465572357178,789103,0.17589688301086426,worker1,0.17589688301086426,787794,1309,0.0,0,0,0.0,0,0
129,1,0.45044493675231934,6,6,1,1,0.9998577833175659,2889098,0.2668421268463135,worker1->worker2,0.17876005172729492,787794,1050038,0.08808207511901855,1049957,1309,0.0,0,0
130,1,0.25847601890563965,3,3,1,0,0.5644172430038452,789103,0.17698884010314941,worker1,0.17698884010314941,787794,1309,0.0,0,0,0.0,0,0
131,1,0.44803524017333984,6,4,0,1,0.6518911123275757,2889098,0.2641029357910156,worker1->worker2,0.17500543594360352,787794,1050038,0.08909749984741211,1049957,1309,0.0,0,0
132,1,0.5626366138458252,2,2,1,2,0.9807009696960449,3940509,0.3082590103149414,worker1->worker2->jetson,0.17561864852905273,787794,1050038,0.08844184875488281,1049957,525747,0.04419851303100586,525665,1308
133,1,0.256577730178833,9,9,1,0,0.9998114705085754,789103,0.17500877380371094,worker1,0.17500877380371094,787794,1309,0.0,0,0,0.0,0,0
134,1,0.47012925148010254,3,5,0,1,0.9955881834030151,2889098,0.2800321578979492,worker1->worker2,0.17748665809631348,787794,1050038,0.10254549980163574,1049957,1309,0.0,0,0
135,1,0.2605855464935303,1,1,1,0,0.9990394711494446,789103,0.17845749855041504,worker1,0.17845749855041504,787794,1309,0.0,0,0,0.0,0,0
136,1,0.25658249855041504,2,2,1,0,0.9556916356086731,789103,0.17486929893493652,worker1,0.17486929893493652,787794,1309,0.0,0,0,0.0,0,0
137,1,0.26194334030151367,1,1,1,0,0.9885877370834351,789103,0.18042993545532227,worker1,0.18042993545532227,787794,1309,0.0,0,0,0.0,0,0
138,1,0.4482431411743164,7,7,1,1,0.8400796055793762,2889098,0.26369476318359375,worker1->worker2,0.17609000205993652,787794,1050038,0.08760476112365723,1049957,1309,0.0,0,0
139,1,0.25664806365966797,3,7,0,0,0.8952183723449707,789103,0.17532992362976074,worker1,0.17532992362976074,787794,1309,0.0,0,0,0.0,0,0
140,1,0.25905489921569824,6,6,1,0,0.9175978302955627,789103,0.17783117294311523,worker1,0.17783117294311523,787794,1309,0.0,0,0,0.0,0,0
141,1,0.27401280403137207,3,3,1,0,0.7962790727615356,789103,0.19236421585083008,worker1,0.19236421585083008,787794,1309,0.0,0,0,0.0,0,0
142,1,0.2599520683288574,1,1,1,0,0.7913181185722351,789103,0.17824816703796387,worker1,0.17824816703796387,787794,1309,0.0,0,0,0.0,0,0
143,1,0.25723791122436523,3,3,1,0,0.9595230221748352,789103,0.17570185661315918,worker1,0.17570185661315918,787794,1309,0.0,0,0,0.0,0,0
144,1,0.25826120376586914,9,9,1,0,0.9885985851287842,789103,0.17667698860168457,worker1,0.17667698860168457,787794,1309,0.0,0,0,0.0,0,0
145,1,0.4473106861114502,0,0,1,1,0.8322462439537048,2889098,0.26406431198120117,worker1->worker2,0.1763763427734375,787794,1050038,0.08768796920776367,1049957,1309,0.0,0,0
146,1,0.5716760158538818,5,5,1,2,0.9995189905166626,3940509,0.31247830390930176,worker1->worker2->jetson,0.1741476058959961,787794,1050038,0.08768844604492188,1049957,525747,0.05064225196838379,525665,1308
147,1,0.2556285858154297,5,5,1,0,0.8195814490318298,789103,0.17411112785339355,worker1,0.17411112785339355,787794,1309,0.0,0,0,0.0,0,0
148,1,0.45238780975341797,4,4,1,1,0.9628766179084778,2889098,0.2673618793487549,worker1->worker2,0.1751575469970703,787794,1050038,0.09220433235168457,1049957,1309,0.0,0,0
149,1,0.4493696689605713,6,4,0,1,0.7439014911651611,2889098,0.26313281059265137,worker1->worker2,0.1746048927307129,787794,1050038,0.08852791786193848,1049957,1309,0.0,0,0
150,1,0.2576158046722412,2,2,1,0,0.7956283688545227,789103,0.17585277557373047,worker1,0.17585277557373047,787794,1309,0.0,0,0,0.0,0,0
151,1,0.25826215744018555,5,5,1,0,0.657609760761261,789102,0.17665696144104004,worker1,0.17665696144104004,787794,1308,0.0,0,0,0.0,0,0
152,1,0.25759363174438477,7,7,1,0,0.9819431900978088,789103,0.17641043663024902,worker1,0.17641043663024902,787794,1309,0.0,0,0,0.0,0,0
153,1,0.25891852378845215,7,7,1,0,0.9998748302459717,789103,0.1786060333251953,worker1,0.1786060333251953,787794,1309,0.0,0,0,0.0,0,0
154,1,0.4438164234161377,6,6,1,1,0.9646281599998474,2889098,0.25952720642089844,worker1->worker2,0.1708528995513916,787794,1050038,0.08867430686950684,1049957,1309,0.0,0,0
155,1,0.2548372745513916,8,8,1,0,0.877966582775116,789102,0.17336034774780273,worker1,0.17336034774780273,787794,1308,0.0,0,0,0.0,0,0
156,1,0.2523987293243408,2,2,1,0,0.7509175539016724,789103,0.17083525657653809,worker1,0.17083525657653809,787794,1309,0.0,0,0,0.0,0,0
157,1,0.251863956451416,8,8,1,0,0.9851484298706055,789103,0.17009806632995605,worker1,0.17009806632995605,787794,1309,0.0,0,0,0.0,0,0
158,1,0.2515299320220947,2,2,1,0,0.8487676978111267,789103,0.17004847526550293,worker1,0.17004847526550293,787794,1309,0.0,0,0,0.0,0,0
159,1,0.5613338947296143,3,9,0,2,0.7863166332244873,3940509,0.3063652515411377,worker1->worker2->jetson,0.16968536376953125,787794,1050038,0.08935284614562988,1049957,525747,0.04732704162597656,525665,1308
160,1,0.25388002395629883,6,2,0,0,0.9079875349998474,789103,0.1727302074432373,worker1,0.1727302074432373,787794,1309,0.0,0,0,0.0,0,0
161,1,0.2557997703552246,7,7,1,0,0.9837533235549927,789103,0.17437028884887695,worker1,0.17437028884887695,787794,1309,0.0,0,0,0.0,0,0
162,1,0.2516140937805176,4,4,1,0,0.7649499177932739,789103,0.17009282112121582,worker1,0.17009282112121582,787794,1309,0.0,0,0,0.0,0,0
163,1,0.4522511959075928,3,3,1,1,0.723985493183136,2889097,0.26639461517333984,worker1->worker2,0.17467236518859863,787794,1050038,0.09172224998474121,1049957,1308,0.0,0,0
164,1,0.25634312629699707,9,9,1,0,0.9463474154472351,789103,0.1745753288269043,worker1,0.1745753288269043,787794,1309,0.0,0,0,0.0,0,0
165,1,0.25242066383361816,6,6,1,0,0.8964582681655884,789103,0.17132806777954102,worker1,0.17132806777954102,787794,1309,0.0,0,0,0.0,0,0
166,1,0.2558772563934326,6,6,1,0,0.9990078806877136,789103,0.17403912544250488,worker1,0.17403912544250488,787794,1309,0.0,0,0,0.0,0,0
