sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id
59,1,0.3132171630859375,4,4,1,
60,1,0.3148808479309082,8,8,1,
61,1,0.3117985725402832,9,9,1,
62,1,0.311176061630249,5,5,1,
63,1,0.30797624588012695,4,4,1,
64,1,0.30775022506713867,8,8,1,
65,1,0.31200146675109863,2,2,1,
66,1,0.31156229972839355,5,3,0,
67,1,0.3142580986022949,6,6,1,
68,1,0.3108494281768799,5,3,0,
69,1,0.31462550163269043,0,0,1,
70,1,0.30955028533935547,7,7,1,
71,1,0.3142366409301758,7,7,1,
72,1,0.31208205223083496,0,8,0,
73,1,0.3142123222351074,6,6,1,
74,1,0.3078880310058594,3,3,1,
75,1,0.3129301071166992,6,6,1,
76,1,0.30690598487854004,1,1,1,
77,1,0.32509779930114746,5,5,1,
78,1,0.31032705307006836,0,0,1,
79,1,0.31633615493774414,2,2,1,
80,1,0.3178901672363281,1,1,1,
81,1,0.3162243366241455,5,5,1,
82,1,0.3123781681060791,6,6,1,
83,1,0.31632280349731445,7,7,1,
84,1,0.30702829360961914,7,7,1,
85,1,0.3148460388183594,6,6,1,
86,1,0.3126206398010254,9,9,1,
87,1,0.3171107769012451,3,3,1,
88,1,0.317962646484375,9,9,1,
89,1,0.32227325439453125,8,8,1,
90,1,0.3137698173522949,9,9,1,
91,1,0.3186347484588623,1,1,1,
92,1,0.3130974769592285,3,3,1,
93,1,0.3170325756072998,7,7,1,
94,1,0.32138562202453613,4,2,0,
95,1,0.31460118293762207,5,5,1,
96,1,0.31651902198791504,1,1,1,
97,1,0.3177058696746826,0,9,0,
98,1,0.32639551162719727,3,4,0,
99,1,0.31605076789855957,4,4,1,
100,1,0.30886197090148926,8,8,1,
101,1,0.31191158294677734,5,5,1,
102,1,0.30983662605285645,9,9,1,
103,1,0.3109297752380371,4,4,1,
104,1,0.309401273727417,1,1,1,
105,1,0.31254124641418457,2,2,1,
106,1,0.3097805976867676,0,0,1,
107,1,0.3137662410736084,1,1,1,
108,1,0.31220507621765137,1,1,1,
109,1,0.30987095832824707,7,7,1,
110,1,0.3129110336303711,1,1,1,
111,1,0.30683302879333496,4,4,1,
112,1,0.3068389892578125,9,9,1,
113,1,0.30843377113342285,7,7,1,
114,1,0.3135261535644531,6,6,1,
115,1,0.3152780532836914,4,4,1,
116,1,0.31334924697875977,3,3,1,
117,1,0.3116590976715088,6,6,1,
118,1,0.3110389709472656,9,9,1,
119,1,0.31473255157470703,1,1,1,
120,1,0.3072967529296875,6,6,1,
121,1,0.3151078224182129,4,4,1,
122,1,0.3081028461456299,9,9,1,
123,1,0.31055688858032227,4,4,1,
124,1,0.30740809440612793,0,0,1,
125,1,0.3119513988494873,0,0,1,
126,1,0.3098626136779785,3,3,1,
127,1,0.3186323642730713,0,6,0,
128,1,0.31084251403808594,5,3,0,
129,1,0.31479382514953613,7,7,1,
130,1,0.314009428024292,1,9,0,
131,1,0.31194472312927246,8,8,1,
132,1,0.31296348571777344,2,2,1,
133,1,0.3169138431549072,1,1,1,
134,1,0.3074653148651123,3,3,1,
135,1,0.315671443939209,4,4,1,
136,1,0.3135716915130615,3,0,0,
137,1,0.3125874996185303,0,0,1,
138,1,0.3258097171783447,8,8,1,
139,1,0.3103480339050293,2,5,0,
140,1,0.31185007095336914,4,4,1,
141,1,0.3139219284057617,9,9,1,
142,1,0.3111867904663086,3,3,1,
143,1,0.311337947845459,0,0,1,
144,1,0.3141202926635742,5,5,1,
145,1,0.3089017868041992,8,8,1,
146,1,0.3135559558868408,9,9,1,
147,1,0.30794358253479004,5,5,1,
148,1,0.30988407135009766,4,4,1,
149,1,0.31435346603393555,9,9,1,
150,1,0.3157784938812256,9,9,1,
151,1,0.30988335609436035,3,3,1,
152,1,0.32047152519226074,3,3,1,
153,1,0.31254148483276367,8,8,1,
154,1,0.31934070587158203,6,6,1,
155,1,0.3148629665374756,3,3,1,
156,1,0.3120296001434326,5,5,1,
157,1,0.3177049160003662,7,7,1,
158,1,0.3140451908111572,8,3,0,
159,1,0.31572937965393066,3,3,1,
160,1,0.31496667861938477,9,9,1,
161,1,0.3199887275695801,4,4,1,
162,1,0.31919384002685547,5,3,0,
163,1,0.31285738945007324,5,5,1,
164,1,0.3178422451019287,4,4,1,
165,1,0.3119978904724121,2,2,1,
166,1,0.31688976287841797,2,2,1,
167,1,0.3300909996032715,8,8,1,
168,1,0.3284633159637451,8,8,1,
169,1,0.32209038734436035,2,2,1,
170,1,0.31398677825927734,4,4,1,
171,1,0.32058000564575195,0,0,1,
172,1,0.32205820083618164,3,3,1,
173,1,0.32744359970092773,0,0,1,
174,1,0.31567931175231934,6,6,1,
175,1,0.3337562084197998,4,4,1,
176,1,0.33701062202453613,6,4,0,
177,1,0.3152456283569336,8,8,1,
178,1,0.32649803161621094,9,9,1,
179,1,0.32010340690612793,8,8,1,
180,1,0.3353605270385742,0,0,1,
181,1,0.3270909786224365,9,9,1,
182,1,0.32734203338623047,0,0,1,
183,1,0.3184232711791992,5,7,0,
184,1,0.3152585029602051,6,6,1,
185,1,0.3269622325897217,6,6,1,
186,1,0.32491135597229004,9,1,0,
187,1,0.32198119163513184,4,4,1,
188,1,0.3177330493927002,7,7,1,
189,1,0.3277926445007324,1,1,1,
190,1,0.33440303802490234,1,1,1,
191,1,0.32973599433898926,5,5,1,
192,1,0.3261263370513916,4,4,1,
193,1,0.32767176628112793,7,7,1,
194,1,0.3200998306274414,6,6,1,
195,1,0.33440470695495605,8,8,1,
196,1,0.33112621307373047,7,7,1,
197,1,0.33420467376708984,3,3,1,
198,1,0.33011436462402344,2,2,1,
199,1,0.32808613777160645,1,1,1,
200,1,0.32787346839904785,9,0,0,
201,1,0.33752965927124023,0,0,1,
202,1,0.3372957706451416,1,1,1,
203,1,0.3284778594970703,7,7,1,
204,1,0.32543039321899414,0,0,1,
205,1,0.33005833625793457,7,3,0,
206,1,0.3422114849090576,0,0,1,
207,1,0.3316528797149658,9,9,1,
208,1,0.33356189727783203,1,1,1,
209,1,0.33136987686157227,6,6,1,
210,1,0.32950401306152344,0,0,1,
211,1,0.33136844635009766,2,2,1,
212,1,0.3315556049346924,8,8,1,
213,1,0.33633875846862793,8,9,0,
214,1,0.3293302059173584,8,8,1,
215,1,0.33516764640808105,7,7,1,
216,1,0.33657407760620117,6,6,1,
217,1,0.33840489387512207,0,0,1,
218,1,0.35277557373046875,8,8,1,
219,1,0.33574914932250977,9,9,1,
220,1,0.35161805152893066,4,4,1,
221,1,0.3412446975708008,1,1,1,
222,1,0.33840513229370117,6,6,1,
223,1,0.33144187927246094,6,6,1,
224,1,0.3368988037109375,4,4,1,
225,1,0.333723783493042,2,0,0,
226,1,0.34205031394958496,5,3,0,
227,1,0.33867359161376953,1,1,1,
228,1,0.32477331161499023,7,7,1,
229,1,0.33097171783447266,3,3,1,
230,1,0.34391307830810547,4,4,1,
231,1,0.33602118492126465,3,3,1,
232,1,0.3286595344543457,7,7,1,
233,1,0.34674882888793945,2,2,1,
234,1,0.3397238254547119,5,5,1,
235,1,0.3435366153717041,8,8,1,
236,1,0.3512074947357178,7,7,1,
237,1,0.337139368057251,7,7,1,
238,1,0.3356621265411377,3,3,1,
239,1,0.33393430709838867,3,8,0,
240,1,0.34169626235961914,8,8,1,
241,1,0.34265708923339844,9,9,1,
242,1,0.33588433265686035,0,0,1,
243,1,0.3529322147369385,0,0,1,
244,1,0.34323954582214355,4,4,1,
245,1,0.3389923572540283,8,8,1,
246,1,0.35141921043395996,7,7,1,
247,1,0.3509993553161621,0,0,1,
248,1,0.3448023796081543,2,2,1,
249,1,0.3509964942932129,2,2,1,
250,1,0.34853053092956543,4,7,0,
251,1,0.34307312965393066,1,1,1,
252,1,0.3463926315307617,5,5,1,
253,1,0.34362196922302246,5,5,1,
254,1,0.3939974308013916,9,9,1,
255,1,0.3348524570465088,0,0,1,
256,1,0.35114359855651855,6,6,1,
257,1,0.3540651798248291,1,8,0,
258,1,0.3560783863067627,0,0,1,
259,1,0.35236167907714844,4,4,1,
260,1,0.3462364673614502,9,9,1,
261,1,0.3963303565979004,1,1,1,
262,1,0.3438258171081543,3,3,1,
263,1,0.34935832023620605,8,8,1,
264,1,0.35178518295288086,6,6,1,
265,1,0.3518245220184326,6,6,1,
266,1,0.3535599708557129,6,6,1,
267,1,0.34870243072509766,5,3,0,
268,1,0.3477046489715576,7,7,1,
269,1,0.3604860305786133,4,2,0,
270,1,0.34651827812194824,5,5,1,
271,1,0.35773491859436035,5,5,1,
272,1,0.3624589443206787,3,3,1,
273,1,0.3519763946533203,9,9,1,
274,1,0.3491959571838379,1,1,1,
275,1,0.34647202491760254,5,5,1,
276,1,0.4085514545440674,1,1,1,
277,1,0.36127495765686035,2,2,1,
278,1,0.3634815216064453,6,6,1,
279,1,0.3634071350097656,4,4,1,
280,1,0.3541123867034912,0,0,1,
281,1,0.36678647994995117,0,0,1,
282,1,0.35500073432922363,6,6,1,
283,1,0.3547701835632324,8,8,1,
284,1,0.36098599433898926,8,8,1,
285,1,0.35896968841552734,0,0,1,
286,1,0.35170960426330566,7,7,1,
287,1,0.3576505184173584,2,2,1,
288,1,0.34942173957824707,5,5,1,
289,1,0.3684709072113037,9,9,1,
290,1,0.35387372970581055,9,9,1,
291,1,0.3576059341430664,9,9,1,
292,1,0.3560762405395508,7,4,0,
293,1,0.35526299476623535,6,6,1,
294,1,0.36075878143310547,5,5,1,
295,1,0.3641946315765381,0,8,0,
296,1,0.35552191734313965,1,1,1,
297,1,0.35579752922058105,8,8,1,
298,1,0.36315035820007324,9,9,1,
299,1,0.3606603145599365,6,6,1,
300,1,0.3635532855987549,5,5,1,
301,1,0.39717841148376465,5,5,1,
302,1,0.3499288558959961,7,7,1,
303,1,0.3647775650024414,6,6,1,
304,1,0.3643796443939209,8,8,1,
305,1,0.3613262176513672,2,2,1,
306,1,0.36565685272216797,2,2,1,
307,1,0.3534998893737793,7,7,1,
308,1,0.36124277114868164,7,7,1,
309,1,0.3577706813812256,9,9,1,
310,1,0.358196496963501,5,5,1,
311,1,0.36232519149780273,3,5,0,
312,1,0.3540198802947998,3,3,1,
313,1,0.3558821678161621,3,3,1,
314,1,0.4086599349975586,7,7,1,
315,1,0.35547757148742676,4,4,1,
316,1,0.3662147521972656,4,4,1,
317,1,0.4034423828125,8,8,1,
318,1,0.3598923683166504,8,8,1,
319,1,0.3676762580871582,3,3,1,
320,1,0.3616514205932617,9,9,1,
321,1,0.3648664951324463,3,3,1,
322,1,0.3668026924133301,8,8,1,
323,1,0.36135363578796387,6,6,1,
324,1,0.35596585273742676,9,9,1,
325,1,0.36386704444885254,9,9,1,
326,1,0.4024360179901123,5,5,1,
327,1,0.3637046813964844,5,3,0,
328,1,0.40363574028015137,4,4,1,
329,1,0.36214447021484375,2,5,0,
330,1,0.3664543628692627,1,1,1,
331,1,0.3594205379486084,1,1,1,
332,1,0.36313319206237793,3,3,1,
333,1,0.3686552047729492,9,9,1,
334,1,0.4129927158355713,2,2,1,
335,1,0.36777544021606445,0,0,1,
336,1,0.3539750576019287,1,1,1,
337,1,0.3808302879333496,4,4,1,
338,1,0.3871333599090576,4,4,1,
339,1,0.4125809669494629,1,1,1,
340,1,0.3605163097381592,0,0,1,
341,1,0.36368799209594727,2,2,1,
342,1,0.36867308616638184,5,5,1,
343,1,0.3659510612487793,8,8,1,
344,1,0.3532562255859375,2,2,1,
345,1,0.37693095207214355,8,8,1,
346,1,0.3844761848449707,2,2,1,
347,1,0.4149937629699707,7,7,1,
348,1,0.36487364768981934,0,9,0,
349,1,0.3668854236602783,9,1,0,
350,1,0.3669712543487549,3,3,1,
351,1,0.4095182418823242,4,4,1,
352,1,0.3697953224182129,9,1,0,
353,1,0.41376256942749023,1,1,1,
354,1,0.41254425048828125,2,2,1,
355,1,0.3707289695739746,8,8,1,
356,1,0.4048647880554199,9,9,1,
357,1,0.3655705451965332,8,8,1,
358,1,0.36482787132263184,7,7,1,
359,1,0.3585810661315918,3,3,1,
360,1,0.4203002452850342,6,6,1,
361,1,0.36559343338012695,8,8,1,
362,1,0.36892175674438477,2,2,1,
363,1,0.3835010528564453,6,6,1,
364,1,0.39041924476623535,1,1,1,
365,1,0.411834716796875,6,2,0,
366,1,0.3487825393676758,9,9,1,
367,1,0.4069859981536865,1,1,1,
368,1,0.4442925453186035,6,6,1,
369,1,0.3587038516998291,5,3,0,
370,1,0.37071895599365234,7,7,1,
371,1,0.36154985427856445,2,2,1,
372,1,0.4081234931945801,1,1,1,
373,1,0.4133009910583496,9,9,1,
374,1,0.369657039642334,8,8,1,
375,1,0.39710330963134766,1,1,1,
376,1,0.410722017288208,4,4,1,
377,1,0.3666555881500244,9,9,1,
378,1,0.4084932804107666,2,2,1,
379,1,0.4073617458343506,5,5,1,
380,1,0.36765599250793457,3,3,1,
381,1,0.404951810836792,1,1,1,
382,1,0.4196507930755615,9,9,1,
383,1,0.4137892723083496,2,2,1,
384,1,0.3642256259918213,2,2,1,
385,1,0.4041755199432373,7,7,1,
386,1,0.3632545471191406,5,5,1,
387,1,0.4075167179107666,1,1,1,
388,1,0.41594791412353516,3,3,1,
389,1,0.3596787452697754,9,9,1,
390,1,0.4277048110961914,7,7,1,
391,1,0.4119150638580322,5,5,1,
392,1,0.38273143768310547,2,2,1,
393,1,0.3603785037994385,8,8,1,
394,1,0.36891627311706543,7,7,1,
395,1,0.45403289794921875,8,8,1,
396,1,0.4295206069946289,2,2,1,
397,1,0.38643670082092285,8,0,0,
398,1,0.36554479598999023,3,3,1,
399,1,0.4182090759277344,2,2,1,
400,1,0.3717169761657715,6,6,1,
401,1,0.42142820358276367,6,6,1,
402,1,0.41666221618652344,3,3,1,
403,1,0.3700141906738281,2,2,1,
404,1,0.4099910259246826,4,4,1,
405,1,0.48664355278015137,9,9,1,
406,1,0.40073704719543457,7,7,1,
407,1,0.37384915351867676,1,1,1,
408,1,0.39237475395202637,0,0,1,
409,1,0.3632330894470215,8,8,1,
410,1,0.4111051559448242,6,6,1,
411,1,0.3605835437774658,3,3,1,
412,1,0.3995628356933594,6,6,1,
413,1,0.3731718063354492,4,5,0,
414,1,0.36831116676330566,9,9,1,
415,1,0.36967992782592773,2,2,1,
416,1,0.416210412979126,6,6,1,
417,1,0.36896181106567383,5,5,1,
418,1,0.4541609287261963,5,3,0,
419,1,0.4147043228149414,4,4,1,
420,1,0.41998720169067383,3,3,1,
421,1,0.37311410903930664,8,8,1,
422,1,0.4063913822174072,1,1,1,
423,1,0.4109680652618408,3,3,1,
424,1,0.4147307872772217,0,3,0,
425,1,0.4178948402404785,5,7,0,
426,1,0.41739940643310547,6,6,1,
427,1,0.39356040954589844,4,4,1,
428,1,0.41333746910095215,2,2,1,
429,1,0.3745114803314209,0,0,1,
430,1,0.5155429840087891,9,9,1,
431,1,0.3650686740875244,7,7,1,
432,1,0.42818665504455566,6,6,1,
433,1,0.3681941032409668,2,2,1,
434,1,0.4142894744873047,7,7,1,
435,1,0.410952091217041,7,7,1,
436,1,0.3704872131347656,8,8,1,
437,1,0.36336326599121094,7,7,1,
438,1,0.4465796947479248,1,1,1,
439,1,0.4291672706604004,8,8,1,
440,1,0.36370110511779785,2,2,1,
441,1,0.41391849517822266,0,0,1,
442,1,0.40607571601867676,6,6,1,
443,1,0.5047266483306885,8,8,1,
444,1,0.4082050323486328,0,0,1,
445,1,0.4164440631866455,6,6,1,
446,1,0.4138185977935791,3,3,1,
447,1,0.4151184558868408,7,7,1,
448,1,0.4067835807800293,8,8,1,
449,1,0.36547374725341797,0,0,1,
450,1,0.37033677101135254,8,8,1,
451,1,0.456906795501709,2,2,1,
452,1,0.4392235279083252,7,7,1,
453,1,0.38244152069091797,7,7,1,
454,1,0.3712043762207031,5,5,1,
455,1,0.4113023281097412,9,9,1,
456,1,0.37058138847351074,4,4,1,
457,1,0.42228078842163086,4,4,1,
458,1,0.3674952983856201,9,9,1,
459,1,0.37491941452026367,5,5,1,
460,1,0.4213860034942627,1,1,1,
461,1,0.4351627826690674,2,9,0,
462,1,0.4476146697998047,6,6,1,
463,1,0.41216611862182617,4,4,1,
464,1,0.4666731357574463,9,9,1,
465,1,0.4035074710845947,4,4,1,
466,1,0.3792762756347656,4,6,0,
467,1,0.4378366470336914,5,5,1,
468,1,0.4154696464538574,4,4,1,
469,1,0.4102160930633545,5,4,0,
470,1,0.4563252925872803,3,3,1,
471,1,0.46610140800476074,3,7,0,
472,1,0.4219377040863037,5,5,1,
473,1,0.4165763854980469,1,8,0,
474,1,0.42902588844299316,8,8,1,
475,1,0.4250972270965576,0,0,1,
476,1,0.4073183536529541,9,9,1,
477,1,0.42095398902893066,6,6,1,
478,1,0.4158790111541748,5,3,0,
479,1,0.41295504570007324,0,8,0,
480,1,0.411785364151001,0,0,1,
481,1,0.37351393699645996,2,2,1,
482,1,0.41111254692077637,8,8,1,
483,1,0.41870927810668945,1,1,1,
484,1,0.46101903915405273,9,9,1,
485,1,0.4203205108642578,8,8,1,
486,1,0.4137227535247803,3,4,0,
487,1,0.4642508029937744,0,0,1,
488,1,0.3678171634674072,6,6,1,
489,1,0.4126274585723877,4,0,0,
490,1,0.4550037384033203,8,8,1,
491,1,0.4394862651824951,0,0,1,
492,1,0.4109368324279785,6,6,1,
493,1,0.41999149322509766,1,9,0,
494,1,0.4124338626861572,3,3,1,
495,1,0.4125547409057617,0,8,0,
496,1,0.46613168716430664,0,0,1,
497,1,0.42079997062683105,2,2,1,
498,1,0.3665642738342285,7,7,1,
499,1,0.4627530574798584,9,9,1,
500,1,0.41549229621887207,5,5,1,
501,1,0.40864133834838867,7,7,1,
502,1,0.47070741653442383,5,5,1,
503,1,0.41864681243896484,0,0,1,
504,1,0.458254337310791,2,4,0,
505,1,0.37512922286987305,0,0,1,
506,1,0.42021751403808594,1,1,1,
507,1,0.41050076484680176,5,5,1,
508,1,0.41663551330566406,3,3,1,
509,1,0.369495153427124,8,8,1,
510,1,0.41445493698120117,3,3,1,
511,1,0.45661067962646484,6,5,0,
512,1,0.46343040466308594,2,6,0,
513,1,0.4100801944732666,4,7,0,
514,1,0.46692538261413574,9,9,1,
515,1,0.361910343170166,2,2,1,
516,1,0.3712306022644043,0,0,1,
517,1,0.463914155960083,8,8,1,
518,1,0.4009733200073242,5,5,1,
519,1,0.4222903251647949,8,8,1,
520,1,0.37212705612182617,5,5,1,
521,1,0.5089952945709229,9,9,1,
522,1,0.41833996772766113,7,4,0,
523,1,0.4640846252441406,8,8,1,
524,1,0.41797828674316406,6,6,1,
525,1,0.45954036712646484,0,0,1,
526,1,0.41559863090515137,6,6,1,
527,1,0.45380377769470215,1,1,1,
528,1,0.41819190979003906,2,2,1,
529,1,0.40654540061950684,2,2,1,
530,1,0.4051220417022705,9,9,1,
531,1,0.42224907875061035,9,9,1,
532,1,0.4153099060058594,0,0,1,
533,1,0.419553279876709,8,8,1,
534,1,0.399975061416626,6,6,1,
535,1,0.43807291984558105,9,9,1,
536,1,0.4224283695220947,3,3,1,
537,1,0.45334386825561523,1,1,1,
538,1,0.42590832710266113,1,1,1,
539,1,0.4469277858734131,5,5,1,
540,1,0.4156038761138916,8,8,1,
541,1,0.47167229652404785,0,0,1,
542,1,0.48546314239501953,4,4,1,
543,1,0.3662254810333252,9,9,1,
544,1,0.4602327346801758,6,6,1,
545,1,0.4118196964263916,9,9,1,
546,1,0.42038893699645996,4,4,1,
547,1,0.4163355827331543,4,4,1,
548,1,0.4606473445892334,5,5,1,
549,1,0.41710782051086426,2,2,1,
550,1,0.42088747024536133,6,2,0,
551,1,0.4113304615020752,2,2,1,
552,1,0.4132819175720215,4,4,1,
553,1,0.4930424690246582,9,9,1,
554,1,0.42113590240478516,7,7,1,
555,1,0.4210484027862549,6,6,1,
556,1,0.44571399688720703,6,6,1,
557,1,0.4458448886871338,4,4,1,
558,1,0.4154026508331299,1,9,0,
559,1,0.44503164291381836,8,8,1,
560,1,0.41063618659973145,3,2,0,
561,1,0.45601820945739746,8,8,1,
562,1,0.4509916305541992,5,5,1,
563,1,0.4161844253540039,1,1,1,
564,1,0.4048147201538086,4,3,0,
565,1,0.4437251091003418,9,9,1,
566,1,0.36761903762817383,7,7,1,
567,1,0.4827301502227783,4,4,1,
568,1,0.42203426361083984,2,2,1,
569,1,0.44730401039123535,7,5,0,
570,1,0.42807793617248535,4,4,1,
571,1,0.48186278343200684,1,1,1,
572,1,0.42196035385131836,8,8,1,
573,1,0.4597790241241455,1,1,1,
574,1,0.4194951057434082,7,7,1,
575,1,0.42032384872436523,4,4,1,
576,1,0.4259316921234131,9,9,1,
577,1,0.44211673736572266,1,1,1,
578,1,0.4259459972381592,8,8,1,
579,1,0.41875171661376953,8,8,1,
580,1,0.41380786895751953,7,7,1,
581,1,0.4271214008331299,3,3,1,
582,1,0.44129514694213867,1,1,1,
583,1,0.4556131362915039,9,9,1,
584,1,0.41083431243896484,9,9,1,
585,1,0.4180934429168701,2,2,1,
586,1,0.464252233505249,4,4,1,
587,1,0.3688178062438965,3,3,1,
588,1,0.46620917320251465,1,1,1,
589,1,0.46579623222351074,2,2,1,
590,1,0.4187769889831543,3,4,0,
591,1,0.41620826721191406,9,9,1,
592,1,0.423184871673584,1,1,1,
593,1,0.4217550754547119,2,2,1,
594,1,0.4124009609222412,0,0,1,
595,1,0.4560222625732422,2,6,0,
596,1,0.4170715808868408,0,0,1,
597,1,0.41940903663635254,3,0,0,
598,1,0.41973400115966797,7,7,1,
599,1,0.4173548221588135,0,6,0,
600,1,0.4291977882385254,4,4,1,
601,1,0.4421670436859131,1,1,1,
602,1,0.41060829162597656,5,5,1,
603,1,0.45468783378601074,7,7,1,
604,1,0.41852355003356934,4,4,1,
605,1,0.41727662086486816,4,4,1,
606,1,0.42091965675354004,7,7,1,
607,1,0.41661548614501953,5,5,1,
608,1,0.5033512115478516,0,0,1,
609,1,0.45280885696411133,2,2,1,
610,1,0.3895394802093506,2,3,0,
611,1,0.43475937843322754,4,4,1,
612,1,0.41092634201049805,2,2,1,
613,1,0.46929335594177246,1,1,1,
614,1,0.467315673828125,9,9,1,
615,1,0.4317309856414795,0,0,1,
616,1,0.4378025531768799,1,1,1,
617,1,0.4083714485168457,5,5,1,
618,1,0.4511277675628662,4,4,1,
619,1,0.4141850471496582,8,8,1,
620,1,0.4672563076019287,7,7,1,
621,1,0.4362335205078125,4,4,1,
622,1,0.4322783946990967,4,4,1,
623,1,0.40950465202331543,3,3,1,
624,1,0.5040485858917236,5,3,0,
625,1,0.4169585704803467,1,1,1,
626,1,0.46298646926879883,9,9,1,
627,1,0.48824167251586914,1,1,1,
628,1,0.4323127269744873,4,4,1,
629,1,0.4060018062591553,7,7,1,
630,1,0.4185030460357666,5,5,1,
631,1,0.42821407318115234,6,6,1,
632,1,0.4372289180755615,6,6,1,
633,1,0.4511094093322754,1,1,1,
634,1,0.5080587863922119,1,1,1,
635,1,0.44695472717285156,6,6,1,
636,1,0.4208347797393799,2,2,1,
637,1,0.4643435478210449,6,6,1,
638,1,0.4179103374481201,6,6,1,
639,1,0.4144561290740967,0,8,0,
640,1,0.4605748653411865,0,0,1,
641,1,0.42159152030944824,2,2,1,
642,1,0.4179575443267822,4,4,1,
643,1,0.41909265518188477,1,1,1,
644,1,0.42017364501953125,0,0,1,
645,1,0.4471282958984375,2,2,1,
646,1,0.40001392364501953,2,2,1,
647,1,0.42949438095092773,7,7,1,
648,1,0.3765757083892822,5,5,1,
649,1,0.4989917278289795,6,5,0,
650,1,0.4771595001220703,4,6,0,
651,1,0.46508216857910156,4,4,1,
652,1,0.458404541015625,2,2,1,
653,1,0.4844655990600586,2,2,1,
654,1,0.41893625259399414,9,9,1,
655,1,0.3858790397644043,5,3,0,
656,1,0.4629063606262207,0,0,1,
657,1,0.42682695388793945,0,0,1,
658,1,0.44220399856567383,8,8,1,
659,1,0.4639565944671631,9,9,1,
660,1,0.44970273971557617,6,6,1,
661,1,0.4732840061187744,8,8,1,
662,1,0.42021965980529785,3,3,1,
663,1,0.4058992862701416,0,0,1,
664,1,0.4714629650115967,1,1,1,
665,1,0.4579787254333496,6,6,1,
666,1,0.49351954460144043,7,7,1,
667,1,0.4282186031341553,6,6,1,
668,1,0.4227001667022705,8,8,1,
669,1,0.46518611907958984,2,2,1,
670,1,0.4261903762817383,3,3,1,
671,1,0.417860746383667,3,3,1,
672,1,0.4518859386444092,1,1,1,
673,1,0.41423583030700684,4,4,1,
674,1,0.4130089282989502,1,1,1,
675,1,0.4685189723968506,1,1,1,
676,1,0.46313047409057617,1,1,1,
677,1,0.4583280086517334,3,3,1,
678,1,0.4200716018676758,5,3,0,
679,1,0.4247441291809082,2,2,1,
680,1,0.46486425399780273,2,2,1,
681,1,0.457275390625,8,8,1,
682,1,0.48212099075317383,6,6,1,
683,1,0.4404728412628174,0,0,1,
684,1,0.36889219284057617,5,5,1,
685,1,0.4676940441131592,1,1,1,
686,1,0.4450643062591553,4,4,1,
687,1,0.46828603744506836,4,4,1,
688,1,0.4645402431488037,7,7,1,
689,1,0.5056443214416504,8,8,1,
690,1,0.42212772369384766,7,7,1,
691,1,0.4133579730987549,9,9,1,
692,1,0.4289438724517822,9,9,1,
693,1,0.49073314666748047,0,0,1,
694,1,0.37764930725097656,3,3,1,
695,1,0.5155956745147705,2,2,1,
696,1,0.3976123332977295,3,3,1,
697,1,0.5178444385528564,7,7,1,
