sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id
174,1,0.33284783363342285,6,6,1,0
175,1,0.2609739303588867,7,7,1,0
176,1,0.29620361328125,0,0,1,0
177,1,0.2612760066986084,0,0,1,0
178,1,0.3046860694885254,3,3,1,0
179,1,0.25645971298217773,9,9,1,0
180,1,0.5239748954772949,2,4,0,1
181,1,0.2674894332885742,7,7,1,0
182,1,0.5335309505462646,4,2,0,1
183,1,0.47430992126464844,7,7,1,1
184,1,0.7407958507537842,7,7,1,2
185,1,0.5232174396514893,3,3,1,1
186,1,0.49846839904785156,5,5,1,1
187,1,0.26349353790283203,1,9,0,0
188,1,0.2772681713104248,4,4,1,0
189,1,0.2983381748199463,9,9,1,0
190,1,0.3002500534057617,9,9,1,0
191,1,0.2631652355194092,1,1,1,0
192,1,0.48952150344848633,5,5,1,1
193,1,0.2580404281616211,4,4,1,0
194,1,0.7588186264038086,0,0,1,2
195,1,0.28255391120910645,5,5,1,0
196,1,0.26633739471435547,8,8,1,0
197,1,0.2647831439971924,5,5,1,0
198,1,0.808100700378418,2,2,1,2
199,1,0.5164806842803955,2,2,1,1
200,1,0.30957746505737305,3,3,1,0
201,1,0.2607283592224121,7,3,0,0
202,1,0.25889158248901367,7,7,1,0
203,1,0.263643741607666,3,3,1,0
204,1,0.4407687187194824,5,5,1,1
205,1,0.9227986335754395,3,5,0,3
206,1,0.30859827995300293,9,9,1,0
207,1,0.2668321132659912,3,3,1,0
208,1,0.510432243347168,4,3,0,1
209,1,0.30801963806152344,7,7,1,0
210,1,0.25129032135009766,4,4,1,0
211,1,0.26203298568725586,5,5,1,0
212,1,0.33658552169799805,9,9,1,0
213,1,0.2552456855773926,9,9,1,0
214,1,0.29946351051330566,1,1,1,0
215,1,0.2623753547668457,8,8,1,0
216,1,0.30024194717407227,0,0,1,0
217,1,0.322587251663208,2,2,1,0
218,1,0.2736818790435791,6,6,1,0
219,1,0.48972177505493164,0,7,0,1
220,1,0.2830338478088379,7,7,1,0
221,1,0.2880592346191406,9,9,1,0
222,1,0.5143179893493652,5,6,0,1
223,1,0.43665528297424316,2,2,1,1
224,1,0.2719554901123047,0,0,1,0
225,1,0.2786400318145752,9,9,1,0
226,1,0.29846858978271484,2,2,1,0
227,1,0.26550912857055664,3,5,0,0
228,1,0.29500675201416016,8,8,1,0
229,1,0.2584202289581299,7,7,1,0
230,1,0.3038642406463623,0,8,0,0
231,1,0.261030912399292,4,6,0,0
232,1,0.32445454597473145,7,7,1,0
233,1,0.25829100608825684,2,2,1,0
234,1,0.48396730422973633,5,3,0,1
235,1,0.3107333183288574,3,3,1,0
236,1,0.2547626495361328,8,8,1,0
237,1,0.3063368797302246,3,5,0,0
238,1,0.25702810287475586,0,0,1,0
239,1,0.48541975021362305,5,7,0,1
240,1,0.2611567974090576,2,2,1,0
241,1,0.34316492080688477,6,6,1,0
242,1,0.2581498622894287,3,3,1,0
243,1,0.29354047775268555,8,8,1,0
244,1,0.25582218170166016,3,3,1,0
245,1,0.30890536308288574,2,2,1,0
246,1,0.48531579971313477,3,3,1,1
247,1,0.2631669044494629,3,6,0,0
248,1,0.2607152462005615,9,9,1,0
249,1,0.5252780914306641,4,2,0,1
250,1,0.26207423210144043,1,1,1,0
251,1,0.26223063468933105,8,8,1,0
252,1,0.5117731094360352,5,5,1,1
253,1,0.2655625343322754,3,6,0,0
254,1,0.3353722095489502,6,6,1,0
255,1,0.47971653938293457,4,4,1,1
256,1,0.486403226852417,0,3,0,1
257,1,0.30590224266052246,2,2,1,0
258,1,0.34143710136413574,5,5,1,0
259,1,0.2546060085296631,9,9,1,0
260,1,0.7775139808654785,5,5,1,2
261,1,0.5114786624908447,2,2,1,1
262,1,0.3023190498352051,4,4,1,0
263,1,0.3063805103302002,7,7,1,0
264,1,0.29111433029174805,1,1,1,0
265,1,0.9512274265289307,0,6,0,3
266,1,0.2617056369781494,9,9,1,0
267,1,0.2640113830566406,3,3,1,0
268,1,0.3072357177734375,6,6,1,0
269,1,0.49678874015808105,6,6,1,1
270,1,0.541285514831543,7,7,1,1
271,1,0.43331217765808105,5,5,1,1
272,1,0.30768513679504395,9,9,1,0
273,1,0.26041603088378906,8,8,1,0
274,1,0.30150389671325684,1,1,1,0
275,1,0.29738831520080566,3,3,1,0
276,1,0.2986025810241699,8,8,1,0
277,1,0.26170802116394043,1,1,1,0
278,1,0.26088428497314453,2,2,1,0
279,1,0.2602412700653076,8,8,1,0
280,1,0.2628774642944336,3,5,0,0
281,1,0.26491689682006836,5,5,1,0
282,1,0.3061802387237549,9,9,1,0
283,1,0.2650454044342041,0,0,1,0
284,1,0.34996867179870605,9,9,1,0
285,1,0.5111944675445557,4,3,0,1
286,1,0.28015661239624023,9,9,1,0
287,1,0.24802637100219727,4,6,0,0
288,1,0.37355804443359375,5,5,1,0
289,1,0.735527515411377,3,3,1,2
290,1,0.3406260013580322,3,3,1,0
291,1,0.26160693168640137,9,9,1,0
292,1,0.3029215335845947,2,6,0,0
293,1,0.2990143299102783,0,0,1,0
294,1,0.2616417407989502,3,3,1,0
295,1,0.3050839900970459,9,9,1,0
296,1,0.488339900970459,3,3,1,1
297,1,0.28507018089294434,1,1,1,0
298,1,0.32134032249450684,4,2,0,0
299,1,0.4826624393463135,2,2,1,1
300,1,0.3076648712158203,7,7,1,0
301,1,0.8125791549682617,2,7,0,2
302,1,0.2703676223754883,6,6,1,0
303,1,0.27616143226623535,7,7,1,0
304,1,0.26309847831726074,4,3,0,0
305,1,0.2642183303833008,1,1,1,0
306,1,0.30240297317504883,8,8,1,0
307,1,0.4831714630126953,5,5,1,1
308,1,0.2651498317718506,5,5,1,0
309,1,0.7277321815490723,2,3,0,2
310,1,0.5624802112579346,3,3,1,1
311,1,0.27040958404541016,1,1,1,0
312,1,0.817251443862915,7,7,1,2
313,1,0.2648460865020752,7,7,1,0
314,1,0.30397868156433105,8,7,0,0
315,1,0.30361509323120117,8,8,1,0
316,1,0.7306568622589111,2,2,1,2
317,1,0.5337362289428711,2,2,1,1
318,1,0.2659175395965576,5,5,1,0
319,1,0.2627530097961426,3,3,1,0
320,1,0.30878591537475586,3,5,0,0
321,1,0.5038931369781494,3,5,0,1
322,1,0.37429308891296387,4,4,1,0
323,1,0.30974268913269043,1,1,1,0
324,1,0.30782294273376465,2,2,1,0
325,1,0.48632049560546875,7,7,1,1
326,1,0.30771732330322266,8,8,1,0
327,1,0.30925655364990234,9,9,1,0
328,1,0.4969921112060547,4,4,1,1
329,1,0.3354637622833252,3,3,1,0
330,1,0.2830033302307129,9,9,1,0
331,1,0.5079941749572754,4,4,1,1
332,1,0.30504631996154785,3,3,1,0
333,1,0.2564122676849365,7,7,1,0
334,1,0.30506157875061035,0,0,1,0
335,1,0.4910247325897217,4,0,0,1
336,1,0.26309680938720703,8,8,1,0
337,1,0.2602548599243164,8,8,1,0
338,1,0.30531740188598633,2,2,1,0
339,1,0.34432554244995117,6,6,1,0
340,1,0.257157564163208,4,4,1,0
341,1,0.30469202995300293,3,5,0,0
342,1,0.43473052978515625,5,5,1,1
343,1,0.3368244171142578,3,3,1,0
344,1,0.26389145851135254,6,6,1,0
345,1,0.30660080909729004,2,2,1,0
346,1,0.3058202266693115,3,5,0,0
347,1,0.5124049186706543,5,5,1,1
348,1,0.32663750648498535,7,7,1,0
349,1,0.25799083709716797,3,6,0,0
350,1,0.26286888122558594,6,6,1,0
351,1,0.2994375228881836,9,9,1,0
352,1,0.4691281318664551,2,2,1,1
353,1,0.30732178688049316,9,9,1,0
354,1,0.4903090000152588,7,7,1,1
355,1,0.2824411392211914,0,0,1,0
356,1,0.3037865161895752,9,9,1,0
357,1,0.28427600860595703,9,9,1,0
358,1,0.5309844017028809,8,8,1,1
359,1,0.48940300941467285,6,6,1,1
360,1,0.5149962902069092,6,6,1,1
361,1,0.3173031806945801,2,2,1,0
362,1,0.26253247261047363,5,5,1,0
363,1,0.2646653652191162,3,3,1,0
364,1,0.28130197525024414,3,3,1,0
365,1,0.5384061336517334,4,4,1,1
366,1,0.3074157238006592,1,1,1,0
367,1,0.34511852264404297,4,4,1,0
368,1,0.3072338104248047,7,7,1,0
369,1,0.2957596778869629,0,0,1,0
370,1,0.2856576442718506,5,5,1,0
371,1,0.3075542449951172,8,8,1,0
372,1,0.3030085563659668,3,3,1,0
373,1,0.25571537017822266,4,7,0,0
374,1,0.28441524505615234,4,4,1,0
375,1,0.2764921188354492,4,4,1,0
376,1,0.2604968547821045,7,7,1,0
377,1,0.3003206253051758,0,0,1,0
378,1,0.4803340435028076,3,6,0,1
379,1,0.4935126304626465,5,5,1,1
380,1,0.4860556125640869,3,3,1,1
381,1,0.2615492343902588,2,3,0,0
382,1,0.2686159610748291,1,9,0,0
383,1,0.30329442024230957,4,4,1,0
384,1,0.36019062995910645,0,0,1,0
385,1,0.3278954029083252,9,9,1,0
386,1,0.291658878326416,9,9,1,0
387,1,0.2620351314544678,1,1,1,0
388,1,0.26288604736328125,2,2,1,0
389,1,0.29752659797668457,8,8,1,0
390,1,0.2973747253417969,0,0,1,0
391,1,0.2626965045928955,9,9,1,0
392,1,0.30663013458251953,7,7,1,0
393,1,0.27315378189086914,9,1,0,0
394,1,0.47696852684020996,2,2,1,1
395,1,0.3284494876861572,0,0,1,0
396,1,0.27694153785705566,5,5,1,0
397,1,0.4622843265533447,2,2,1,1
398,1,0.31914782524108887,7,7,1,0
399,1,0.2888205051422119,8,8,1,0
400,1,0.28177428245544434,8,8,1,0
401,1,0.2641749382019043,4,4,1,0
402,1,0.3046908378601074,8,8,1,0
403,1,0.29637694358825684,4,4,1,0
404,1,0.26539039611816406,8,8,1,0
405,1,0.26111507415771484,6,6,1,0
406,1,0.2649049758911133,6,6,1,0
407,1,0.30539560317993164,9,1,0,0
408,1,0.30921268463134766,1,9,0,0
409,1,0.2610030174255371,4,4,1,0
410,1,0.2638411521911621,6,6,1,0
411,1,0.26862144470214844,9,9,1,0
412,1,0.29782867431640625,6,6,1,0
413,1,0.2599649429321289,8,8,1,0
414,1,0.27886271476745605,9,9,1,0
415,1,0.28352832794189453,1,1,1,0
416,1,0.30161499977111816,0,0,1,0
417,1,0.3048746585845947,9,9,1,0
418,1,0.25605201721191406,2,2,1,0
419,1,0.3078446388244629,9,9,1,0
420,1,0.26561903953552246,4,2,0,0
421,1,0.2628798484802246,8,8,1,0
422,1,0.30809593200683594,6,6,1,0
423,1,0.26941776275634766,3,3,1,0
424,1,0.5066850185394287,2,2,1,1
425,1,0.3250608444213867,9,9,1,0
426,1,0.2841815948486328,4,4,1,0
427,1,0.25841665267944336,5,5,1,0
428,1,0.306743860244751,0,0,1,0
429,1,0.30489063262939453,9,9,1,0
430,1,0.2539539337158203,1,1,1,0
431,1,0.7485547065734863,7,7,1,2
432,1,0.5393915176391602,5,5,1,1
433,1,0.4464602470397949,3,4,0,1
434,1,0.3041195869445801,0,0,1,0
435,1,0.44400453567504883,4,4,1,1
436,1,0.3063359260559082,3,6,0,0
437,1,0.2612152099609375,8,8,1,0
438,1,0.3071880340576172,0,0,1,0
439,1,0.3043789863586426,6,6,1,0
440,1,0.304720401763916,7,7,1,0
441,1,0.26089048385620117,9,9,1,0
442,1,0.2588469982147217,3,3,1,0
443,1,0.3085365295410156,1,1,1,0
444,1,0.2656593322753906,0,0,1,0
445,1,0.4904627799987793,7,7,1,1
446,1,0.26477694511413574,0,0,1,0
447,1,0.3016390800476074,9,9,1,0
448,1,0.3050861358642578,6,6,1,0
449,1,0.30486416816711426,9,9,1,0
450,1,0.2586956024169922,4,4,1,0
451,1,0.5138030052185059,7,7,1,1
452,1,0.2733645439147949,7,4,0,0
453,1,0.26136112213134766,4,6,0,0
454,1,0.2902987003326416,8,3,0,0
455,1,0.48883676528930664,2,2,1,1
456,1,0.30068087577819824,2,2,1,0
457,1,0.3121018409729004,0,0,1,0
458,1,0.5220470428466797,3,3,1,1
459,1,0.26513195037841797,4,5,0,0
460,1,0.2668576240539551,4,4,1,0
461,1,0.26091694831848145,4,4,1,0
462,1,0.3034987449645996,8,8,1,0
463,1,0.9569363594055176,9,2,0,3
464,1,0.3089604377746582,8,8,1,0
465,1,0.2617032527923584,4,4,1,0
466,1,0.2571561336517334,3,3,1,0
467,1,0.5255961418151855,3,6,0,1
468,1,0.25720715522766113,1,1,1,0
469,1,0.4856102466583252,4,5,0,1
470,1,0.34015822410583496,1,1,1,0
471,1,0.25553345680236816,7,7,1,0
472,1,0.48217225074768066,8,8,1,1
473,1,0.2645912170410156,1,1,1,0
474,1,0.2585713863372803,7,7,1,0
475,1,0.48372769355773926,6,6,1,1
476,1,0.295382022857666,2,2,1,0
477,1,0.3174598217010498,1,9,0,0
478,1,0.3069593906402588,3,5,0,0
479,1,0.31059765815734863,8,8,1,0
480,1,0.25704479217529297,6,2,0,0
481,1,0.2920105457305908,6,6,1,0
482,1,0.4889092445373535,6,2,0,1
483,1,0.26213741302490234,4,4,1,0
484,1,0.2591063976287842,7,7,1,0
485,1,0.29999756813049316,1,0,0,0
486,1,0.2935600280761719,8,8,1,0
487,1,0.28417253494262695,2,2,1,0
488,1,0.27440333366394043,3,3,1,0
489,1,0.3486776351928711,7,7,1,0
490,1,0.2568337917327881,3,3,1,0
491,1,0.35227227210998535,9,9,1,0
492,1,0.2999439239501953,5,5,1,0
493,1,0.5306923389434814,8,8,1,1
494,1,0.2629423141479492,9,9,1,0
495,1,0.2576284408569336,6,6,1,0
496,1,0.2856721878051758,2,2,1,0
497,1,0.28023815155029297,1,1,1,0
498,1,0.7678635120391846,2,2,1,2
499,1,0.26330113410949707,7,7,1,0
500,1,0.35121917724609375,9,9,1,0
501,1,0.2621345520019531,5,5,1,0
502,1,0.34232330322265625,0,0,1,0
503,1,0.47955322265625,2,2,1,1
504,1,0.534834623336792,4,7,0,1
505,1,0.2882571220397949,0,0,1,0
506,1,0.30474352836608887,1,1,1,0
507,1,0.3018348217010498,0,9,0,0
508,1,0.30152297019958496,9,9,1,0
509,1,0.7615694999694824,3,3,1,2
510,1,0.857365608215332,2,2,1,2
511,1,0.2620208263397217,8,8,1,0
512,1,0.306398868560791,1,1,1,0
513,1,0.3056201934814453,8,8,1,0
514,1,0.2577681541442871,5,5,1,0
515,1,0.2670118808746338,4,4,1,0
516,1,0.3066582679748535,0,0,1,0
517,1,0.2678334712982178,7,7,1,0
518,1,0.3091747760772705,6,6,1,0
519,1,0.2607896327972412,5,5,1,0
520,1,0.3032233715057373,6,6,1,0
521,1,0.30605602264404297,2,2,1,0
522,1,0.2962980270385742,4,4,1,0
523,1,0.3036682605743408,9,9,1,0
524,1,0.29517531394958496,3,3,1,0
525,1,0.3042483329772949,4,4,1,0
526,1,0.3102302551269531,6,6,1,0
527,1,0.31827354431152344,5,5,1,0
528,1,0.3026282787322998,6,6,1,0
529,1,0.4468836784362793,8,8,1,1
530,1,0.3101234436035156,1,1,1,0
531,1,0.46306371688842773,7,7,1,1
532,1,0.2984342575073242,2,3,0,0
533,1,0.31273865699768066,9,9,1,0
534,1,0.435863733291626,9,8,0,1
535,1,0.4833683967590332,1,1,1,1
536,1,0.29948902130126953,3,3,1,0
537,1,0.3039729595184326,7,7,1,0
538,1,0.30239176750183105,0,0,1,0
539,1,0.9720356464385986,8,7,0,3
540,1,0.49643778800964355,5,5,1,1
541,1,0.31141161918640137,4,4,1,0
542,1,0.2602567672729492,6,6,1,0
543,1,0.30542659759521484,3,3,1,0
544,1,0.3081777095794678,6,6,1,0
545,1,0.26484227180480957,8,8,1,0
546,1,0.30712080001831055,6,6,1,0
547,1,0.3094031810760498,1,1,1,0
548,1,0.31577610969543457,8,8,1,0
549,1,0.5464358329772949,5,3,0,1
550,1,0.2652428150177002,6,6,1,0
551,1,0.26422786712646484,4,4,1,0
552,1,0.26211118698120117,5,5,1,0
553,1,0.3013019561767578,7,7,1,0
554,1,0.2637908458709717,0,0,1,0
555,1,0.30927371978759766,2,2,1,0
556,1,0.2821497917175293,9,9,1,0
557,1,0.2984616756439209,2,2,1,0
558,1,0.31116533279418945,6,6,1,0
559,1,0.26577091217041016,5,5,1,0
560,1,0.26319313049316406,1,1,1,0
561,1,0.9576587677001953,2,2,1,3
562,1,0.7945458889007568,7,7,1,2
563,1,0.2684445381164551,8,8,1,0
564,1,0.31542515754699707,8,8,1,0
565,1,0.3284001350402832,1,1,1,0
566,1,0.47133564949035645,9,9,1,1
567,1,0.30837297439575195,0,0,1,0
568,1,0.2570071220397949,4,4,1,0
569,1,0.3132147789001465,0,0,1,0
570,1,0.262251615524292,4,4,1,0
571,1,0.256913423538208,3,3,1,0
572,1,0.39781689643859863,1,1,1,0
573,1,0.2579536437988281,3,3,1,0
574,1,0.2639291286468506,7,7,1,0
575,1,0.34953737258911133,5,5,1,0
576,1,0.2581217288970947,7,7,1,0
577,1,0.30596303939819336,9,9,1,0
578,1,0.25823283195495605,0,0,1,0
579,1,0.30509281158447266,1,1,1,0
580,1,0.3041672706604004,2,2,1,0
581,1,0.27428221702575684,5,5,1,0
582,1,0.5176291465759277,4,3,0,1
583,1,0.27773571014404297,6,6,1,0
584,1,0.2839679718017578,4,3,0,0
585,1,0.2662315368652344,7,7,1,0
586,1,0.2992417812347412,7,7,1,0
587,1,0.30114293098449707,5,5,1,0
588,1,0.2659127712249756,7,7,1,0
589,1,0.30100035667419434,0,0,1,0
590,1,0.48743557929992676,9,9,1,1
591,1,0.35261988639831543,2,2,1,0
592,1,0.47544145584106445,8,8,1,1
593,1,0.30225467681884766,1,1,1,0
594,1,0.2666049003601074,7,7,1,0
595,1,0.2621290683746338,5,5,1,0
596,1,0.32032203674316406,1,1,1,0
597,1,0.28006958961486816,0,0,1,0
598,1,0.30124735832214355,0,0,1,0
599,1,0.30560946464538574,6,6,1,0
600,1,0.26343703269958496,4,4,1,0
601,1,0.2637462615966797,8,8,1,0
602,1,0.3477141857147217,6,6,1,0
603,1,0.3022339344024658,8,8,1,0
604,1,0.2617030143737793,8,8,1,0
605,1,0.2622807025909424,6,6,1,0
606,1,0.3359198570251465,5,5,1,0
607,1,0.30401062965393066,2,2,1,0
608,1,0.47341346740722656,0,0,1,1
609,1,0.5223784446716309,5,5,1,1
610,1,0.5196688175201416,2,2,1,1
611,1,0.2966163158416748,5,5,1,0
612,1,0.25606298446655273,2,2,1,0
613,1,0.3031620979309082,9,9,1,0
614,1,0.3070676326751709,4,4,1,0
615,1,0.4812641143798828,5,5,1,1
616,1,0.2645559310913086,8,8,1,0
617,1,0.9201772212982178,7,7,1,3
618,1,0.3174164295196533,0,0,1,0
619,1,0.2656106948852539,0,0,1,0
620,1,0.5371806621551514,3,3,1,1
621,1,0.2607443332672119,2,2,1,0
622,1,0.33119869232177734,8,0,0,0
623,1,0.30473852157592773,4,4,1,0
624,1,0.26448535919189453,7,7,1,0
625,1,0.2593080997467041,2,2,1,0
626,1,0.300264835357666,2,6,0,0
627,1,0.3422274589538574,1,1,1,0
628,1,0.26193928718566895,0,0,1,0
629,1,0.2643117904663086,3,3,1,0
630,1,0.30434489250183105,1,1,1,0
631,1,0.2656550407409668,1,1,1,0
632,1,0.2578110694885254,1,1,1,0
633,1,0.583357572555542,4,4,1,1
634,1,0.5753540992736816,3,3,1,1
635,1,0.26015377044677734,0,0,1,0
636,1,0.2636396884918213,7,7,1,0
637,1,0.26596808433532715,0,2,0,0
638,1,0.7383863925933838,7,7,1,2
639,1,0.5328881740570068,6,6,1,1
640,1,0.2635965347290039,4,4,1,0
641,1,0.27802371978759766,0,0,1,0
642,1,0.5154657363891602,7,7,1,1
643,1,0.26218128204345703,2,2,1,0
644,1,0.9634969234466553,2,6,0,3
645,1,0.48949360847473145,6,6,1,1
646,1,0.26970815658569336,9,9,1,0
647,1,0.3337585926055908,8,8,1,0
648,1,0.3006582260131836,1,1,1,0
649,1,0.4454660415649414,4,3,0,1
650,1,0.305433988571167,0,0,1,0
651,1,0.5303201675415039,7,7,1,1
652,1,0.2569444179534912,8,0,0,0
653,1,0.3450798988342285,0,2,0,0
654,1,0.2633368968963623,0,0,1,0
655,1,0.5119926929473877,6,6,1,1
656,1,0.25862789154052734,3,3,1,0
657,1,0.2634589672088623,3,4,0,0
658,1,0.4924170970916748,6,6,1,1
659,1,0.7267601490020752,3,3,1,2
660,1,0.31000375747680664,1,1,1,0
661,1,0.3060131072998047,5,5,1,0
662,1,0.262096643447876,3,3,1,0
663,1,0.2650868892669678,4,4,1,0
664,1,0.3090088367462158,7,7,1,0
