sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,worker2_compute_time_sec,worker2_request_bytes,worker2_response_bytes
43,1,0.25082826614379883,3,3,1,0,0.9521788358688354,789097,0.1692047119140625,worker1,0.1692047119140625,787791,1306,0.0,0,0
44,1,0.2502880096435547,8,8,1,0,0.9957560896873474,789097,0.16900324821472168,worker1,0.16900324821472168,787791,1306,0.0,0,0
45,1,0.25263452529907227,1,1,1,0,0.8947644233703613,789097,0.17205476760864258,worker1,0.17205476760864258,787791,1306,0.0,0,0
46,1,0.25432348251342773,6,2,0,0,0.963797390460968,789096,0.17154836654663086,worker1,0.17154836654663086,787791,1305,0.0,0,0
47,1,0.3388481140136719,0,0,1,1,0.9844916462898254,789097,0.25711703300476074,worker1,0.25711703300476074,787791,1306,0.0,0,0
48,1,0.46656346321105957,2,2,1,2,0.9980202913284302,1840503,0.3307838439941406,worker1->worker2,0.25936055183410645,787791,525744,0.07142329216003418,525662,1306
49,1,0.25492119789123535,7,7,1,0,0.8962117433547974,789097,0.1733412742614746,worker1,0.1733412742614746,787791,1306,0.0,0,0
50,1,0.2634162902832031,2,2,1,0,0.9464161992073059,789097,0.18175268173217773,worker1,0.18175268173217773,787791,1306,0.0,0,0
51,1,0.2513294219970703,9,9,1,0,0.9621825814247131,789097,0.17017364501953125,worker1,0.17017364501953125,787791,1306,0.0,0,0
52,1,0.25333571434020996,5,5,1,0,0.9836116433143616,789097,0.17247581481933594,worker1,0.17247581481933594,787791,1306,0.0,0,0
53,1,0.24954009056091309,5,5,1,0,0.9713677167892456,789097,0.16819286346435547,worker1,0.16819286346435547,787791,1306,0.0,0,0
54,1,0.3401501178741455,3,5,0,1,0.6149566769599915,789097,0.25855493545532227,worker1,0.25855493545532227,787791,1306,0.0,0,0
55,1,0.25276732444763184,8,8,1,0,0.9967048764228821,789097,0.1712813377380371,worker1,0.1712813377380371,787791,1306,0.0,0,0
56,1,0.2521491050720215,3,5,0,0,0.6669974327087402,789097,0.17048048973083496,worker1,0.17048048973083496,787791,1306,0.0,0,0
57,1,0.339705228805542,1,1,1,1,0.9530441761016846,789097,0.2579681873321533,worker1,0.2579681873321533,787791,1306,0.0,0,0
58,1,0.2529611587524414,9,9,1,0,0.9964131712913513,789097,0.17138361930847168,worker1,0.17138361930847168,787791,1306,0.0,0,0
59,1,0.2511782646179199,1,1,1,0,0.9984800219535828,789097,0.16941523551940918,worker1,0.16941523551940918,787791,1306,0.0,0,0
60,1,0.2525367736816406,4,4,1,0,0.7734259963035583,789097,0.17096877098083496,worker1,0.17096877098083496,787791,1306,0.0,0,0
61,1,0.2508232593536377,0,0,1,0,0.965756893157959,789096,0.1692500114440918,worker1,0.1692500114440918,787791,1305,0.0,0,0
62,1,0.25140857696533203,4,4,1,0,0.9223085045814514,789097,0.1698741912841797,worker1,0.1698741912841797,787791,1306,0.0,0,0
63,1,0.33826732635498047,5,5,1,1,0.9879400730133057,789097,0.25672268867492676,worker1,0.25672268867492676,787791,1306,0.0,0,0
64,1,0.25363612174987793,9,9,1,0,0.9998325109481812,789097,0.17197060585021973,worker1,0.17197060585021973,787791,1306,0.0,0,0
65,1,0.25414419174194336,8,8,1,0,0.9457454681396484,789097,0.17356181144714355,worker1,0.17356181144714355,787791,1306,0.0,0,0
66,1,0.5088098049163818,4,4,1,2,0.9364803433418274,1840503,0.36899447441101074,worker1->worker2,0.26180458068847656,787791,525744,0.10718989372253418,525662,1306
67,1,0.2590663433074951,2,2,1,0,0.8903470635414124,789097,0.1773359775543213,worker1,0.1773359775543213,787791,1306,0.0,0,0
68,1,0.4699845314025879,3,3,1,2,0.7892123460769653,1840503,0.33360886573791504,worker1->worker2,0.25987768173217773,787791,525744,0.0737311840057373,525662,1306
69,1,0.25446557998657227,3,3,1,0,0.7409840822219849,789097,0.17275428771972656,worker1,0.17275428771972656,787791,1306,0.0,0,0
70,1,0.25543737411499023,4,2,0,0,0.7548587322235107,789097,0.17379236221313477,worker1,0.17379236221313477,787791,1306,0.0,0,0
71,1,0.3393378257751465,2,2,1,1,0.9958989024162292,789097,0.2579185962677002,worker1,0.2579185962677002,787791,1306,0.0,0,0
72,1,0.2534639835357666,6,6,1,0,0.9975168704986572,789097,0.16985821723937988,worker1,0.16985821723937988,787791,1306,0.0,0,0
73,1,0.2529902458190918,8,8,1,0,0.8710551857948303,789097,0.1722424030303955,worker1,0.1722424030303955,787791,1306,0.0,0,0
74,1,0.33806777000427246,6,6,1,1,0.9836902022361755,789097,0.25640177726745605,worker1,0.25640177726745605,787791,1306,0.0,0,0
75,1,0.2575085163116455,2,6,0,0,0.7387781739234924,789097,0.17557215690612793,worker1,0.17557215690612793,787791,1306,0.0,0,0
76,1,0.2522716522216797,6,6,1,0,0.9325253367424011,789097,0.1706678867340088,worker1,0.1706678867340088,787791,1306,0.0,0,0
77,1,0.2544128894805908,6,6,1,0,0.92753005027771,789095,0.17273974418640137,worker1,0.17273974418640137,787791,1304,0.0,0,0
78,1,0.33958983421325684,4,4,1,1,0.9999531507492065,789097,0.2580294609069824,worker1,0.2580294609069824,787791,1306,0.0,0,0
79,1,0.252305269241333,5,5,1,0,0.9939974546432495,789097,0.1704719066619873,worker1,0.1704719066619873,787791,1306,0.0,0,0
80,1,0.34175968170166016,5,5,1,1,0.7404400706291199,789097,0.25974082946777344,worker1,0.25974082946777344,787791,1306,0.0,0,0
81,1,0.3392467498779297,8,8,1,1,0.958479642868042,789096,0.25769805908203125,worker1,0.25769805908203125,787791,1305,0.0,0,0
82,1,0.2520127296447754,2,3,0,0,0.8200440406799316,789097,0.17062902450561523,worker1,0.17062902450561523,787791,1306,0.0,0,0
83,1,0.2518627643585205,4,4,1,0,0.8837429285049438,789097,0.17061972618103027,worker1,0.17061972618103027,787791,1306,0.0,0,0
84,1,0.25046825408935547,5,5,1,0,0.991255521774292,789096,0.16976070404052734,worker1,0.16976070404052734,787791,1305,0.0,0,0
85,1,0.2556586265563965,9,9,1,0,0.998610258102417,789096,0.17412137985229492,worker1,0.17412137985229492,787791,1305,0.0,0,0
86,1,0.5057153701782227,4,4,1,2,0.9858317375183105,1840503,0.36529994010925293,worker1->worker2,0.2572159767150879,787791,525744,0.10808396339416504,525662,1306
87,1,0.25429725646972656,5,3,0,0,0.5014589428901672,789097,0.1728348731994629,worker1,0.1728348731994629,787791,1306,0.0,0,0
88,1,0.46810102462768555,4,4,1,2,0.8213475942611694,1840503,0.3316650390625,worker1->worker2,0.26081037521362305,787791,525744,0.07085466384887695,525662,1306
89,1,0.2568013668060303,7,7,1,0,0.993901252746582,789096,0.17518258094787598,worker1,0.17518258094787598,787791,1305,0.0,0,0
90,1,0.47321438789367676,5,7,0,2,0.8970450162887573,1840503,0.3367745876312256,worker1->worker2,0.26006460189819336,787791,525744,0.07670998573303223,525662,1306
91,1,0.25580382347106934,8,8,1,0,0.9968664050102234,789097,0.17415380477905273,worker1,0.17415380477905273,787791,1306,0.0,0,0
92,1,0.25563931465148926,1,1,1,0,0.821933388710022,789096,0.17388010025024414,worker1,0.17388010025024414,787791,1305,0.0,0,0
93,1,0.2515854835510254,5,5,1,0,0.8621777892112732,789097,0.1700606346130371,worker1,0.1700606346130371,787791,1306,0.0,0,0
94,1,0.3390631675720215,2,2,1,1,0.9970716238021851,789097,0.25724363327026367,worker1,0.25724363327026367,787791,1306,0.0,0,0
95,1,0.25110721588134766,1,1,1,0,0.9998121857643127,789097,0.17010879516601562,worker1,0.17010879516601562,787791,1306,0.0,0,0
96,1,0.3346138000488281,9,9,1,1,0.9993890523910522,789097,0.253800630569458,worker1,0.253800630569458,787791,1306,0.0,0,0
97,1,0.3375704288482666,5,5,1,1,0.9765897393226624,789097,0.25612473487854004,worker1,0.25612473487854004,787791,1306,0.0,0,0
98,1,0.25104427337646484,7,7,1,0,0.9195855855941772,789097,0.16942644119262695,worker1,0.16942644119262695,787791,1306,0.0,0,0
99,1,0.2526705265045166,5,5,1,0,0.8002396821975708,789097,0.1710205078125,worker1,0.1710205078125,787791,1306,0.0,0,0
100,1,0.340299129486084,3,3,1,1,0.9947754144668579,789103,0.2586078643798828,worker1,0.2586078643798828,787794,1309,0.0,0,0
101,1,0.4703686237335205,4,4,1,2,0.9334064722061157,1840515,0.332568883895874,worker1->worker2,0.2563333511352539,787794,525747,0.07623553276062012,525665,1309
102,1,0.25261664390563965,7,7,1,0,0.9994645714759827,789103,0.17133808135986328,worker1,0.17133808135986328,787794,1309,0.0,0,0
103,1,0.34186887741088867,2,2,1,1,0.94094318151474,789101,0.2612032890319824,worker1,0.2612032890319824,787794,1307,0.0,0,0
104,1,0.25154590606689453,2,2,1,0,0.8781796097755432,789103,0.16994595527648926,worker1,0.16994595527648926,787794,1309,0.0,0,0
105,1,0.2554359436035156,9,9,1,0,0.9997338652610779,789103,0.17364835739135742,worker1,0.17364835739135742,787794,1309,0.0,0,0
106,1,0.5802311897277832,4,4,1,3,0.42077603936195374,1840516,0.43883180618286133,worker1->worker2,0.2551877498626709,787794,525747,0.18364405632019043,525665,1310
107,1,0.2563624382019043,0,0,1,0,0.7794886827468872,789103,0.17470717430114746,worker1,0.17470717430114746,787794,1309,0.0,0,0
108,1,0.3404543399810791,5,5,1,1,0.9249361157417297,789103,0.25879573822021484,worker1,0.25879573822021484,787794,1309,0.0,0,0
109,1,0.3416941165924072,3,5,0,1,0.8715636134147644,789103,0.25966596603393555,worker1,0.25966596603393555,787794,1309,0.0,0,0
110,1,0.2545909881591797,4,4,1,0,0.9365952610969543,789103,0.17303466796875,worker1,0.17303466796875,787794,1309,0.0,0,0
111,1,0.2529580593109131,8,8,1,0,0.8502838611602783,789103,0.17037034034729004,worker1,0.17037034034729004,787794,1309,0.0,0,0
112,1,0.254427433013916,2,2,1,0,0.7322207093238831,789103,0.17292475700378418,worker1,0.17292475700378418,787794,1309,0.0,0,0
113,1,0.2493743896484375,0,0,1,0,0.8904074430465698,789103,0.16862988471984863,worker1,0.16862988471984863,787794,1309,0.0,0,0
114,1,0.34134602546691895,9,9,1,1,0.9979733824729919,789103,0.26061177253723145,worker1,0.26061177253723145,787794,1309,0.0,0,0
115,1,0.3421006202697754,4,4,1,1,0.940683901309967,789102,0.2604329586029053,worker1,0.2604329586029053,787794,1308,0.0,0,0
116,1,0.2539958953857422,7,7,1,0,0.9979197382926941,789103,0.1712334156036377,worker1,0.1712334156036377,787794,1309,0.0,0,0
117,1,0.2516939640045166,2,2,1,0,0.933171808719635,789102,0.17019867897033691,worker1,0.17019867897033691,787794,1308,0.0,0,0
118,1,0.2530355453491211,6,6,1,0,0.9989933371543884,789103,0.17148280143737793,worker1,0.17148280143737793,787794,1309,0.0,0,0
119,1,0.2561028003692627,3,3,1,0,0.9260364770889282,789103,0.17388057708740234,worker1,0.17388057708740234,787794,1309,0.0,0,0
120,1,0.3387136459350586,9,1,0,1,0.5532612800598145,789103,0.2573268413543701,worker1,0.2573268413543701,787794,1309,0.0,0,0
121,1,0.25452470779418945,5,5,1,0,0.9517871141433716,789103,0.17302680015563965,worker1,0.17302680015563965,787794,1309,0.0,0,0
122,1,0.2526729106903076,7,7,1,0,0.9890433549880981,789103,0.17116141319274902,worker1,0.17116141319274902,787794,1309,0.0,0,0
123,1,0.2551915645599365,6,6,1,0,0.9982882142066956,789103,0.17346501350402832,worker1,0.17346501350402832,787794,1309,0.0,0,0
124,1,0.578906774520874,9,9,1,3,0.7487707138061523,1840515,0.4382898807525635,worker1->worker2,0.2597520351409912,787794,525747,0.17853784561157227,525665,1309
125,1,0.2587106227874756,0,2,0,0,0.6344100832939148,789103,0.17711615562438965,worker1,0.17711615562438965,787794,1309,0.0,0,0
126,1,0.2540414333343506,0,0,1,0,0.8244720101356506,789103,0.17229652404785156,worker1,0.17229652404785156,787794,1309,0.0,0,0
127,1,0.3400154113769531,3,3,1,1,0.9726697206497192,789103,0.2582225799560547,worker1,0.2582225799560547,787794,1309,0.0,0,0
128,1,0.2533583641052246,8,8,1,0,0.9794731736183167,789103,0.1719517707824707,worker1,0.1719517707824707,787794,1309,0.0,0,0
129,1,0.25833821296691895,9,9,1,0,0.9420864582061768,789103,0.1765742301940918,worker1,0.1765742301940918,787794,1309,0.0,0,0
130,1,0.2532920837402344,5,5,1,0,0.5600834488868713,789103,0.17307734489440918,worker1,0.17307734489440918,787794,1309,0.0,0,0
131,1,0.2533884048461914,4,4,1,0,0.8786406517028809,789103,0.17281794548034668,worker1,0.17281794548034668,787794,1309,0.0,0,0
132,1,0.3410482406616211,4,4,1,1,0.9224135875701904,789103,0.259627103805542,worker1,0.259627103805542,787794,1309,0.0,0,0
133,1,0.25437307357788086,7,7,1,0,0.9659956693649292,789103,0.17283105850219727,worker1,0.17283105850219727,787794,1309,0.0,0,0
134,1,0.255420446395874,3,3,1,0,0.6192182898521423,789103,0.17470073699951172,worker1,0.17470073699951172,787794,1309,0.0,0,0
135,1,0.34120631217956543,7,7,1,1,0.7205631732940674,789103,0.2598140239715576,worker1,0.2598140239715576,787794,1309,0.0,0,0
136,1,0.25504398345947266,1,1,1,0,0.9967998266220093,789103,0.17249488830566406,worker1,0.17249488830566406,787794,1309,0.0,0,0
137,1,0.33989906311035156,5,5,1,1,0.9960708618164062,789103,0.25835585594177246,worker1,0.25835585594177246,787794,1309,0.0,0,0
138,1,0.33832812309265137,0,2,0,1,0.788891077041626,789102,0.25662899017333984,worker1,0.25662899017333984,787794,1308,0.0,0,0
139,1,0.25395655632019043,8,0,0,0,0.5412803888320923,789103,0.17220616340637207,worker1,0.17220616340637207,787794,1309,0.0,0,0
140,1,0.25258398056030273,1,1,1,0,0.9136790633201599,789103,0.1711864471435547,worker1,0.1711864471435547,787794,1309,0.0,0,0
141,1,0.25306177139282227,5,3,0,0,0.7528772950172424,789103,0.17207598686218262,worker1,0.17207598686218262,787794,1309,0.0,0,0
142,1,0.33783388137817383,1,1,1,1,0.8041741847991943,789103,0.25713205337524414,worker1,0.25713205337524414,787794,1309,0.0,0,0
143,1,0.3379807472229004,9,9,1,1,0.7590953707695007,789103,0.25638294219970703,worker1,0.25638294219970703,787794,1309,0.0,0,0
144,1,0.25816774368286133,0,0,1,0,0.9596763849258423,789103,0.17654204368591309,worker1,0.17654204368591309,787794,1309,0.0,0,0
145,1,0.25322556495666504,5,5,1,0,0.7979229688644409,789103,0.17176198959350586,worker1,0.17176198959350586,787794,1309,0.0,0,0
146,1,0.4885578155517578,6,2,0,2,0.8289485573768616,1840515,0.34814906120300293,worker1->worker2,0.26016974449157715,787794,525747,0.08797931671142578,525665,1309
147,1,0.25820302963256836,8,8,1,0,0.9269582629203796,789103,0.17666053771972656,worker1,0.17666053771972656,787794,1309,0.0,0,0
148,1,0.2527580261230469,2,2,1,0,0.9594464302062988,789103,0.17104625701904297,worker1,0.17104625701904297,787794,1309,0.0,0,0
149,1,0.255979061126709,9,9,1,0,0.9978293776512146,789103,0.17243671417236328,worker1,0.17243671417236328,787794,1309,0.0,0,0
150,1,0.5493664741516113,5,3,0,3,0.47451987862586975,1840516,0.41373252868652344,worker1->worker2,0.26151037216186523,787794,525747,0.1522221565246582,525665,1310
151,1,0.3420407772064209,0,2,0,1,0.9964313507080078,789103,0.2612488269805908,worker1,0.2612488269805908,787794,1309,0.0,0,0
152,1,0.2540006637573242,0,0,1,0,0.8781647086143494,789103,0.1724553108215332,worker1,0.1724553108215332,787794,1309,0.0,0,0
153,1,0.25379252433776855,0,0,1,0,0.9616497159004211,789103,0.17186522483825684,worker1,0.17186522483825684,787794,1309,0.0,0,0
154,1,0.2525038719177246,9,9,1,0,0.9710638523101807,789103,0.1710679531097412,worker1,0.1710679531097412,787794,1309,0.0,0,0
155,1,0.25490832328796387,5,5,1,0,0.9957361221313477,789103,0.17347049713134766,worker1,0.17347049713134766,787794,1309,0.0,0,0
156,1,0.25365185737609863,1,1,1,0,0.9695299863815308,789103,0.1721937656402588,worker1,0.1721937656402588,787794,1309,0.0,0,0
157,1,0.2553701400756836,1,1,1,0,0.6439230442047119,789103,0.17156314849853516,worker1,0.17156314849853516,787794,1309,0.0,0,0
158,1,0.4676849842071533,2,2,1,2,0.9602856636047363,1840515,0.33058857917785645,worker1->worker2,0.25780367851257324,787794,525747,0.0727849006652832,525665,1309
159,1,0.25591230392456055,4,3,0,0,0.7034160494804382,789103,0.17429041862487793,worker1,0.17429041862487793,787794,1309,0.0,0,0
160,1,0.34294557571411133,5,5,1,1,0.8493021130561829,789103,0.2614006996154785,worker1,0.2614006996154785,787794,1309,0.0,0,0
161,1,0.25545692443847656,8,8,1,0,0.9460686445236206,789103,0.17425179481506348,worker1,0.17425179481506348,787794,1309,0.0,0,0
162,1,0.503612756729126,5,5,1,2,0.9897090792655945,1840515,0.3630082607269287,worker1->worker2,0.25754356384277344,787794,525747,0.10546469688415527,525665,1309
163,1,0.25610852241516113,4,7,0,0,0.7086030840873718,789103,0.17431116104125977,worker1,0.17431116104125977,787794,1309,0.0,0,0
164,1,0.3425264358520508,6,2,0,1,0.9950991272926331,789103,0.26077842712402344,worker1,0.26077842712402344,787794,1309,0.0,0,0
165,1,0.2515146732330322,9,9,1,0,0.9730387330055237,789103,0.16999483108520508,worker1,0.16999483108520508,787794,1309,0.0,0,0
166,1,0.2544746398925781,1,1,1,0,0.607167661190033,789102,0.1728358268737793,worker1,0.1728358268737793,787794,1308,0.0,0,0
167,1,0.2561666965484619,4,4,1,0,0.839712917804718,789102,0.17470383644104004,worker1,0.17470383644104004,787794,1308,0.0,0,0
168,1,0.2540099620819092,7,7,1,0,0.9994231462478638,789103,0.172318696975708,worker1,0.172318696975708,787794,1309,0.0,0,0
169,1,0.254152774810791,6,6,1,0,0.9998894929885864,789103,0.17296600341796875,worker1,0.17296600341796875,787794,1309,0.0,0,0
170,1,0.2537195682525635,2,2,1,0,0.9576284885406494,789103,0.17212533950805664,worker1,0.17212533950805664,787794,1309,0.0,0,0
171,1,0.34360623359680176,2,2,1,1,0.7338152527809143,789103,0.261854887008667,worker1,0.261854887008667,787794,1309,0.0,0,0
172,1,0.252713680267334,8,8,1,0,0.5593513250350952,789103,0.17123985290527344,worker1,0.17123985290527344,787794,1309,0.0,0,0
173,1,0.253220796585083,3,3,1,0,0.8961793780326843,789103,0.17308354377746582,worker1,0.17308354377746582,787794,1309,0.0,0,0
174,1,0.3410341739654541,6,2,0,1,0.6158268451690674,789103,0.2609682083129883,worker1,0.2609682083129883,787794,1309,0.0,0,0
175,1,0.2556326389312744,2,2,1,0,0.8820734024047852,789103,0.17433929443359375,worker1,0.17433929443359375,787794,1309,0.0,0,0
176,1,0.2526695728302002,8,8,1,0,0.9994127750396729,789103,0.17106032371520996,worker1,0.17106032371520996,787794,1309,0.0,0,0
177,1,0.34239721298217773,6,2,0,1,0.6698900461196899,789103,0.2608916759490967,worker1,0.2608916759490967,787794,1309,0.0,0,0
178,1,0.341414213180542,4,4,1,1,0.9979583024978638,789103,0.25954604148864746,worker1,0.25954604148864746,787794,1309,0.0,0,0
179,1,0.34325456619262695,6,6,1,1,0.9881069660186768,789103,0.2616276741027832,worker1,0.2616276741027832,787794,1309,0.0,0,0
180,1,0.33779168128967285,6,6,1,1,0.9797936081886292,789103,0.25597715377807617,worker1,0.25597715377807617,787794,1309,0.0,0,0
181,1,0.2567629814147949,8,8,1,0,0.9989414811134338,789103,0.1746208667755127,worker1,0.1746208667755127,787794,1309,0.0,0,0
182,1,0.2547590732574463,0,0,1,0,0.9776273965835571,789103,0.17298078536987305,worker1,0.17298078536987305,787794,1309,0.0,0,0
183,1,0.33810853958129883,4,6,0,1,0.8258251547813416,789103,0.2574179172515869,worker1,0.2574179172515869,787794,1309,0.0,0,0
184,1,0.25730156898498535,8,8,1,0,0.9444897174835205,789103,0.17560911178588867,worker1,0.17560911178588867,787794,1309,0.0,0,0
185,1,0.2539389133453369,5,5,1,0,0.9558898210525513,789103,0.17231488227844238,worker1,0.17231488227844238,787794,1309,0.0,0,0
186,1,0.3384971618652344,4,2,0,1,0.8551095724105835,789103,0.25676512718200684,worker1,0.25676512718200684,787794,1309,0.0,0,0
187,1,0.5071959495544434,5,3,0,2,0.7965046167373657,1840515,0.3676455020904541,worker1->worker2,0.2625243663787842,787794,525747,0.10512113571166992,525665,1309
188,1,0.34223413467407227,4,4,1,1,0.9892549514770508,789103,0.2605011463165283,worker1,0.2605011463165283,787794,1309,0.0,0,0
189,1,0.25101566314697266,7,5,0,0,0.824241578578949,789102,0.16972994804382324,worker1,0.16972994804382324,787794,1308,0.0,0,0
190,1,0.25477004051208496,7,7,1,0,0.9289690256118774,789103,0.17404890060424805,worker1,0.17404890060424805,787794,1309,0.0,0,0
191,1,0.3406839370727539,2,2,1,1,0.9668866395950317,789103,0.25896453857421875,worker1,0.25896453857421875,787794,1309,0.0,0,0
192,1,0.254042387008667,9,9,1,0,0.9983633160591125,789103,0.17246365547180176,worker1,0.17246365547180176,787794,1309,0.0,0,0
193,1,0.25254344940185547,8,8,1,0,0.9950178265571594,789103,0.17094755172729492,worker1,0.17094755172729492,787794,1309,0.0,0,0
194,1,0.25222063064575195,9,9,1,0,0.9913478493690491,789103,0.1710658073425293,worker1,0.1710658073425293,787794,1309,0.0,0,0
195,1,0.3382556438446045,2,2,1,1,0.9201159477233887,789103,0.2582700252532959,worker1,0.2582700252532959,787794,1309,0.0,0,0
196,1,0.3382408618927002,3,3,1,1,0.919721245765686,789102,0.2565474510192871,worker1,0.2565474510192871,787794,1308,0.0,0,0
