sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,protocol_bytes,remote_compute_time_sec,path,worker1_compute_time_sec,worker1_request_bytes,worker1_response_bytes,jetson_compute_time_sec,jetson_request_bytes,jetson_response_bytes
17,1,0.3335142135620117,9,9,1,1,0.9997041821479797,789096,0.2573118209838867,worker1,0.2573118209838867,787790,1306,0.0,0,0
18,1,0.24615120887756348,1,1,1,0,0.8304568529129028,789096,0.1699085235595703,worker1,0.1699085235595703,787790,1306,0.0,0,0
19,1,0.2447526454925537,7,7,1,0,0.9354550242424011,789096,0.16842436790466309,worker1,0.16842436790466309,787790,1306,0.0,0,0
20,1,0.33396244049072266,0,6,0,1,0.8893862962722778,789096,0.2577638626098633,worker1,0.2577638626098633,787790,1306,0.0,0,0
21,1,0.2443091869354248,8,8,1,0,0.8513972759246826,789096,0.16812777519226074,worker1,0.16812777519226074,787790,1306,0.0,0,0
22,1,0.24655985832214355,0,0,1,0,0.944857120513916,789095,0.17034626007080078,worker1,0.17034626007080078,787790,1305,0.0,0,0
23,1,0.24558615684509277,0,0,1,0,0.9935200810432434,789096,0.169386625289917,worker1,0.169386625289917,787790,1306,0.0,0,0
24,1,0.24785232543945312,8,0,0,0,0.8805309534072876,789096,0.17153501510620117,worker1,0.17153501510620117,787790,1306,0.0,0,0
25,1,0.24525141716003418,1,1,1,0,0.9984962940216064,789096,0.16884946823120117,worker1,0.16884946823120117,787790,1306,0.0,0,0
26,1,0.3320157527923584,1,9,0,1,0.8994917869567871,789096,0.2558104991912842,worker1,0.2558104991912842,787790,1306,0.0,0,0
27,1,0.4806556701660156,7,4,0,3,0.8511898517608643,1840501,0.3096945285797119,worker1->jetson,0.25834226608276367,787790,525744,0.05135226249694824,525662,1305
28,1,0.24775290489196777,4,4,1,0,0.7418127059936523,789096,0.17154335975646973,worker1,0.17154335975646973,787790,1306,0.0,0,0
29,1,0.24726557731628418,6,6,1,0,0.9677359461784363,789096,0.17092561721801758,worker1,0.17092561721801758,787790,1306,0.0,0,0
30,1,0.33104491233825684,3,7,0,1,0.8460116386413574,789096,0.25482773780822754,worker1,0.25482773780822754,787790,1306,0.0,0,0
31,1,0.24761271476745605,4,4,1,0,0.7854041457176208,789096,0.17056822776794434,worker1,0.17056822776794434,787790,1306,0.0,0,0
32,1,0.245560884475708,5,5,1,0,0.830440878868103,789095,0.1677722930908203,worker1,0.1677722930908203,787790,1305,0.0,0,0
33,1,0.2525644302368164,3,5,0,0,0.8700210452079773,789096,0.17122650146484375,worker1,0.17122650146484375,787790,1306,0.0,0,0
34,1,0.25118398666381836,1,1,1,0,0.9852961897850037,789096,0.1696639060974121,worker1,0.1696639060974121,787790,1306,0.0,0,0
35,1,0.2499706745147705,9,9,1,0,0.9998762607574463,789096,0.16837453842163086,worker1,0.16837453842163086,787790,1306,0.0,0,0
36,1,0.25130128860473633,5,5,1,0,0.6910061240196228,789096,0.16979384422302246,worker1,0.16979384422302246,787790,1306,0.0,0,0
37,1,0.2513306140899658,5,5,1,0,0.9517871141433716,789096,0.16966819763183594,worker1,0.16966819763183594,787790,1306,0.0,0,0
38,1,0.3381388187408447,3,3,1,1,0.915411114692688,789095,0.25646162033081055,worker1,0.25646162033081055,787790,1305,0.0,0,0
39,1,0.25102829933166504,7,7,1,0,0.9972285628318787,789096,0.16907620429992676,worker1,0.16907620429992676,787790,1306,0.0,0,0
40,1,0.25069117546081543,6,6,1,0,0.9759028553962708,789096,0.1687183380126953,worker1,0.1687183380126953,787790,1306,0.0,0,0
41,1,0.2507455348968506,9,9,1,0,0.990964412689209,789095,0.16872072219848633,worker1,0.16872072219848633,787790,1305,0.0,0,0
42,1,0.33693361282348633,2,2,1,1,0.9998489618301392,789096,0.25470948219299316,worker1,0.25470948219299316,787790,1306,0.0,0,0
43,1,0.2531294822692871,9,9,1,0,0.999810516834259,789095,0.17131376266479492,worker1,0.17131376266479492,787790,1305,0.0,0,0
44,1,0.24951982498168945,0,0,1,0,0.909597635269165,789095,0.16771197319030762,worker1,0.16771197319030762,787790,1305,0.0,0,0
45,1,0.2557051181793213,3,2,0,0,0.8472883701324463,789096,0.17377471923828125,worker1,0.17377471923828125,787790,1306,0.0,0,0
46,1,0.33689308166503906,0,0,1,1,0.9696808457374573,789096,0.2558462619781494,worker1,0.2558462619781494,787790,1306,0.0,0,0
47,1,0.2516191005706787,1,1,1,0,0.997305154800415,789095,0.16959023475646973,worker1,0.16959023475646973,787790,1305,0.0,0,0
48,1,0.25142502784729004,8,8,1,0,0.9901183247566223,789096,0.16939425468444824,worker1,0.16939425468444824,787790,1306,0.0,0,0
49,1,0.25204896926879883,1,1,1,0,0.9830721616744995,789096,0.16991281509399414,worker1,0.16991281509399414,787790,1306,0.0,0,0
50,1,0.2503945827484131,0,0,1,0,0.9384846091270447,789096,0.1682581901550293,worker1,0.1682581901550293,787790,1306,0.0,0,0
51,1,0.24898386001586914,9,9,1,0,0.985406756401062,789095,0.1677718162536621,worker1,0.1677718162536621,787790,1305,0.0,0,0
52,1,0.25090980529785156,5,5,1,0,0.8338103890419006,789096,0.17002534866333008,worker1,0.17002534866333008,787790,1306,0.0,0,0
53,1,0.2557990550994873,8,8,1,0,0.8471372723579407,789096,0.1737995147705078,worker1,0.1737995147705078,787790,1306,0.0,0,0
54,1,0.2521488666534424,0,0,1,0,0.8184539675712585,789096,0.17033743858337402,worker1,0.17033743858337402,787790,1306,0.0,0,0
55,1,0.3362720012664795,1,0,0,1,0.8561092615127563,789096,0.25429320335388184,worker1,0.25429320335388184,787790,1306,0.0,0,0
56,1,0.25099873542785645,5,5,1,0,0.9754589200019836,789096,0.16918039321899414,worker1,0.16918039321899414,787790,1306,0.0,0,0
57,1,0.45946669578552246,7,7,1,2,0.7138813734054565,1840501,0.2974534034729004,worker1->jetson,0.25473856925964355,787790,525744,0.042714834213256836,525662,1305
58,1,0.25267577171325684,5,5,1,0,0.7818127870559692,789096,0.17064714431762695,worker1,0.17064714431762695,787790,1306,0.0,0,0
59,1,0.25311279296875,1,9,0,0,0.7131143808364868,789096,0.1711893081665039,worker1,0.1711893081665039,787790,1306,0.0,0,0
60,1,0.25138092041015625,2,2,1,0,0.8348669409751892,789096,0.17031335830688477,worker1,0.17031335830688477,787790,1306,0.0,0,0
61,1,0.2534017562866211,8,8,1,0,0.9152551293373108,789096,0.17152833938598633,worker1,0.17152833938598633,787790,1306,0.0,0,0
62,1,0.3358588218688965,6,6,1,1,0.7101693153381348,789096,0.25387001037597656,worker1,0.25387001037597656,787790,1306,0.0,0,0
63,1,0.24938249588012695,7,7,1,0,0.8540683388710022,789096,0.16745209693908691,worker1,0.16745209693908691,787790,1306,0.0,0,0
64,1,0.25165748596191406,4,4,1,0,0.9958183169364929,789096,0.16971135139465332,worker1,0.16971135139465332,787790,1306,0.0,0,0
65,1,0.4684305191040039,0,0,1,2,0.9953814744949341,1840501,0.3050556182861328,worker1->jetson,0.25493407249450684,787790,525744,0.05012154579162598,525662,1305
66,1,0.2499837875366211,5,5,1,0,0.8463091850280762,789096,0.16894769668579102,worker1,0.16894769668579102,787790,1306,0.0,0,0
67,1,0.25438356399536133,5,3,0,0,0.768798291683197,789095,0.1725759506225586,worker1,0.1725759506225586,787790,1305,0.0,0,0
68,1,0.2500274181365967,6,6,1,0,0.8401926159858704,789096,0.16841626167297363,worker1,0.16841626167297363,787790,1306,0.0,0,0
69,1,0.251004695892334,5,5,1,0,0.7657214403152466,789096,0.1702406406402588,worker1,0.1702406406402588,787790,1306,0.0,0,0
70,1,0.24922919273376465,1,1,1,0,0.9802827835083008,789096,0.16846036911010742,worker1,0.16846036911010742,787790,1306,0.0,0,0
71,1,0.2547481060028076,9,9,1,0,0.9402674436569214,789096,0.1727614402770996,worker1,0.1727614402770996,787790,1306,0.0,0,0
72,1,0.2501523494720459,5,5,1,0,0.6522613763809204,789096,0.1682114601135254,worker1,0.1682114601135254,787790,1306,0.0,0,0
73,1,0.25496864318847656,9,9,1,0,0.9943051934242249,789096,0.17304706573486328,worker1,0.17304706573486328,787790,1306,0.0,0,0
74,1,0.2506580352783203,8,8,1,0,0.9936107993125916,789096,0.16852879524230957,worker1,0.16852879524230957,787790,1306,0.0,0,0
75,1,0.25077104568481445,7,7,1,0,0.9988296627998352,789096,0.1688847541809082,worker1,0.1688847541809082,787790,1306,0.0,0,0
76,1,0.25000524520874023,1,1,1,0,0.9271083474159241,789096,0.169327974319458,worker1,0.169327974319458,787790,1306,0.0,0,0
77,1,0.25373101234436035,3,3,1,0,0.6085307002067566,789096,0.17258095741271973,worker1,0.17258095741271973,787790,1306,0.0,0,0
78,1,0.251422643661499,2,2,1,0,0.8358084559440613,789096,0.1692032814025879,worker1,0.1692032814025879,787790,1306,0.0,0,0
79,1,0.33854174613952637,1,9,0,1,0.9457417130470276,789096,0.2563197612762451,worker1,0.2563197612762451,787790,1306,0.0,0,0
80,1,0.25267934799194336,1,1,1,0,0.9961352348327637,789096,0.1713109016418457,worker1,0.1713109016418457,787790,1306,0.0,0,0
81,1,0.24996471405029297,4,4,1,0,0.8625490665435791,789096,0.17011618614196777,worker1,0.17011618614196777,787790,1306,0.0,0,0
82,1,0.25191283226013184,2,2,1,0,0.9618328809738159,789096,0.17008686065673828,worker1,0.17008686065673828,787790,1306,0.0,0,0
83,1,0.2514042854309082,5,5,1,0,0.9954826831817627,789096,0.16927790641784668,worker1,0.16927790641784668,787790,1306,0.0,0,0
84,1,0.2566874027252197,0,0,1,0,0.9065836071968079,789096,0.17433619499206543,worker1,0.17433619499206543,787790,1306,0.0,0,0
85,1,0.3392009735107422,8,9,0,1,0.5298752188682556,789096,0.257185697555542,worker1,0.257185697555542,787790,1306,0.0,0,0
86,1,0.251849889755249,9,9,1,0,0.7410336136817932,789096,0.16989779472351074,worker1,0.16989779472351074,787790,1306,0.0,0,0
87,1,0.2522923946380615,2,2,1,0,0.7977921962738037,789096,0.16982007026672363,worker1,0.16982007026672363,787790,1306,0.0,0,0
88,1,0.2525601387023926,2,2,1,0,0.991809070110321,789095,0.1713879108428955,worker1,0.1713879108428955,787790,1305,0.0,0,0
89,1,0.2512192726135254,6,6,1,0,0.9840254187583923,789096,0.17013287544250488,worker1,0.17013287544250488,787790,1306,0.0,0,0
90,1,0.33760714530944824,3,3,1,1,0.7197360396385193,789096,0.25682878494262695,worker1,0.25682878494262695,787790,1306,0.0,0,0
91,1,0.3401186466217041,6,6,1,1,0.9536989331245422,789096,0.25827789306640625,worker1,0.25827789306640625,787790,1306,0.0,0,0
92,1,0.25037670135498047,2,2,1,0,0.829728364944458,789095,0.16856884956359863,worker1,0.16856884956359863,787790,1305,0.0,0,0
93,1,0.24980449676513672,6,6,1,0,0.9349838495254517,789096,0.1682300567626953,worker1,0.1682300567626953,787790,1306,0.0,0,0
94,1,0.4860837459564209,4,4,1,2,0.9998989105224609,1840501,0.33405423164367676,worker1->jetson,0.25771069526672363,787790,525744,0.07634353637695312,525662,1305
95,1,0.33988451957702637,4,4,1,1,0.9616435170173645,789096,0.2575199604034424,worker1,0.2575199604034424,787790,1306,0.0,0,0
96,1,0.25188112258911133,0,0,1,0,0.9224157929420471,789096,0.170243501663208,worker1,0.170243501663208,787790,1306,0.0,0,0
97,1,0.33710813522338867,8,8,1,1,0.9897861480712891,789096,0.25533056259155273,worker1,0.25533056259155273,787790,1306,0.0,0,0
98,1,0.25023341178894043,7,7,1,0,0.999567449092865,789095,0.1684269905090332,worker1,0.1684269905090332,787790,1305,0.0,0,0
99,1,0.24930763244628906,4,4,1,0,0.8841972351074219,789096,0.16754603385925293,worker1,0.16754603385925293,787790,1306,0.0,0,0
100,1,0.25115275382995605,7,7,1,0,0.9241313934326172,789102,0.16976571083068848,worker1,0.16976571083068848,787793,1309,0.0,0,0
101,1,0.2505011558532715,5,2,0,0,0.8063437938690186,789102,0.16963815689086914,worker1,0.16963815689086914,787793,1309,0.0,0,0
102,1,0.2502148151397705,9,9,1,0,0.992108166217804,789101,0.16834068298339844,worker1,0.16834068298339844,787793,1308,0.0,0,0
103,1,0.2507963180541992,1,1,1,0,0.998443067073822,789101,0.16933727264404297,worker1,0.16933727264404297,787793,1308,0.0,0,0
104,1,0.34033894538879395,9,1,0,1,0.926295280456543,789101,0.25897979736328125,worker1,0.25897979736328125,787793,1308,0.0,0,0
105,1,0.2521989345550537,1,1,1,0,0.8780547976493835,789102,0.1705338954925537,worker1,0.1705338954925537,787793,1309,0.0,0,0
106,1,0.25522923469543457,4,4,1,0,0.8278902769088745,789102,0.17363333702087402,worker1,0.17363333702087402,787793,1309,0.0,0,0
107,1,0.33733296394348145,3,3,1,1,0.985734224319458,789101,0.255615234375,worker1,0.255615234375,787793,1308,0.0,0,0
108,1,0.2517564296722412,1,1,1,0,0.894695520401001,789101,0.17016887664794922,worker1,0.17016887664794922,787793,1308,0.0,0,0
109,1,0.25217437744140625,8,8,1,0,0.9991661310195923,789102,0.17051148414611816,worker1,0.17051148414611816,787793,1309,0.0,0,0
110,1,0.24859952926635742,2,6,0,0,0.9083046913146973,789102,0.1668384075164795,worker1,0.1668384075164795,787793,1309,0.0,0,0
111,1,0.33771300315856934,6,6,1,1,0.9930404424667358,789102,0.2559840679168701,worker1,0.2559840679168701,787793,1309,0.0,0,0
112,1,0.24984145164489746,6,6,1,0,0.6574478149414062,789102,0.1681661605834961,worker1,0.1681661605834961,787793,1309,0.0,0,0
113,1,0.2514967918395996,8,8,1,0,0.8502838611602783,789102,0.16988492012023926,worker1,0.16988492012023926,787793,1309,0.0,0,0
114,1,0.2501401901245117,0,0,1,0,0.9995394945144653,789102,0.1683800220489502,worker1,0.1683800220489502,787793,1309,0.0,0,0
115,1,0.4799928665161133,0,0,1,2,0.998420000076294,1840512,0.3302497863769531,worker1->jetson,0.25897812843322754,787793,525747,0.07127165794372559,525665,1307
116,1,0.2545945644378662,2,2,1,0,0.8101117014884949,789102,0.17280960083007812,worker1,0.17280960083007812,787793,1309,0.0,0,0
117,1,0.2521355152130127,3,3,1,0,0.8730365037918091,789102,0.170440673828125,worker1,0.170440673828125,787793,1309,0.0,0,0
118,1,0.25487375259399414,9,9,1,0,0.9998114705085754,789102,0.17311334609985352,worker1,0.17311334609985352,787793,1309,0.0,0,0
119,1,0.25141072273254395,8,8,1,0,0.9971787929534912,789102,0.16969776153564453,worker1,0.16969776153564453,787793,1309,0.0,0,0
120,1,0.3390169143676758,4,4,1,1,0.929222583770752,789101,0.2547876834869385,worker1,0.2547876834869385,787793,1308,0.0,0,0
121,1,0.25499582290649414,8,8,1,0,0.9585921168327332,789102,0.1733875274658203,worker1,0.1733875274658203,787793,1309,0.0,0,0
122,1,0.25170326232910156,1,1,1,0,0.9999386072158813,789102,0.17006659507751465,worker1,0.17006659507751465,787793,1309,0.0,0,0
123,1,0.26234006881713867,2,2,1,0,0.8903470635414124,789102,0.18074917793273926,worker1,0.18074917793273926,787793,1309,0.0,0,0
124,1,0.4665205478668213,5,3,0,2,0.9415619373321533,1840513,0.30419135093688965,worker1->jetson,0.2585885524749756,787793,525747,0.04560279846191406,525665,1308
125,1,0.2546999454498291,1,1,1,0,0.9937238097190857,789102,0.17322039604187012,worker1,0.17322039604187012,787793,1309,0.0,0,0
126,1,0.5002310276031494,0,0,1,2,0.9935903549194336,1840513,0.3512585163116455,worker1->jetson,0.2575101852416992,787793,525747,0.09374833106994629,525665,1308
127,1,0.4475860595703125,4,4,1,2,0.998096764087677,1840512,0.30532217025756836,worker1->jetson,0.2625284194946289,787793,525747,0.04279375076293945,525665,1307
128,1,0.2536046504974365,5,5,1,0,0.7884551286697388,789102,0.17339658737182617,worker1,0.17339658737182617,787793,1309,0.0,0,0
129,1,0.33721160888671875,4,4,1,1,0.825803279876709,789101,0.25551462173461914,worker1,0.25551462173461914,787793,1308,0.0,0,0
130,1,0.25315165519714355,6,6,1,0,0.9853476881980896,789102,0.17127180099487305,worker1,0.17127180099487305,787793,1309,0.0,0,0
131,1,0.2523527145385742,0,2,0,0,0.6344100832939148,789102,0.17047667503356934,worker1,0.17047667503356934,787793,1309,0.0,0,0
132,1,0.25235700607299805,8,8,1,0,0.9774632453918457,789102,0.17046165466308594,worker1,0.17046165466308594,787793,1309,0.0,0,0
133,1,0.33957719802856445,5,5,1,1,0.5865820050239563,789102,0.2576436996459961,worker1,0.2576436996459961,787793,1309,0.0,0,0
134,1,0.3372073173522949,1,1,1,1,0.848274290561676,789101,0.25558900833129883,worker1,0.25558900833129883,787793,1308,0.0,0,0
135,1,0.25208616256713867,0,0,1,0,0.9027473330497742,789102,0.16969585418701172,worker1,0.16969585418701172,787793,1309,0.0,0,0
136,1,0.252704381942749,0,0,1,0,0.8712589740753174,789102,0.17035579681396484,worker1,0.17035579681396484,787793,1309,0.0,0,0
137,1,0.2519383430480957,0,0,1,0,0.9657979607582092,789102,0.17024755477905273,worker1,0.17024755477905273,787793,1309,0.0,0,0
138,1,0.2521398067474365,1,1,1,0,0.996356725692749,789101,0.17061066627502441,worker1,0.17061066627502441,787793,1308,0.0,0,0
139,1,0.2513144016265869,1,1,1,0,0.9932997226715088,789102,0.1697251796722412,worker1,0.1697251796722412,787793,1309,0.0,0,0
140,1,0.25155115127563477,2,2,1,0,0.917187511920929,789101,0.17014646530151367,worker1,0.17014646530151367,787793,1308,0.0,0,0
141,1,0.24977612495422363,5,5,1,0,0.6561627388000488,789102,0.16910052299499512,worker1,0.16910052299499512,787793,1309,0.0,0,0
142,1,0.2532012462615967,9,9,1,0,0.9934256076812744,789102,0.1716148853302002,worker1,0.1716148853302002,787793,1309,0.0,0,0
143,1,0.25002264976501465,5,3,0,0,0.5595319271087646,789102,0.1692664623260498,worker1,0.1692664623260498,787793,1309,0.0,0,0
144,1,0.459608793258667,8,8,1,2,0.955991804599762,1840512,0.3091001510620117,worker1->jetson,0.2609388828277588,787793,525747,0.04816126823425293,525665,1307
145,1,0.497988224029541,4,2,0,3,0.521449625492096,1840512,0.3220233917236328,worker1->jetson,0.26123523712158203,787793,525747,0.06078815460205078,525665,1307
146,1,0.2551107406616211,5,5,1,0,0.7901443839073181,789102,0.17479777336120605,worker1,0.17479777336120605,787793,1309,0.0,0,0
147,1,0.253007173538208,4,4,1,0,0.8060358762741089,789102,0.17175579071044922,worker1,0.17175579071044922,787793,1309,0.0,0,0
148,1,0.34000062942504883,8,8,1,1,0.7668906450271606,789102,0.2583155632019043,worker1,0.2583155632019043,787793,1309,0.0,0,0
149,1,0.252704381942749,8,8,1,0,0.8588618040084839,789102,0.17126679420471191,worker1,0.17126679420471191,787793,1309,0.0,0,0
150,1,0.25357723236083984,1,1,1,0,0.985885739326477,789101,0.17218685150146484,worker1,0.17218685150146484,787793,1308,0.0,0,0
151,1,0.2529001235961914,9,9,1,0,0.9960825443267822,789102,0.1707165241241455,worker1,0.1707165241241455,787793,1309,0.0,0,0
152,1,0.2513587474822998,5,5,1,0,0.9790424704551697,789102,0.16986370086669922,worker1,0.16986370086669922,787793,1309,0.0,0,0
153,1,0.25165343284606934,4,2,0,0,0.7487656474113464,789102,0.1705474853515625,worker1,0.1705474853515625,787793,1309,0.0,0,0
154,1,0.2523376941680908,7,7,1,0,0.8034351468086243,789102,0.17121481895446777,worker1,0.17121481895446777,787793,1309,0.0,0,0
155,1,0.49363160133361816,5,5,1,2,0.9995132684707642,1840513,0.34391355514526367,worker1->jetson,0.25736165046691895,787793,525747,0.08655190467834473,525665,1308
156,1,0.2550792694091797,1,1,1,0,0.9331514835357666,789102,0.1740858554840088,worker1,0.1740858554840088,787793,1309,0.0,0,0
157,1,0.33593273162841797,3,2,0,1,0.8436214327812195,789102,0.2550210952758789,worker1,0.2550210952758789,787793,1309,0.0,0,0
158,1,0.34378647804260254,2,2,1,1,0.9445139169692993,789102,0.2621583938598633,worker1,0.2621583938598633,787793,1309,0.0,0,0
159,1,0.25096750259399414,6,6,1,0,0.9577947854995728,789102,0.1693716049194336,worker1,0.1693716049194336,787793,1309,0.0,0,0
160,1,0.25229644775390625,1,1,1,0,0.6914382576942444,789102,0.17054009437561035,worker1,0.17054009437561035,787793,1309,0.0,0,0
161,1,0.2529125213623047,9,9,1,0,0.967431366443634,789101,0.17139816284179688,worker1,0.17139816284179688,787793,1308,0.0,0,0
162,1,0.2526822090148926,7,7,1,0,0.9982506632804871,789102,0.17107510566711426,worker1,0.17107510566711426,787793,1309,0.0,0,0
163,1,0.253429651260376,3,3,1,0,0.6876333951950073,789102,0.17119550704956055,worker1,0.17119550704956055,787793,1309,0.0,0,0
164,1,0.25232744216918945,1,1,1,0,0.895115852355957,789101,0.17085552215576172,worker1,0.17085552215576172,787793,1308,0.0,0,0
165,1,0.45492076873779297,4,4,1,2,0.9748860597610474,1840513,0.3032500743865967,worker1->jetson,0.26058173179626465,787793,525747,0.04266834259033203,525665,1308
166,1,0.25430822372436523,1,1,1,0,0.9981498718261719,789102,0.1725454330444336,worker1,0.1725454330444336,787793,1309,0.0,0,0
167,1,0.25110936164855957,1,1,1,0,0.5698394775390625,789102,0.1691126823425293,worker1,0.1691126823425293,787793,1309,0.0,0,0
168,1,0.45008301734924316,2,2,1,2,0.9907113909721375,1840513,0.3018341064453125,worker1->jetson,0.2560267448425293,787793,525747,0.0458073616027832,525665,1308
169,1,0.25240612030029297,1,1,1,0,0.6382060050964355,789102,0.17065095901489258,worker1,0.17065095901489258,787793,1309,0.0,0,0
170,1,0.3374018669128418,6,6,1,1,0.9974094033241272,789102,0.2556159496307373,worker1,0.2556159496307373,787793,1309,0.0,0,0
171,1,0.25520849227905273,2,2,1,0,0.9772064685821533,789102,0.17348718643188477,worker1,0.17348718643188477,787793,1309,0.0,0,0
172,1,0.45440125465393066,3,3,1,2,0.9223320484161377,1840513,0.30002474784851074,worker1->jetson,0.25441789627075195,787793,525747,0.04560685157775879,525665,1308
173,1,0.2532660961151123,7,7,1,0,0.9621983766555786,789102,0.17200875282287598,worker1,0.17200875282287598,787793,1309,0.0,0,0
174,1,0.47095465660095215,3,3,1,2,0.6270626187324524,1840513,0.30941295623779297,worker1->jetson,0.25700950622558594,787793,525747,0.05240345001220703,525665,1308
175,1,0.2551126480102539,1,0,0,0,0.706244707107544,789101,0.1731860637664795,worker1,0.1731860637664795,787793,1308,0.0,0,0
176,1,0.2515830993652344,7,3,0,0,0.817739725112915,789101,0.17005157470703125,worker1,0.17005157470703125,787793,1308,0.0,0,0
177,1,0.33859705924987793,3,4,0,1,0.9383989572525024,789102,0.2570991516113281,worker1,0.2570991516113281,787793,1309,0.0,0,0
178,1,0.25192809104919434,9,9,1,0,0.9989938139915466,789102,0.17084455490112305,worker1,0.17084455490112305,787793,1309,0.0,0,0
179,1,0.2512376308441162,4,4,1,0,0.7657167911529541,789102,0.17034244537353516,worker1,0.17034244537353516,787793,1309,0.0,0,0
180,1,0.2514643669128418,1,1,1,0,0.9994698166847229,789102,0.1699354648590088,worker1,0.1699354648590088,787793,1309,0.0,0,0
181,1,0.25203967094421387,0,0,1,0,0.819087028503418,789101,0.1704118251800537,worker1,0.1704118251800537,787793,1308,0.0,0,0
182,1,0.25240182876586914,8,8,1,0,0.8610312342643738,789102,0.1710195541381836,worker1,0.1710195541381836,787793,1309,0.0,0,0
183,1,0.25005173683166504,8,8,1,0,0.877966582775116,789101,0.16938567161560059,worker1,0.16938567161560059,787793,1308,0.0,0,0
184,1,0.25214385986328125,5,5,1,0,0.9465526342391968,789102,0.17089319229125977,worker1,0.17089319229125977,787793,1309,0.0,0,0
185,1,0.2505190372467041,8,8,1,0,0.9579540491104126,789102,0.16937994956970215,worker1,0.16937994956970215,787793,1309,0.0,0,0
186,1,0.2542142868041992,1,1,1,0,0.8274949789047241,789102,0.17351984977722168,worker1,0.17351984977722168,787793,1309,0.0,0,0
187,1,0.3357570171356201,4,4,1,1,0.9873629808425903,789102,0.2540104389190674,worker1,0.2540104389190674,787793,1309,0.0,0,0
188,1,0.25530147552490234,7,7,1,0,0.8565594553947449,789102,0.17126107215881348,worker1,0.17126107215881348,787793,1309,0.0,0,0
189,1,0.2505037784576416,8,8,1,0,0.9959502220153809,789102,0.16900968551635742,worker1,0.16900968551635742,787793,1309,0.0,0,0
190,1,0.2537071704864502,9,9,1,0,0.9397929906845093,789102,0.17199492454528809,worker1,0.17199492454528809,787793,1309,0.0,0,0
191,1,0.3415102958679199,5,5,1,1,0.50562983751297,789100,0.25966906547546387,worker1,0.25966906547546387,787793,1307,0.0,0,0
192,1,0.25058460235595703,1,1,1,0,0.6928514838218689,789102,0.16913604736328125,worker1,0.16913604736328125,787793,1309,0.0,0,0
193,1,0.3393881320953369,3,3,1,1,0.842098593711853,789101,0.2584247589111328,worker1,0.2584247589111328,787793,1308,0.0,0,0
194,1,0.2515721321105957,2,2,1,0,0.735310971736908,789101,0.16997528076171875,worker1,0.16997528076171875,787793,1308,0.0,0,0
195,1,0.2528064250946045,1,1,1,0,0.9897812604904175,789102,0.17102861404418945,worker1,0.17102861404418945,787793,1309,0.0,0,0
196,1,0.2524442672729492,8,8,1,0,0.9844382405281067,789102,0.17084956169128418,worker1,0.17084956169128418,787793,1309,0.0,0,0
