sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id
74,1,0.28925585746765137,3,4,0,1
75,1,0.3817284107208252,8,8,1,2
76,1,0.3034036159515381,9,9,1,1
77,1,0.3726494312286377,2,5,0,2
78,1,0.19881105422973633,9,9,1,0
79,1,0.19277262687683105,7,7,1,0
80,1,0.45974278450012207,6,2,0,3
81,1,0.19906401634216309,8,8,1,0
82,1,0.28496313095092773,9,0,0,1
83,1,0.19536328315734863,8,8,1,0
84,1,0.19045782089233398,3,3,1,0
85,1,0.2969081401824951,9,2,0,1
86,1,0.19648313522338867,9,1,0,0
87,1,0.20625972747802734,9,9,1,0
88,1,0.2938206195831299,3,3,1,1
89,1,0.30474138259887695,6,2,0,1
90,1,0.20037603378295898,7,7,1,0
91,1,0.30047154426574707,3,3,1,1
92,1,0.2912144660949707,8,8,1,1
93,1,0.2046494483947754,6,1,0,0
94,1,0.19033336639404297,8,8,1,0
95,1,0.3001058101654053,8,8,1,1
96,1,0.3825819492340088,5,5,1,2
97,1,0.30912351608276367,9,9,1,1
98,1,0.4734008312225342,4,3,0,3
99,1,0.20082807540893555,1,1,1,0
100,1,0.3801732063293457,2,2,1,2
101,1,0.1995699405670166,0,0,1,0
102,1,0.19889426231384277,5,5,1,0
103,1,0.19833993911743164,4,4,1,0
104,1,0.19793343544006348,9,9,1,0
105,1,0.30805087089538574,4,3,0,1
106,1,0.30271387100219727,0,0,1,1
107,1,0.3101656436920166,5,5,1,1
108,1,0.3043656349182129,6,6,1,1
109,1,0.20469093322753906,8,8,1,0
110,1,0.2003931999206543,1,1,1,0
111,1,0.20481348037719727,7,7,1,0
112,1,0.19840264320373535,9,9,1,0
113,1,0.39287447929382324,6,2,0,2
114,1,0.20413851737976074,9,9,1,0
115,1,0.20624732971191406,6,6,1,0
116,1,0.39765453338623047,5,7,0,2
117,1,0.20999646186828613,4,4,1,0
118,1,0.20876264572143555,5,5,1,0
119,1,0.311568021774292,2,2,1,1
120,1,0.20528793334960938,8,0,0,0
121,1,0.21204090118408203,0,0,1,0
122,1,0.3034985065460205,4,4,1,1
123,1,0.20149517059326172,4,2,0,0
124,1,0.3031010627746582,6,6,1,1
125,1,0.31371188163757324,0,0,1,1
126,1,0.20232105255126953,7,7,1,0
127,1,0.39983630180358887,1,0,0,2
128,1,0.309298038482666,3,3,1,1
129,1,0.2483360767364502,6,6,1,0
130,1,0.19973111152648926,8,8,1,0
131,1,0.20525884628295898,8,8,1,0
132,1,0.20566725730895996,0,0,1,0
133,1,0.24370551109313965,5,5,1,0
134,1,0.19884443283081055,8,8,1,0
135,1,0.20696091651916504,8,8,1,0
136,1,0.31039977073669434,3,3,1,1
137,1,0.2031247615814209,1,3,0,0
138,1,0.2029256820678711,8,8,1,0
139,1,0.3973398208618164,5,3,0,2
140,1,0.49072742462158203,1,9,0,3
141,1,0.20980429649353027,8,8,1,0
142,1,0.3099362850189209,8,8,1,1
143,1,0.40696287155151367,2,2,1,2
144,1,0.5030884742736816,2,2,1,3
145,1,0.35709714889526367,0,0,1,1
146,1,0.20711469650268555,6,6,1,0
147,1,0.25184106826782227,9,9,1,0
148,1,0.20733880996704102,9,9,1,0
149,1,0.3125643730163574,3,3,1,1
150,1,0.31799793243408203,9,9,1,1
151,1,0.3406558036804199,0,0,1,1
152,1,0.3140404224395752,5,3,0,1
153,1,0.2821333408355713,9,9,1,0
154,1,0.31707167625427246,3,3,1,1
155,1,0.4485940933227539,2,2,1,2
156,1,0.31273698806762695,3,5,0,1
157,1,0.3653571605682373,4,4,1,1
158,1,0.1984267234802246,2,2,1,0
159,1,0.25614023208618164,5,5,1,0
160,1,0.40958499908447266,0,0,1,2
161,1,0.21756410598754883,2,2,1,0
162,1,0.34429240226745605,9,8,0,1
163,1,0.4683856964111328,6,2,0,2
164,1,0.209212064743042,4,4,1,0
165,1,0.32478904724121094,3,3,1,1
166,1,0.21175289154052734,8,8,1,0
167,1,0.5032658576965332,5,5,1,2
168,1,0.21310186386108398,7,3,0,0
169,1,0.32750654220581055,8,8,1,0
170,1,0.3515918254852295,3,5,0,1
171,1,0.203413724899292,6,2,0,0
172,1,0.20631027221679688,8,0,0,0
173,1,0.21096205711364746,8,8,1,0
174,1,0.3346726894378662,3,3,1,1
175,1,0.3562624454498291,9,9,1,1
176,1,0.36066436767578125,3,3,1,1
177,1,0.20545625686645508,9,9,1,0
178,1,0.36797499656677246,9,9,1,1
179,1,0.35181498527526855,0,0,1,1
180,1,0.3322305679321289,3,1,0,1
181,1,0.20536327362060547,0,0,1,0
182,1,0.20655465126037598,0,0,1,0
183,1,0.3631172180175781,9,1,0,1
184,1,0.22713708877563477,1,1,1,0
185,1,0.22887134552001953,6,6,1,0
186,1,0.3612651824951172,2,2,1,1
187,1,0.35723185539245605,5,5,1,1
188,1,0.2061469554901123,2,2,1,0
189,1,0.2191312313079834,2,2,1,0
190,1,0.26525020599365234,0,0,1,0
191,1,0.33258485794067383,9,9,1,1
192,1,0.36151719093322754,9,1,0,1
193,1,0.21072864532470703,4,4,1,0
194,1,0.22429585456848145,2,5,0,0
195,1,0.24890995025634766,3,5,0,0
196,1,0.43967723846435547,0,2,0,2
197,1,0.321533203125,3,1,0,1
198,1,0.3134300708770752,0,7,0,1
199,1,0.20567584037780762,8,0,0,0
200,1,0.2429637908935547,1,1,1,0
201,1,0.20409870147705078,6,6,1,0
202,1,0.49609375,3,3,1,2
203,1,0.31040191650390625,0,0,1,1
204,1,0.2526116371154785,6,6,1,0
205,1,0.5289552211761475,0,5,0,2
206,1,0.25913548469543457,6,6,1,0
207,1,0.36065196990966797,7,7,1,1
208,1,0.295306921005249,6,6,1,0
209,1,0.2540290355682373,4,4,1,0
210,1,0.2014162540435791,1,9,0,0
211,1,0.2215430736541748,0,0,1,0
212,1,0.4746267795562744,2,2,1,2
213,1,0.2526979446411133,2,0,0,0
214,1,0.2524142265319824,1,1,1,0
215,1,0.2292184829711914,5,6,0,0
216,1,0.5392916202545166,6,5,0,3
217,1,0.4891550540924072,9,9,1,2
218,1,0.31624698638916016,1,1,1,1
219,1,0.250807523727417,6,6,1,0
220,1,0.31148552894592285,6,6,1,1
221,1,0.39850592613220215,0,1,0,1
222,1,0.3642294406890869,4,4,1,1
223,1,0.2403573989868164,9,9,1,0
224,1,0.5095658302307129,2,2,1,2
225,1,0.465975284576416,5,5,1,2
226,1,0.275984525680542,1,1,1,0
227,1,0.33426570892333984,9,9,1,1
228,1,0.3360927104949951,6,2,0,1
229,1,0.29695868492126465,9,9,1,0
230,1,0.20721769332885742,6,6,1,0
231,1,0.386946439743042,1,1,1,1
232,1,0.4954862594604492,5,6,0,2
233,1,0.20905494689941406,9,9,1,0
234,1,0.23947882652282715,8,0,0,0
235,1,0.3787703514099121,9,9,1,1
236,1,0.3407871723175049,3,3,1,1
237,1,0.6717715263366699,7,7,1,3
238,1,0.2019965648651123,0,0,1,0
239,1,0.20947265625,5,5,1,0
240,1,0.6344726085662842,8,8,1,3
241,1,0.245711088180542,8,8,1,0
242,1,0.4956939220428467,5,5,1,2
243,1,0.25296735763549805,2,6,0,0
244,1,0.2518744468688965,9,9,1,0
245,1,0.36177873611450195,5,3,0,1
246,1,0.496096134185791,2,2,1,2
247,1,0.259476900100708,9,9,1,0
248,1,0.36195898056030273,2,2,1,1
249,1,0.21037745475769043,5,5,1,0
250,1,0.35457491874694824,9,8,0,1
251,1,0.2956986427307129,7,7,1,0
252,1,0.36191391944885254,9,1,0,1
253,1,0.2435164451599121,0,0,1,0
254,1,0.21559643745422363,9,9,1,0
255,1,0.3841383457183838,6,6,1,1
256,1,0.48700857162475586,0,0,1,2
257,1,0.20778179168701172,0,0,1,0
258,1,0.2524745464324951,3,3,1,0
259,1,0.20378756523132324,1,1,1,0
260,1,0.4960007667541504,2,2,1,2
261,1,0.45537447929382324,5,5,1,1
262,1,0.38547348976135254,4,4,1,1
263,1,0.2607152462005615,7,7,1,0
264,1,0.2655346393585205,8,8,1,0
265,1,0.2290172576904297,1,1,1,0
266,1,0.3551676273345947,1,9,0,1
267,1,0.3680613040924072,3,5,0,1
268,1,0.4563117027282715,3,2,0,2
269,1,0.2447504997253418,8,8,1,0
270,1,0.2139437198638916,5,5,1,0
271,1,0.5682418346405029,3,3,1,3
272,1,0.25176477432250977,8,8,1,0
273,1,0.23649024963378906,8,8,1,0
274,1,0.40264296531677246,3,4,0,1
275,1,0.394669771194458,4,4,1,1
276,1,0.21854567527770996,6,6,1,0
277,1,0.4774336814880371,7,7,1,2
278,1,0.2186279296875,9,1,0,0
279,1,0.3556673526763916,1,1,1,1
280,1,0.2574014663696289,8,8,1,0
281,1,0.4085202217102051,4,4,1,1
282,1,0.5988469123840332,6,2,0,3
283,1,0.4220924377441406,8,8,1,1
284,1,0.278078556060791,8,8,1,0
285,1,0.20589637756347656,4,4,1,0
286,1,0.36301660537719727,9,9,1,1
287,1,0.29584312438964844,8,8,1,0
288,1,0.38666677474975586,9,8,0,1
289,1,0.5997633934020996,7,0,0,3
290,1,0.40305256843566895,6,6,1,1
291,1,0.2529475688934326,9,1,0,0
292,1,0.23668766021728516,7,7,1,0
293,1,0.22357749938964844,8,8,1,0
294,1,0.2518022060394287,8,8,1,0
295,1,0.6304044723510742,8,8,1,3
296,1,0.2472209930419922,0,0,1,0
297,1,0.23825669288635254,4,4,1,0
298,1,0.46568846702575684,4,4,1,2
299,1,0.23961257934570312,3,3,1,0
300,1,0.21417760848999023,6,6,1,0
301,1,0.24840569496154785,1,1,1,0
302,1,0.41044068336486816,9,0,0,1
303,1,0.2570455074310303,8,8,1,0
304,1,0.2279212474822998,7,5,0,0
305,1,0.2784106731414795,1,1,1,0
306,1,0.4078662395477295,2,2,1,1
307,1,0.25199389457702637,1,1,1,0
308,1,0.36521029472351074,9,1,0,1
309,1,0.5423083305358887,2,2,1,2
310,1,0.49634575843811035,8,8,1,2
311,1,0.247514009475708,0,8,0,0
312,1,0.25302815437316895,4,4,1,0
313,1,0.2573275566101074,9,1,0,0
314,1,0.2535834312438965,3,5,0,0
315,1,0.2532839775085449,9,9,1,0
316,1,0.2569289207458496,4,2,0,0
317,1,0.5200726985931396,6,6,1,2
318,1,0.2601475715637207,0,0,1,0
319,1,0.2608776092529297,0,8,0,0
320,1,0.36557769775390625,5,5,1,1
321,1,0.25539278984069824,4,4,1,0
322,1,0.24605536460876465,8,8,1,0
323,1,0.4056262969970703,3,5,0,1
324,1,0.2076740264892578,9,9,1,0
325,1,0.2650899887084961,8,8,1,0
326,1,0.3986387252807617,4,4,1,1
327,1,0.2771170139312744,5,5,1,0
328,1,0.3642878532409668,7,7,1,1
329,1,0.20606589317321777,7,7,1,0
330,1,0.3566093444824219,3,3,1,1
331,1,0.2590017318725586,5,5,1,0
332,1,0.26616573333740234,8,8,1,0
333,1,0.49658703804016113,4,7,0,2
334,1,0.35540056228637695,7,7,1,1
335,1,0.44066524505615234,1,1,1,1
336,1,0.2618722915649414,0,2,0,0
337,1,0.5301430225372314,3,0,0,2
338,1,0.25957369804382324,6,6,1,0
339,1,0.5989599227905273,5,5,1,3
340,1,0.3953068256378174,9,9,1,1
341,1,0.23891282081604004,4,4,1,0
342,1,0.3397634029388428,2,2,1,0
343,1,0.4098701477050781,5,5,1,1
344,1,0.36397647857666016,2,2,1,1
345,1,0.2085402011871338,6,6,1,0
346,1,0.40509819984436035,5,5,1,1
347,1,0.25558996200561523,9,9,1,0
348,1,0.41117167472839355,6,2,0,1
349,1,0.4071652889251709,6,6,1,1
350,1,0.21012353897094727,6,6,1,0
351,1,0.33790135383605957,3,4,0,0
352,1,0.4106457233428955,6,2,0,1
353,1,0.21110272407531738,7,7,1,0
354,1,0.2450568675994873,3,3,1,0
355,1,0.2530078887939453,3,3,1,0
356,1,0.25710201263427734,9,1,0,0
357,1,0.662238597869873,5,9,0,3
358,1,0.27678799629211426,1,8,0,0
359,1,0.23067641258239746,3,4,0,0
360,1,0.28982114791870117,5,5,1,0
361,1,0.38187146186828613,0,0,1,1
362,1,0.4731101989746094,6,6,1,1
363,1,0.3120448589324951,9,1,0,0
364,1,0.22140979766845703,1,8,0,0
365,1,0.3342909812927246,8,7,0,0
366,1,0.2728464603424072,6,2,0,0
367,1,0.4157845973968506,4,4,1,1
368,1,0.2968006134033203,0,0,1,0
369,1,0.24678969383239746,0,0,1,0
370,1,0.3635704517364502,3,3,1,1
371,1,0.24358391761779785,0,0,1,0
372,1,0.25330138206481934,1,1,1,0
373,1,0.2806258201599121,5,3,0,0
374,1,0.24936795234680176,6,6,1,0
375,1,0.2092738151550293,9,9,1,0
376,1,0.260631799697876,8,8,1,0
377,1,0.34259843826293945,6,6,1,1
378,1,0.4504368305206299,2,2,1,1
379,1,0.25307321548461914,1,1,1,0
380,1,0.3149147033691406,6,6,1,1
381,1,0.4918177127838135,5,5,1,1
382,1,0.25835371017456055,1,9,0,0
383,1,0.24165821075439453,9,9,1,0
384,1,0.6512007713317871,0,9,0,3
385,1,0.3180274963378906,6,6,1,0
386,1,0.21018052101135254,8,3,0,0
387,1,0.24571800231933594,8,8,1,0
388,1,0.6345632076263428,8,0,0,3
389,1,0.5164070129394531,5,5,1,2
390,1,0.4063537120819092,3,3,1,1
391,1,0.3983931541442871,6,6,1,1
392,1,0.3285529613494873,9,1,0,1
393,1,0.242872953414917,3,3,1,0
394,1,0.30042386054992676,6,6,1,0
395,1,0.5479917526245117,2,5,0,2
396,1,0.29494452476501465,1,1,1,0
397,1,0.27939462661743164,9,9,1,0
398,1,0.48673176765441895,5,7,0,2
399,1,0.46338725090026855,9,9,1,1
400,1,0.3632066249847412,8,0,0,1
401,1,0.25945568084716797,5,5,1,0
402,1,0.3959035873413086,4,4,1,1
403,1,0.3896751403808594,1,1,1,1
404,1,0.2709484100341797,9,9,1,0
405,1,0.40454816818237305,2,2,1,1
406,1,0.5082876682281494,0,0,1,2
407,1,0.47722482681274414,9,1,0,2
408,1,0.46807861328125,8,8,1,1
409,1,0.291881799697876,1,1,1,0
410,1,0.27179408073425293,1,1,1,0
411,1,0.20745611190795898,9,1,0,0
412,1,0.3007810115814209,8,8,1,0
413,1,0.3562774658203125,3,5,0,1
414,1,0.44370579719543457,0,0,1,1
415,1,0.21098899841308594,5,5,1,0
416,1,0.4029550552368164,0,0,1,1
417,1,0.2709481716156006,5,7,0,0
418,1,0.3952193260192871,0,0,1,1
419,1,0.4267997741699219,6,6,1,1
420,1,0.25011110305786133,9,9,1,0
421,1,0.2820625305175781,5,3,0,0
422,1,0.2903733253479004,0,0,1,0
423,1,0.3312544822692871,1,1,1,1
424,1,0.4304800033569336,6,2,0,1
425,1,0.256436824798584,4,4,1,0
426,1,0.28376126289367676,4,4,1,0
427,1,0.5460944175720215,3,3,1,2
428,1,0.40958619117736816,9,9,1,1
429,1,0.45262861251831055,8,8,1,2
430,1,0.2423093318939209,4,4,1,0
431,1,0.4102804660797119,0,0,1,1
432,1,0.25493645668029785,2,2,1,0
433,1,0.40755248069763184,5,5,1,1
434,1,0.549781322479248,2,2,1,2
435,1,0.25397562980651855,0,0,1,0
436,1,0.23110222816467285,7,7,1,0
437,1,0.2936842441558838,1,1,1,0
438,1,0.557781457901001,6,2,0,2
439,1,0.4545464515686035,0,0,1,1
440,1,0.29712843894958496,8,8,1,0
441,1,0.44469738006591797,8,8,1,1
442,1,0.21195483207702637,6,6,1,0
443,1,0.36577749252319336,8,8,1,0
444,1,0.3659837245941162,5,5,1,1
445,1,0.4605240821838379,5,7,0,1
446,1,0.6445138454437256,9,7,0,3
447,1,0.23243427276611328,7,7,1,0
448,1,0.6646459102630615,2,2,1,3
449,1,0.31486082077026367,7,7,1,0
450,1,0.3753018379211426,0,7,0,1
451,1,0.4809393882751465,4,3,0,1
452,1,0.34417104721069336,8,8,1,1
453,1,0.23073863983154297,4,4,1,0
454,1,0.3978996276855469,1,1,1,1
455,1,0.40001916885375977,3,3,1,1
456,1,0.2948126792907715,3,3,1,0
457,1,0.2735161781311035,0,0,1,0
458,1,0.25941038131713867,7,9,0,0
459,1,0.3040289878845215,6,6,1,0
460,1,0.30167675018310547,7,3,0,0
461,1,0.5297775268554688,1,1,1,2
462,1,0.22849464416503906,8,8,1,0
463,1,0.5691714286804199,6,6,1,2
464,1,0.26622438430786133,7,7,1,0
465,1,0.2500340938568115,1,1,1,0
466,1,0.28699803352355957,3,3,1,0
467,1,0.4133636951446533,8,8,1,1
468,1,0.3657841682434082,4,4,1,1
469,1,0.4610264301300049,4,4,1,1
470,1,0.28420424461364746,3,2,0,0
471,1,0.39307451248168945,5,5,1,1
472,1,0.23113536834716797,1,1,1,0
473,1,0.2935469150543213,2,4,0,0
474,1,0.4007136821746826,3,5,0,1
475,1,0.29448413848876953,4,7,0,0
476,1,0.4789867401123047,6,6,1,1
477,1,0.3629751205444336,6,6,1,1
478,1,0.45267677307128906,3,2,0,1
479,1,0.35903358459472656,3,3,1,1
480,1,0.44950008392333984,0,0,1,1
481,1,0.3641932010650635,9,1,0,1
482,1,0.5396602153778076,2,2,1,2
483,1,0.4449634552001953,8,8,1,1
484,1,0.4170987606048584,6,7,0,1
485,1,0.25411224365234375,7,7,1,0
486,1,0.2584993839263916,9,1,0,0
487,1,0.40508127212524414,2,2,1,1
488,1,0.2552623748779297,8,8,1,0
489,1,0.6027939319610596,2,2,1,2
490,1,0.3623847961425781,3,3,1,1
491,1,0.40813422203063965,9,1,0,1
492,1,0.2595369815826416,7,5,0,0
493,1,0.2556154727935791,9,1,0,0
494,1,0.303814172744751,8,8,1,0
495,1,0.21270227432250977,2,2,1,0
496,1,0.5875592231750488,3,5,0,2
497,1,0.40927553176879883,3,3,1,1
498,1,0.27758312225341797,8,8,1,0
499,1,0.2828860282897949,7,7,1,0
500,1,0.26140761375427246,9,9,1,0
501,1,0.4520299434661865,9,0,0,1
502,1,0.2572636604309082,3,3,1,0
503,1,0.25085973739624023,5,5,1,0
504,1,0.25970983505249023,4,7,0,0
505,1,0.2150859832763672,0,0,1,0
506,1,0.27730655670166016,6,6,1,0
507,1,0.6552159786224365,2,3,0,3
508,1,0.2539057731628418,9,1,0,0
509,1,0.5431942939758301,8,8,1,2
510,1,0.3422098159790039,6,6,1,0
511,1,0.4310340881347656,3,5,0,1
512,1,0.24144244194030762,9,9,1,0
513,1,0.6660892963409424,3,2,0,3
514,1,0.2777540683746338,2,2,1,0
515,1,0.27010130882263184,7,7,1,0
516,1,0.5314855575561523,7,1,0,2
517,1,0.43025946617126465,3,3,1,1
518,1,0.3882896900177002,4,4,1,1
519,1,0.30153656005859375,9,9,1,0
520,1,0.3693723678588867,6,6,1,1
521,1,0.4118380546569824,6,1,0,1
522,1,0.3342423439025879,4,4,1,0
523,1,0.36759090423583984,4,4,1,1
524,1,0.42351293563842773,0,0,1,1
525,1,0.29157161712646484,8,8,1,0
526,1,0.2792823314666748,9,9,1,0
527,1,0.28756141662597656,1,1,1,0
528,1,0.3917677402496338,1,1,1,1
529,1,0.2911245822906494,8,8,1,0
530,1,0.48560023307800293,4,2,0,1
531,1,0.4942045211791992,4,4,1,1
532,1,0.29390931129455566,8,8,1,0
533,1,0.29143738746643066,0,0,1,0
534,1,0.25498509407043457,4,2,0,0
535,1,0.5034880638122559,7,7,1,2
536,1,0.6191525459289551,4,4,1,2
537,1,0.27296924591064453,7,4,0,0
538,1,0.2418200969696045,0,0,1,0
539,1,0.2912561893463135,3,3,1,0
540,1,0.2576918601989746,4,4,1,0
541,1,0.5517363548278809,5,5,1,2
542,1,0.4490509033203125,3,6,0,1
543,1,0.2443861961364746,7,7,1,0
544,1,0.2822091579437256,3,5,0,0
545,1,0.4232659339904785,2,2,1,1
546,1,0.40462493896484375,6,6,1,1
547,1,0.41010212898254395,7,1,0,1
548,1,0.2543320655822754,3,3,1,0
549,1,0.46129393577575684,0,2,0,1
550,1,0.22604608535766602,1,1,1,0
551,1,0.28350067138671875,1,1,1,0
552,1,0.3006014823913574,3,3,1,0
553,1,0.3636648654937744,3,4,0,1
554,1,0.49764323234558105,3,3,1,1
555,1,0.5036284923553467,8,8,1,2
556,1,0.29253554344177246,4,4,1,0
557,1,0.46315479278564453,3,3,1,1
558,1,0.24641704559326172,4,4,1,0
559,1,0.6380598545074463,2,1,0,3
560,1,0.24835419654846191,9,1,0,0
561,1,0.34148478507995605,7,7,1,0
562,1,0.22946929931640625,6,6,1,0
563,1,0.285672664642334,4,4,1,0
564,1,0.43000316619873047,0,0,1,1
565,1,0.26784682273864746,4,2,0,0
566,1,0.4806783199310303,5,5,1,2
567,1,0.43709230422973633,3,3,1,1
568,1,0.20787596702575684,6,6,1,0
569,1,0.2694237232208252,7,7,1,0
570,1,0.5608763694763184,6,0,0,2
571,1,0.4060628414154053,6,3,0,1
572,1,0.2588827610015869,8,8,1,0
573,1,0.4725520610809326,6,6,1,1
574,1,0.5226585865020752,4,5,0,2
575,1,0.40871262550354004,3,5,0,1
576,1,0.40763044357299805,9,0,0,1
577,1,0.40923643112182617,4,4,1,1
578,1,0.5439891815185547,4,4,1,2
579,1,0.4916410446166992,4,4,1,1
580,1,0.40874433517456055,8,7,0,1
581,1,0.29015636444091797,5,5,1,0
582,1,0.28463029861450195,8,8,1,0
583,1,0.2987227439880371,4,4,1,0
584,1,0.2757534980773926,4,4,1,0
585,1,0.28740787506103516,4,4,1,0
586,1,0.2932627201080322,8,8,1,0
587,1,0.4169158935546875,8,8,1,1
588,1,0.2903010845184326,9,1,0,0
589,1,0.21905946731567383,4,4,1,0
590,1,0.39603614807128906,4,4,1,1
591,1,0.2905583381652832,6,6,1,0
592,1,0.3992025852203369,7,7,1,1
593,1,0.23488926887512207,1,1,1,0
594,1,0.42954182624816895,2,8,0,1
595,1,0.21707940101623535,8,8,1,0
596,1,0.5848016738891602,6,6,1,2
597,1,0.28182125091552734,4,4,1,0
598,1,0.46303868293762207,8,8,1,1
599,1,0.30466580390930176,9,9,1,0
600,1,0.3639407157897949,4,3,0,1
601,1,0.40993642807006836,1,1,1,1
602,1,0.25418639183044434,9,9,1,0
603,1,0.5982034206390381,9,8,0,2
604,1,0.45647120475769043,8,8,1,2
605,1,0.5724468231201172,2,2,1,2
606,1,0.2832810878753662,1,1,1,0
607,1,0.2974832057952881,1,1,1,0
608,1,0.2905566692352295,0,1,0,0
609,1,0.38367152214050293,0,0,1,1
610,1,0.6232349872589111,3,3,1,2
611,1,0.387967586517334,2,2,1,1
612,1,0.2539358139038086,4,4,1,0
613,1,0.2361762523651123,0,0,1,0
614,1,0.24934840202331543,7,7,1,0
615,1,0.24727129936218262,3,3,1,0
616,1,0.44684386253356934,4,2,0,1
617,1,0.39681291580200195,7,6,0,1
618,1,0.4452853202819824,9,9,1,1
619,1,0.29280519485473633,8,8,1,0
620,1,0.35138773918151855,5,5,1,1
621,1,0.290712833404541,7,3,0,0
622,1,0.26012182235717773,3,7,0,0
623,1,0.39804863929748535,6,6,1,1
624,1,0.3444702625274658,6,1,0,1
625,1,0.270313024520874,6,2,0,0
626,1,0.2721717357635498,4,4,1,0
627,1,0.2777583599090576,8,8,1,0
628,1,0.23096203804016113,9,1,0,0
629,1,0.40233707427978516,2,2,1,1
630,1,0.3280336856842041,8,8,1,0
631,1,0.560671329498291,0,0,1,2
632,1,0.27716565132141113,8,8,1,0
633,1,0.39208006858825684,0,2,0,1
634,1,0.41620612144470215,3,3,1,1
635,1,0.3592112064361572,5,5,1,1
636,1,0.2585108280181885,8,0,0,0
637,1,0.30089259147644043,9,9,1,0
638,1,0.25720906257629395,7,7,1,0
639,1,0.28357481956481934,5,5,1,0
640,1,0.29274678230285645,7,7,1,0
641,1,0.28772711753845215,7,7,1,0
642,1,0.5844523906707764,4,4,1,2
643,1,0.28139829635620117,7,7,1,0
644,1,0.35532188415527344,4,5,0,0
645,1,0.462083101272583,2,2,1,2
646,1,0.35116028785705566,7,7,1,0
647,1,0.2857675552368164,7,7,1,0
648,1,0.38907527923583984,6,6,1,1
649,1,0.2854437828063965,5,7,0,0
650,1,0.4044365882873535,0,0,1,1
651,1,0.5151395797729492,4,4,1,2
652,1,0.28856611251831055,8,8,1,0
653,1,0.28616952896118164,0,0,1,0
654,1,0.28820013999938965,5,3,0,0
655,1,0.214860200881958,5,7,0,0
656,1,0.28206539154052734,9,1,0,0
657,1,0.4857149124145508,3,3,1,1
658,1,0.2112445831298828,7,7,1,0
659,1,0.3073916435241699,6,6,1,0
660,1,0.4859273433685303,2,2,1,1
661,1,0.25754642486572266,7,7,1,0
662,1,0.25241804122924805,8,8,1,0
663,1,0.6746563911437988,6,1,0,3
664,1,0.2904376983642578,9,0,0,0
