sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id
154,1,0.43020009994506836,9,9,1,0
155,1,0.3019900321960449,0,9,0,0
156,1,0.3491172790527344,6,6,1,0
157,1,0.3406379222869873,8,8,1,0
158,1,0.31307363510131836,4,4,1,0
159,1,0.3426218032836914,9,1,0,0
160,1,0.35074520111083984,9,1,0,0
161,1,0.45036768913269043,2,4,0,0
162,1,0.2826368808746338,4,6,0,0
163,1,0.3991541862487793,8,8,1,0
164,1,0.40018320083618164,7,4,0,0
165,1,0.9575176239013672,2,2,1,2
166,1,0.3182199001312256,5,5,1,0
167,1,0.37694215774536133,8,8,1,0
168,1,0.3160521984100342,3,3,1,0
169,1,0.3485853672027588,8,0,0,0
170,1,0.5956380367279053,3,3,1,1
171,1,0.33049535751342773,9,8,0,0
172,1,0.3556663990020752,3,3,1,0
173,1,0.6187381744384766,5,5,1,1
174,1,0.6098577976226807,6,3,0,1
175,1,0.6726353168487549,5,5,1,1
176,1,0.5787179470062256,2,2,1,1
177,1,0.575354814529419,3,3,1,1
178,1,0.39841747283935547,6,6,1,0
179,1,0.6283481121063232,9,8,0,1
180,1,0.4337189197540283,5,5,1,0
181,1,0.37341880798339844,6,6,1,0
182,1,0.623180627822876,6,6,1,1
183,1,0.31972241401672363,0,0,1,0
184,1,0.3843526840209961,9,9,1,0
185,1,0.3083004951477051,9,9,1,0
186,1,1.1923820972442627,2,6,0,3
187,1,0.3830881118774414,8,8,1,0
188,1,0.36452436447143555,2,2,1,0
189,1,0.32457661628723145,4,4,1,0
190,1,0.5974361896514893,5,5,1,1
191,1,0.3543870449066162,0,0,1,0
192,1,0.625645637512207,9,0,0,1
193,1,0.423816442489624,3,3,1,0
194,1,0.3501741886138916,6,6,1,0
195,1,0.2969222068786621,9,9,1,0
196,1,0.3870518207550049,4,4,1,0
197,1,0.6081264019012451,0,1,0,1
198,1,0.31253957748413086,1,1,1,0
199,1,0.530642032623291,4,4,1,1
200,1,0.3721189498901367,5,5,1,0
201,1,1.1796314716339111,7,7,1,3
202,1,0.3696329593658447,4,4,1,0
203,1,1.0844130516052246,5,6,0,3
204,1,0.34899425506591797,5,4,0,0
205,1,0.3292090892791748,3,3,1,0
206,1,0.36058521270751953,3,5,0,0
207,1,0.3240020275115967,9,9,1,0
208,1,0.36525726318359375,1,1,1,0
209,1,0.30028247833251953,6,6,1,0
210,1,0.5810201168060303,3,3,1,1
211,1,0.6202983856201172,9,1,0,1
212,1,0.3147599697113037,9,9,1,0
213,1,0.36333346366882324,8,8,1,0
214,1,0.29358959197998047,0,8,0,0
215,1,0.6226866245269775,0,0,1,1
216,1,0.36489248275756836,3,3,1,0
217,1,0.36619067192077637,8,8,1,0
218,1,0.44400453567504883,3,3,1,0
219,1,0.34659719467163086,4,3,0,0
220,1,0.3029334545135498,4,4,1,0
221,1,0.5884802341461182,6,6,1,1
222,1,0.6079635620117188,8,8,1,1
223,1,0.3079831600189209,7,7,1,0
224,1,0.3428189754486084,9,9,1,0
225,1,0.5303943157196045,3,3,1,1
226,1,0.6526503562927246,4,7,0,1
227,1,0.3464791774749756,1,1,1,0
228,1,0.3692443370819092,4,4,1,0
229,1,0.6269779205322266,9,9,1,1
230,1,0.36693716049194336,9,9,1,0
231,1,0.379474401473999,9,7,0,0
232,1,0.890892744064331,1,1,1,2
233,1,0.6170380115509033,9,9,1,1
234,1,0.42357349395751953,9,9,1,0
235,1,0.35921573638916016,5,5,1,0
236,1,0.30462193489074707,4,2,0,0
237,1,0.39386892318725586,4,3,0,0
238,1,0.30442214012145996,9,9,1,0
239,1,0.41007304191589355,9,9,1,0
240,1,0.3258950710296631,8,8,1,0
241,1,0.5775725841522217,4,4,1,1
242,1,0.3948976993560791,9,9,1,0
243,1,0.3346259593963623,6,6,1,0
244,1,0.7149641513824463,6,6,1,1
245,1,0.35370469093322754,0,0,1,0
246,1,0.26469874382019043,5,5,1,0
247,1,0.37093424797058105,7,7,1,0
248,1,0.34580278396606445,1,1,1,0
249,1,0.6708331108093262,4,4,1,1
250,1,0.5448741912841797,1,9,0,1
251,1,1.0155951976776123,0,8,0,2
252,1,0.564293384552002,6,6,1,1
253,1,1.2559237480163574,8,6,0,3
254,1,0.3217599391937256,8,8,1,0
255,1,0.3714888095855713,6,6,1,0
256,1,1.1630959510803223,1,6,0,3
257,1,0.3502647876739502,9,9,1,0
258,1,0.3659086227416992,4,4,1,0
259,1,0.6799688339233398,6,6,1,1
260,1,0.33951759338378906,6,6,1,0
261,1,0.6376135349273682,8,8,1,1
262,1,0.35277700424194336,4,4,1,0
263,1,0.29844212532043457,5,5,1,0
264,1,0.34915661811828613,4,4,1,0
265,1,0.36886119842529297,4,4,1,0
266,1,0.38037562370300293,3,3,1,0
267,1,0.3105144500732422,8,8,1,0
268,1,0.37081456184387207,7,7,1,0
269,1,0.36945343017578125,7,7,1,0
270,1,0.32615232467651367,1,1,1,0
271,1,0.5979032516479492,2,3,0,1
272,1,0.3526618480682373,3,3,1,0
273,1,0.3097114562988281,8,8,1,0
274,1,0.3898768424987793,8,8,1,0
275,1,0.39539670944213867,2,2,1,0
276,1,0.31096911430358887,7,7,1,0
277,1,1.189403772354126,2,2,1,3
278,1,0.3962550163269043,5,5,1,0
279,1,0.36641502380371094,6,6,1,0
280,1,0.3360567092895508,6,6,1,0
281,1,0.6297764778137207,6,6,1,1
282,1,0.36891841888427734,1,1,1,0
283,1,0.31598567962646484,3,3,1,0
284,1,0.3884110450744629,0,0,1,0
285,1,0.3033473491668701,8,8,1,0
286,1,0.35037946701049805,9,9,1,0
287,1,0.32116246223449707,4,4,1,0
288,1,0.32123517990112305,5,5,1,0
289,1,0.6620795726776123,2,2,1,1
290,1,0.5826916694641113,3,5,0,1
291,1,0.6257858276367188,4,4,1,1
292,1,0.3760197162628174,0,0,1,0
293,1,0.34691381454467773,1,1,1,0
294,1,0.3033311367034912,8,8,1,0
295,1,0.4210014343261719,8,7,0,0
296,1,0.6373729705810547,8,8,1,1
297,1,0.33994412422180176,2,3,0,0
298,1,0.34338974952697754,7,7,1,0
299,1,0.36873912811279297,9,9,1,0
300,1,0.36476922035217285,9,9,1,0
301,1,0.3774712085723877,3,3,1,0
302,1,0.6247658729553223,2,2,1,1
303,1,0.6304314136505127,6,6,1,1
304,1,0.3131842613220215,8,8,1,0
305,1,0.35483765602111816,1,1,1,0
306,1,1.2078063488006592,1,1,1,3
307,1,0.6401779651641846,0,8,0,1
308,1,0.3725244998931885,8,8,1,0
309,1,0.3101165294647217,2,2,1,0
310,1,0.5480411052703857,2,2,1,1
311,1,0.6320052146911621,1,1,1,1
312,1,0.6707210540771484,7,7,1,1
313,1,0.6196537017822266,8,8,1,1
314,1,0.6228847503662109,9,9,1,1
315,1,0.3862755298614502,2,2,1,0
316,1,1.1743204593658447,5,6,0,3
317,1,0.6629760265350342,4,2,0,1
318,1,0.6070506572723389,0,0,1,1
319,1,0.6299269199371338,1,1,1,1
320,1,0.35182809829711914,5,5,1,0
321,1,0.6039464473724365,9,1,0,1
322,1,0.3049607276916504,9,9,1,0
323,1,0.3720698356628418,4,2,0,0
324,1,0.3677084445953369,3,3,1,0
325,1,0.9081313610076904,0,0,1,2
326,1,0.5436019897460938,5,5,1,1
327,1,0.601844072341919,5,5,1,1
328,1,0.5849325656890869,4,4,1,1
329,1,0.39550304412841797,7,5,0,0
330,1,0.6107184886932373,7,7,1,1
331,1,0.9860765933990479,3,2,0,2
332,1,0.36865973472595215,8,0,0,0
333,1,0.3659651279449463,1,1,1,0
334,1,0.6157283782958984,9,3,0,1
335,1,0.35335302352905273,9,9,1,0
336,1,0.346127986907959,4,4,1,0
337,1,0.31018900871276855,3,3,1,0
338,1,0.37369561195373535,7,7,1,0
339,1,0.6124546527862549,7,7,1,1
340,1,0.3137831687927246,0,8,0,0
341,1,0.3758077621459961,0,2,0,0
342,1,0.31104135513305664,9,9,1,0
343,1,0.37500715255737305,4,7,0,0
344,1,1.061187505722046,6,6,1,2
345,1,0.5972263813018799,0,0,1,1
346,1,0.30529332160949707,2,2,1,0
347,1,0.6715986728668213,2,2,1,1
348,1,0.5449361801147461,7,7,1,1
349,1,0.37557411193847656,0,7,0,0
350,1,0.3197317123413086,0,0,1,0
351,1,0.3233366012573242,0,0,1,0
352,1,0.38834095001220703,3,5,0,0
353,1,0.3433706760406494,6,6,1,0
354,1,0.2994379997253418,3,3,1,0
355,1,0.3707761764526367,1,1,1,0
356,1,0.37381863594055176,9,9,1,0
357,1,0.363541841506958,9,9,1,0
358,1,0.5587546825408936,8,8,1,1
359,1,0.354022741317749,9,9,1,0
360,1,0.39638423919677734,9,9,1,0
361,1,0.284991979598999,1,1,1,0
362,1,0.36663126945495605,3,5,0,0
363,1,0.3497045040130615,0,0,1,0
364,1,0.3314504623413086,6,6,1,0
365,1,0.35813236236572266,1,1,1,0
366,1,0.34497928619384766,9,9,1,0
367,1,0.5320336818695068,6,6,1,1
368,1,0.43317699432373047,9,9,1,0
369,1,0.5824384689331055,2,2,1,1
370,1,0.34133243560791016,3,3,1,0
371,1,1.044060468673706,4,3,0,2
372,1,0.5474650859832764,4,2,0,1
373,1,0.3805124759674072,8,8,1,0
374,1,0.3421669006347656,9,3,0,0
375,1,0.3420853614807129,2,2,1,0
376,1,0.6253852844238281,1,1,1,1
377,1,0.3091466426849365,6,6,1,0
378,1,0.9796314239501953,5,3,0,2
379,1,0.3139231204986572,9,9,1,0
380,1,0.6616687774658203,5,5,1,1
381,1,0.35373497009277344,1,1,1,0
382,1,0.36455845832824707,4,4,1,0
383,1,0.3824784755706787,3,3,1,0
384,1,0.36638379096984863,6,6,1,0
385,1,0.3190455436706543,5,5,1,0
386,1,0.3671119213104248,0,0,1,0
387,1,0.5604043006896973,1,1,1,1
388,1,0.3653857707977295,8,8,1,0
389,1,0.6647930145263672,2,2,1,1
390,1,0.6682772636413574,4,2,0,1
391,1,0.3541698455810547,3,3,1,0
392,1,0.3387300968170166,4,4,1,0
393,1,0.39633703231811523,0,0,1,0
394,1,0.5787951946258545,5,5,1,1
395,1,0.9052612781524658,0,0,1,2
396,1,0.38321781158447266,0,0,1,0
397,1,0.5743346214294434,5,5,1,1
398,1,0.34950780868530273,6,6,1,0
399,1,0.6239974498748779,4,4,1,1
400,1,0.6175119876861572,8,8,1,1
401,1,0.6272130012512207,6,6,1,1
402,1,0.3805837631225586,4,2,0,0
403,1,0.3031599521636963,3,3,1,0
404,1,0.5571179389953613,5,5,1,1
405,1,0.34911632537841797,9,9,1,0
406,1,0.5826902389526367,6,6,1,1
407,1,1.0953683853149414,1,1,1,3
408,1,0.3427448272705078,5,5,1,0
409,1,0.35030364990234375,4,4,1,0
410,1,0.6149749755859375,3,3,1,1
411,1,0.3810858726501465,8,8,1,0
412,1,0.31366539001464844,4,7,0,0
413,1,0.37140965461730957,5,5,1,0
414,1,0.3741285800933838,1,9,0,0
415,1,0.9214842319488525,0,0,1,2
416,1,0.5921475887298584,4,4,1,1
417,1,0.30434298515319824,4,4,1,0
418,1,0.37088489532470703,9,9,1,0
419,1,0.6238865852355957,8,5,0,1
420,1,1.1309137344360352,0,8,0,3
421,1,0.5923624038696289,9,9,1,1
422,1,0.37169432640075684,7,7,1,0
423,1,0.7030837535858154,5,5,1,1
424,1,0.309581995010376,0,0,1,0
425,1,0.34977126121520996,7,4,0,0
426,1,0.30281901359558105,4,2,0,0
427,1,0.39821386337280273,9,9,1,0
428,1,0.6059551239013672,7,7,1,1
429,1,0.3578908443450928,1,9,0,0
430,1,0.6547622680664062,2,8,0,1
431,1,0.3471078872680664,8,8,1,0
432,1,0.31656575202941895,8,8,1,0
433,1,0.3658440113067627,0,0,1,0
434,1,0.6078295707702637,4,5,0,1
435,1,0.3176872730255127,8,1,0,0
436,1,0.37314915657043457,4,4,1,0
437,1,0.34635019302368164,4,2,0,0
438,1,0.3805363178253174,0,0,1,0
439,1,0.3726005554199219,2,2,1,0
440,1,0.37244629859924316,4,4,1,0
441,1,0.3414738178253174,0,0,1,0
442,1,0.3507351875305176,3,7,0,0
443,1,0.3653256893157959,2,2,1,0
444,1,0.3679203987121582,4,7,0,0
445,1,0.5313301086425781,2,2,1,1
446,1,0.345104455947876,1,1,1,0
447,1,0.3398246765136719,6,6,1,0
448,1,1.232668399810791,3,3,1,3
449,1,0.37154507637023926,8,8,1,0
450,1,0.34832191467285156,9,9,1,0
451,1,1.1693456172943115,8,9,0,3
452,1,0.6082801818847656,6,6,1,1
453,1,0.3205738067626953,4,4,1,0
454,1,0.32498955726623535,9,9,1,0
455,1,0.3468017578125,3,5,0,0
456,1,0.39405035972595215,8,8,1,0
457,1,0.6227946281433105,6,6,1,1
458,1,0.3488028049468994,4,0,0,0
459,1,0.3059384822845459,8,8,1,0
460,1,0.3518795967102051,8,0,0,0
461,1,0.37128114700317383,5,5,1,0
462,1,0.34509992599487305,8,8,1,0
463,1,0.4221203327178955,7,1,0,0
464,1,0.2990448474884033,1,1,1,0
465,1,0.6280429363250732,2,2,1,1
466,1,0.3781423568725586,0,0,1,0
467,1,0.3598802089691162,9,9,1,0
468,1,0.33428049087524414,9,9,1,0
469,1,0.3802616596221924,9,9,1,0
470,1,0.30936336517333984,9,9,1,0
471,1,0.6215391159057617,4,4,1,1
472,1,0.3039820194244385,9,9,1,0
473,1,0.362262487411499,7,9,0,0
474,1,1.1888997554779053,5,5,1,3
475,1,0.4627194404602051,7,7,1,0
476,1,0.37954163551330566,0,0,1,0
477,1,0.3036465644836426,3,3,1,0
478,1,1.0069630146026611,3,0,0,2
479,1,0.35259532928466797,4,4,1,0
480,1,0.3301081657409668,9,9,1,0
481,1,0.3544487953186035,7,7,1,0
482,1,0.6048712730407715,0,0,1,1
483,1,0.3242917060852051,5,5,1,0
484,1,0.3832666873931885,0,0,1,0
485,1,0.6067562103271484,0,1,0,1
486,1,0.3414490222930908,4,4,1,0
487,1,0.3614993095397949,7,7,1,0
488,1,0.3454310894012451,4,3,0,0
489,1,0.5862126350402832,5,7,0,1
490,1,0.6765570640563965,0,0,1,1
491,1,0.33972644805908203,7,7,1,0
492,1,0.3097233772277832,6,6,1,0
493,1,0.30501317977905273,4,4,1,0
494,1,0.7251372337341309,6,6,1,1
495,1,0.3403935432434082,6,6,1,0
496,1,0.3805732727050781,3,2,0,0
497,1,0.6299986839294434,9,9,1,1
498,1,0.3694899082183838,4,4,1,0
499,1,0.3542006015777588,3,3,1,0
500,1,0.3695487976074219,5,5,1,0
501,1,0.3852083683013916,5,5,1,0
502,1,0.3343391418457031,7,7,1,0
503,1,1.1625471115112305,5,5,1,3
504,1,1.1948142051696777,2,2,1,3
505,1,0.37256884574890137,1,1,1,0
506,1,1.10365891456604,2,2,1,3
507,1,0.3593316078186035,3,5,0,0
508,1,0.3488738536834717,6,6,1,0
509,1,0.3514277935028076,0,0,1,0
510,1,1.1609652042388916,7,2,0,3
511,1,0.3463106155395508,0,0,1,0
512,1,0.37917518615722656,8,8,1,0
513,1,0.9549670219421387,1,1,1,2
514,1,0.3768031597137451,8,8,1,0
515,1,0.36971092224121094,3,3,1,0
516,1,0.5423669815063477,1,1,1,1
517,1,0.3691258430480957,1,1,1,0
518,1,0.6283245086669922,5,5,1,1
519,1,0.3562202453613281,1,1,1,0
520,1,0.9946155548095703,1,1,1,2
521,1,0.3731729984283447,9,9,1,0
522,1,0.36011648178100586,5,5,1,0
523,1,0.3705635070800781,9,9,1,0
524,1,0.6673719882965088,4,4,1,1
525,1,0.3463125228881836,3,3,1,0
526,1,0.6272308826446533,6,6,1,1
527,1,0.3580646514892578,5,5,1,0
528,1,0.6328258514404297,5,5,1,1
529,1,0.31405115127563477,4,4,1,0
530,1,0.3474905490875244,1,1,1,0
531,1,0.3325645923614502,5,5,1,0
532,1,0.3695688247680664,6,6,1,0
533,1,0.3640272617340088,7,7,1,0
534,1,0.37017226219177246,7,7,1,0
535,1,0.36995863914489746,9,9,1,0
536,1,0.377169132232666,8,8,1,0
537,1,0.6386356353759766,3,3,1,1
538,1,0.36353373527526855,9,1,0,0
539,1,0.37022948265075684,0,0,1,0
540,1,0.6106142997741699,4,4,1,1
541,1,0.31542348861694336,8,8,1,0
542,1,0.32551002502441406,9,9,1,0
543,1,0.34389734268188477,9,9,1,0
544,1,0.521245002746582,6,6,1,1
545,1,0.3928828239440918,5,5,1,0
546,1,0.3191409111022949,9,9,1,0
547,1,0.3674187660217285,6,6,1,0
548,1,0.3714907169342041,5,5,1,0
549,1,0.38641905784606934,3,5,0,0
550,1,0.35674357414245605,9,9,1,0
551,1,0.6282575130462646,4,2,0,1
552,1,0.5841720104217529,3,5,0,1
553,1,0.3367116451263428,7,5,0,0
554,1,0.35148119926452637,5,5,1,0
555,1,0.30402445793151855,4,4,1,0
556,1,0.4002685546875,4,4,1,0
557,1,0.2969026565551758,2,6,0,0
558,1,0.5887088775634766,2,2,1,1
559,1,0.3722660541534424,3,3,1,0
560,1,0.6064844131469727,0,1,0,1
561,1,0.659074068069458,1,8,0,1
562,1,0.30978870391845703,4,4,1,0
563,1,0.4222414493560791,2,2,1,0
564,1,0.9058568477630615,5,5,1,2
565,1,0.6231439113616943,7,7,1,1
566,1,0.37194371223449707,1,1,1,0
567,1,0.6390295028686523,7,7,1,1
568,1,0.6235132217407227,2,2,1,1
569,1,0.3905293941497803,9,9,1,0
570,1,0.3592841625213623,2,0,0,0
571,1,0.6289732456207275,0,8,0,1
572,1,0.2998359203338623,3,3,1,0
573,1,0.37050604820251465,2,2,1,0
574,1,0.35599756240844727,0,1,0,0
575,1,0.32706403732299805,8,8,1,0
576,1,0.5918633937835693,6,2,0,1
577,1,0.34981346130371094,4,4,1,0
578,1,0.6168363094329834,6,6,1,1
579,1,0.36966466903686523,1,1,1,0
580,1,0.3561694622039795,4,4,1,0
581,1,0.5754542350769043,0,0,1,1
582,1,1.3601765632629395,9,8,0,3
583,1,0.36928820610046387,8,8,1,0
584,1,0.3045179843902588,8,8,1,0
585,1,0.3195841312408447,6,6,1,0
586,1,0.3728165626525879,0,0,1,0
587,1,1.1724135875701904,3,3,1,3
588,1,0.3502988815307617,9,9,1,0
589,1,0.31477904319763184,5,5,1,0
590,1,0.3696763515472412,2,3,0,0
591,1,0.5568106174468994,2,3,0,1
592,1,0.32233572006225586,7,7,1,0
593,1,0.3595125675201416,7,7,1,0
594,1,0.2898440361022949,3,3,1,0
595,1,0.3760683536529541,4,2,0,0
596,1,0.6556627750396729,4,4,1,1
597,1,0.6014914512634277,2,2,1,1
598,1,0.360182523727417,1,1,1,0
599,1,0.32154321670532227,8,8,1,0
600,1,1.0039608478546143,8,8,1,2
601,1,0.6094257831573486,5,5,1,1
602,1,1.2066757678985596,4,4,1,3
603,1,0.32016658782958984,0,0,1,0
604,1,0.4489710330963135,0,0,1,0
605,1,0.8273723125457764,2,2,1,2
606,1,0.37798023223876953,6,0,0,0
607,1,0.34612417221069336,7,7,1,0
608,1,0.3281693458557129,4,4,1,0
609,1,0.38367700576782227,3,3,1,0
610,1,0.896735668182373,3,8,0,2
611,1,0.3516383171081543,9,9,1,0
612,1,0.43348217010498047,4,4,1,0
613,1,0.2626979351043701,9,9,1,0
614,1,0.3612513542175293,6,6,1,0
615,1,0.3778841495513916,9,9,1,0
616,1,0.3745102882385254,9,1,0,0
617,1,1.2595434188842773,0,0,1,3
618,1,0.3289623260498047,4,4,1,0
619,1,0.3859286308288574,0,0,1,0
620,1,0.3707399368286133,0,0,1,0
621,1,0.3748657703399658,6,6,1,0
622,1,0.3607461452484131,2,2,1,0
623,1,0.3799912929534912,8,8,1,0
624,1,0.3657069206237793,7,7,1,0
625,1,0.3221323490142822,7,7,1,0
626,1,0.36934995651245117,9,1,0,0
627,1,0.3530914783477783,8,8,1,0
628,1,0.3609011173248291,9,9,1,0
629,1,0.9744701385498047,5,5,1,2
630,1,0.5791194438934326,5,5,1,1
631,1,0.3564469814300537,4,7,0,0
632,1,0.37830495834350586,8,8,1,0
633,1,0.5660746097564697,5,4,0,1
634,1,0.9254322052001953,3,3,1,2
635,1,0.9658524990081787,5,5,1,2
636,1,0.5865781307220459,0,7,0,1
637,1,0.6294384002685547,3,2,0,1
638,1,0.3322319984436035,9,1,0,0
639,1,0.3475949764251709,4,4,1,0
640,1,0.372891902923584,4,4,1,0
641,1,0.38492441177368164,6,6,1,0
642,1,0.3841738700866699,4,2,0,0
643,1,0.3141806125640869,0,0,1,0
644,1,0.621448278427124,0,0,1,1
645,1,0.3219287395477295,5,5,1,0
646,1,0.3788025379180908,7,7,1,0
647,1,0.3401198387145996,3,3,1,0
648,1,0.35459470748901367,9,9,1,0
649,1,0.3849616050720215,4,5,0,0
650,1,0.3445920944213867,8,8,1,0
651,1,0.8742260932922363,8,8,1,2
652,1,0.3763585090637207,6,6,1,0
653,1,0.3753774166107178,3,3,1,0
654,1,0.6378390789031982,4,7,0,1
655,1,0.6299452781677246,9,8,0,1
656,1,0.3320963382720947,2,2,1,0
657,1,0.37001609802246094,5,3,0,0
658,1,0.35480189323425293,1,1,1,0
659,1,0.30993199348449707,4,4,1,0
660,1,0.438448429107666,7,7,1,0
661,1,0.4049506187438965,8,8,1,0
662,1,0.3227066993713379,4,4,1,0
663,1,0.3716776371002197,9,9,1,0
664,1,0.5658695697784424,0,8,0,1
